hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae07e2,2026-06-16 02:09:42.586905,SLAM92,94-0068,2135,32000,21.272697,-153.335571,C-17A Globemaster,262,449,,False,adsb_icao
ae0378,2026-06-16 02:09:42.586937,UNK C/S,62-3541,7221,26300,57.111404,-133.874527,KC-135R Stratotanker,145,410,896,False,adsb_icao
ae07d7,2026-06-16 02:09:42.586946,RCH747,92-3293,3646,14600,38.370216,-122.642769,C-17A Globemaster,303,420,2238,False,adsb_icao
ae7447,2026-06-16 02:09:42.586952,EAGLE32,169863,5600,24875,34.96413,-122.043114,E-2 Hawkeye,244,198,0,False,adsb_icao
ae0573,2026-06-16 02:09:42.586962,RCH2036,86-0022,1747,37000,33.982204,-115.950623,C-5M Galaxy,110,453,-128,False,adsb_icao
ae145c,2026-06-16 02:09:42.586968,RCH645,06-6158,7157,36000,42.784321,-109.082306,C-17A Globemaster,257,539,0,False,mlat
ae07fe,2026-06-16 02:09:42.586974,JAVA33,98-0052,0775,36000,44.289368,-103.153122,C-17A Globemaster,293,375,0,False,adsb_icao
ae1178,2026-06-16 02:09:42.586979,RCH3229,02-1106,1314,36000,44.756645,-99.040413,C-17A Globemaster,282,409,0,False,mlat
ae5ba7,2026-06-16 02:09:42.587000,GRYHK08,169060,4666,5100,37.428883,-76.066109,E-2 Hawkeye,225,200,64,False,adsb_icao
ae07f6,2026-06-16 02:09:42.587004,RCH425,97-0044,1121,2325,39.984787,-74.649376,C-17A Globemaster,167,291,-980,False,mlat
ae0582,2026-06-16 02:09:42.587009,RCH5059,87-0037,2130,8400,41.827232,-72.613304,C-5M Galaxy,8,264,-952,False,mlat
ae07f7,2026-06-16 02:09:42.587013,RCH288,97-0045,4114,9900,44.453953,-69.396843,C-17A Globemaster,74,290,-2474,False,mlat
ae1464,2026-06-16 02:09:42.587020,RCH432,06-6166,7666,12075,49.631268,7.411182,C-17A Globemaster,95,356,1479,False,mlat
ae0803,2026-06-16 02:09:42.587024,RCH249,98-0057,7711,31000,42.661598,23.913593,C-17A Globemaster,172,471,17,False,mlat
ae5f9e,2026-06-16 02:09:42.587029,UNK C/S,18-46051,5423,26025,27.505737,48.349327,KC-46A Pegasus,143,470,,False,adsb_icao
ae1467,2026-06-16 02:09:42.587046,RCH327,07-7169,3276,32000,31.7,32.4,C-17A Globemaster,,,,False,mode_s
ae5fa0,2026-06-16 02:09:42.587052,UNK C/S,18-46053,0461,25500,23.3,54.9,KC-46A Pegasus,,,,False,mode_s
ae5fa1,2026-06-16 02:09:42.587055,UNK C/S,18-46054,5313,25000,27.7,48.6,KC-46A Pegasus,,,,False,mode_s
ae07e2,2026-06-16 02:10:42.957695,SLAM92,94-0068,2135,32000,21.255386,-153.469772,C-17A Globemaster,262,448,,False,adsb_icao
ae0378,2026-06-16 02:10:42.957714,UNK C/S,62-3541,7221,27000,57.017738,-133.758102,KC-135R Stratotanker,146,404,2048,False,adsb_icao
ae07d7,2026-06-16 02:10:42.957722,RCH747,92-3293,3646,16475,38.417934,-122.781738,C-17A Globemaster,272,445,2047,False,adsb_icao
