hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
06a255,2026-06-01 01:18:09.201761,LHOB283,A7-MAC,2662,33000,54.745972,-110.723526,C-17A Globemaster,59,449,64,False,adsb_icao
06a256,2026-06-01 01:18:09.201766,LHOB281,A7-MAE,7020,33000,55.009369,-109.934532,C-17A Globemaster,60,463,,False,adsb_icao
ae2fa6,2026-06-01 01:18:09.201773,RCH661,08-8194,1545,33000,50.381393,-99.886024,C-17A Globemaster,86,436,0,False,mlat
ae01c3,2026-06-01 01:18:09.201781,OLIVE32,64-14848,2661,3075,41.22084,-96.073425,RC-135 Rivet Joint,127,177,-768,False,adsb_icao
c2b3ff,2026-06-01 01:18:09.201793,CFC4046,177705,3625,34000,45.534302,-73.856377,C-17A Globemaster,267,397,-64,False,adsb_icao
ae015e,2026-06-01 01:18:09.201798,UNK C/S,59-1512,2505,24500,45.573627,-67.146515,KC-135R Stratotanker,241,443,-1057,False,mlat
ae4f12,2026-06-01 01:18:09.201803,MOOSE47,10-0218,3112,9750,50.138508,7.389872,C-17A Globemaster,273,261,-1358,False,mlat
ae0584,2026-06-01 01:18:09.201809,RCH1821,87-0039,6436,33000,49.713638,12.939919,C-5M Galaxy,107,490,0,False,mlat
ae0577,2026-06-01 01:18:09.201814,RCH5023,86-0026,2661,36000,47.309898,20.570995,C-5M Galaxy,314,388,64,False,mlat
ae0363,2026-06-01 01:18:09.201818,UNK C/S,60-0341,7353,30025,40.024773,22.463837,KC-135R Stratotanker,35,392,0,False,mlat
ae04be,2026-06-01 01:18:09.201823,UNK C/S,58-0106,7016,36025,41.494381,23.785526,KC-135R Stratotanker,18,416,76,False,mlat
ae07b4,2026-06-01 01:18:09.201828,UNK C/S,62-3498,5336,20000,31.698624,34.44207,KC-135R Stratotanker,135,416,0,False,mlat
ae0582,2026-06-01 01:18:09.201836,RCH2045,87-0037,Unavailable,Unavailable,35.0,140.7,C-5M Galaxy,,,128,False,mode_s
ae5fac,2026-06-01 01:18:09.201842,UNK C/S,19-46065,0720,24500,24.4,56.1,KC-46A Pegasus,236,382,0,False,mode_s
ae2faa,2026-06-01 01:18:09.201846,RCH045,08-8198,0106,36000,-9.4,-78.8,C-17A Globemaster,,,,False,mode_s
ae117d,2026-06-01 01:18:09.201852,RCH190,02-1111,2227,Unavailable,65.0,-54.0,C-17A Globemaster,,,,False,mode_s
ae5fa1,2026-06-01 01:18:09.201858,UNK C/S,18-46054,5172,24000,31.6,33.1,KC-46A Pegasus,,,,False,mode_s
ae49c3,2026-06-01 01:18:09.201864,RCH436,09-9207,1441,16125,26.4,49.7,C-17A Globemaster,,,,False,mode_s
ae5fa5,2026-06-01 01:18:09.201868,UNK C/S,21-46058,0712,26500,24.6,55.4,KC-46A Pegasus,,,,False,mode_s
ae04e0,2026-06-01 01:18:09.201872,UNK C/S,58-0109,2123,35975,22.0,-155.3,KC-135R Stratotanker,,,,False,mode_s
ae123a,2026-06-01 01:18:09.201877,RCH530,04-4128,5243,32000,38.1,-71.9,C-17A Globemaster,285,378,,False,mode_s
ae146d,2026-06-01 01:18:09.201882,MOOSE71,07-7175,0542,34000,32.6,32.6,C-17A Globemaster,,,,False,mode_s
ae07a9,2026-06-01 01:19:09.400315,UNK C/S,59-1515,2475,29275,21.150705,-159.033768,KC-135R Stratotanker,,,845,False,mlat
ae1177,2026-06-01 01:19:09.400359,TREK309,02-1105,1107,40000,54.116512,-132.634064,C-17A Globemaster,330,466,,False,adsb_icao
ae0377,2026-06-01 01:19:09.400372,UNK C/S,62-3502,1635,25000,44.56945,-122.655891,KC-135R Stratotanker,165,483,0,False,mlat
06a255,2026-06-01 01:19:09.400383,LHOB283,A7-MAC,2662,33000,54.809486,-110.536278,C-17A Globemaster,59,449,0,False,adsb_icao
06a256,2026-06-01 01:19:09.400389,LHOB281,A7-MAE,7020,33000,55.073959,-109.737663,C-17A Globemaster,60,462,,False,adsb_icao
ae2fa6,2026-06-01 01:19:09.400396,RCH661,08-8194,1545,33000,50.388515,-99.708771,C-17A Globemaster,86,435,0,False,mlat
ae01c3,2026-06-01 01:19:09.400404,OLIVE32,64-14848,2661,2975,41.191864,-96.026367,RC-135 Rivet Joint,130,159,-448,False,adsb_icao
c2b3ff,2026-06-01 01:19:09.400416,CFC4046,177705,3625,34000,45.529083,-74.015739,C-17A Globemaster,267,399,0,False,adsb_icao
ae123a,2026-06-01 01:19:09.400421,RCH530,04-4128,2620,32000,37.632038,-70.60907,C-17A Globemaster,285,379,,False,adsb_icao
ae015e,2026-06-01 01:19:09.400426,UNK C/S,59-1512,2505,22100,45.503448,-67.32444,KC-135R Stratotanker,241,424,-3446,False,mlat
ae4f12,2026-06-01 01:19:09.400431,MOOSE47,10-0218,3112,8425,50.142693,7.276967,C-17A Globemaster,276,269,-1305,False,mlat
ae0584,2026-06-01 01:19:09.400436,RCH1821,87-0039,6436,33000,49.675423,13.132481,C-5M Galaxy,107,490,32,False,mlat
ae0577,2026-06-01 01:19:09.400440,RCH5023,86-0026,2661,36000,47.386311,20.4592,C-5M Galaxy,314,388,-64,False,mlat
ae0363,2026-06-01 01:19:09.400445,UNK C/S,60-0341,7353,30025,40.111206,22.544853,KC-135R Stratotanker,35,392,0,False,mlat
ae04be,2026-06-01 01:19:09.400449,UNK C/S,58-0106,7016,36000,41.602173,23.836,KC-135R Stratotanker,20,427,-71,False,mlat
ae07b4,2026-06-01 01:19:09.400453,UNK C/S,62-3498,5336,20000,31.624659,34.537777,KC-135R Stratotanker,135,418,-128,False,mlat
ae0582,2026-06-01 01:19:09.400461,RCH2045,87-0037,3610,Unavailable,35.0,140.7,C-5M Galaxy,352,456,32,False,mode_s
ae5fac,2026-06-01 01:19:09.400467,UNK C/S,19-46065,0720,24500,24.5,56.0,KC-46A Pegasus,236,382,-32,False,mode_s
ae2faa,2026-06-01 01:19:09.400472,RCH045,08-8198,0106,36000,-9.4,-78.8,C-17A Globemaster,,,,False,mode_s
ae117d,2026-06-01 01:19:09.400478,RCH190,02-1111,2227,Unavailable,65.0,-54.0,C-17A Globemaster,,,,False,mode_s
ae5fa1,2026-06-01 01:19:09.400483,UNK C/S,18-46054,5172,24000,31.5,32.8,KC-46A Pegasus,,,,False,mode_s
ae49c3,2026-06-01 01:19:09.400488,RCH436,09-9207,1441,16150,26.4,49.7,C-17A Globemaster,,,,False,mode_s
ae5fa5,2026-06-01 01:19:09.400492,UNK C/S,21-46058,0712,26500,24.5,55.7,KC-46A Pegasus,,,,False,mode_s
ae04e0,2026-06-01 01:19:09.400496,UNK C/S,58-0109,2123,35975,22.0,-155.3,KC-135R Stratotanker,,,,False,mode_s
ae146d,2026-06-01 01:19:09.400501,MOOSE71,07-7175,0542,34000,31.5,32.8,C-17A Globemaster,,,,False,mode_s
ae1177,2026-06-01 01:20:09.621953,TREK309,02-1105,1107,40000,54.221581,-132.737305,C-17A Globemaster,329,466,,False,adsb_icao
ae0377,2026-06-01 01:20:09.621966,UNK C/S,62-3502,1635,25000,44.446568,-122.608109,KC-135R Stratotanker,165,468,-4,False,mlat
06a255,2026-06-01 01:20:09.621975,LHOB283,A7-MAC,2662,33000,54.87204,-110.350479,C-17A Globemaster,59,449,-64,False,adsb_icao
06a256,2026-06-01 01:20:09.621979,LHOB281,A7-MAE,7020,33000,55.137215,-109.543427,C-17A Globemaster,60,465,,False,adsb_icao
ae2fa6,2026-06-01 01:20:09.621986,RCH661,08-8194,1545,33000,50.396423,-99.508194,C-17A Globemaster,87,435,0,False,mlat
ae01c3,2026-06-01 01:20:09.621993,OLIVE32,64-14848,2661,2175,41.163162,-95.979492,RC-135 Rivet Joint,130,159,-832,False,adsb_icao
c2b3ff,2026-06-01 01:20:09.622004,CFC4046,177705,3625,34000,45.523682,-74.172951,C-17A Globemaster,267,399,0,False,adsb_icao
ae123a,2026-06-01 01:20:09.622009,RCH530,04-4128,2620,32000,37.659782,-70.739113,C-17A Globemaster,284,378,,False,adsb_icao
ae015e,2026-06-01 01:20:09.622013,UNK C/S,59-1512,2505,19500,45.445057,-67.471474,KC-135R Stratotanker,240,407,-2129,False,mlat
ae4f12,2026-06-01 01:20:09.622019,MOOSE47,10-0218,3112,7150,50.148266,7.166314,C-17A Globemaster,274,285,-1328,False,mlat
ae0584,2026-06-01 01:20:09.622024,RCH1821,87-0039,6436,33000,49.634083,13.332982,C-5M Galaxy,107,490,-32,False,mlat
ae0577,2026-06-01 01:20:09.622028,RCH5023,86-0026,2661,36000,47.464287,20.342869,C-5M Galaxy,314,390,64,False,mlat
ae0363,2026-06-01 01:20:09.622032,UNK C/S,60-0341,7353,30000,40.133293,22.567478,KC-135R Stratotanker,35,390,0,False,mode_s
ae04be,2026-06-01 01:20:09.622037,UNK C/S,58-0106,7016,36025,41.72068,23.890768,KC-135R Stratotanker,18,418,-25,False,mlat
ae07b4,2026-06-01 01:20:09.622041,UNK C/S,62-3498,5336,20000,31.533892,34.631157,KC-135R Stratotanker,135,418,0,False,mlat
ae0582,2026-06-01 01:20:09.622049,RCH2045,87-0037,3610,34000,35.0,140.7,C-5M Galaxy,352,458,288,False,mode_s
ae5fac,2026-06-01 01:20:09.622053,UNK C/S,19-46065,0720,24500,24.2,55.8,KC-46A Pegasus,236,382,0,False,mode_s
ae2faa,2026-06-01 01:20:09.622058,RCH045,08-8198,0106,35975,-9.4,-78.8,C-17A Globemaster,,,,False,mode_s
ae117d,2026-06-01 01:20:09.622065,RCH190,02-1111,2227,Unavailable,65.0,-54.0,C-17A Globemaster,,,,False,mode_s
ae5fa1,2026-06-01 01:20:09.622071,UNK C/S,18-46054,5172,24000,33.2,35.6,KC-46A Pegasus,,,,False,mode_s
ae07a9,2026-06-01 01:20:09.622076,UNK C/S,59-1515,2475,29925,22.7,-153.2,KC-135R Stratotanker,,,,False,mode_s
ae49c3,2026-06-01 01:20:09.622081,RCH436,09-9207,1441,16125,26.4,49.7,C-17A Globemaster,,,,False,mode_s
ae5fa5,2026-06-01 01:20:09.622086,UNK C/S,21-46058,0712,26500,24.4,55.7,KC-46A Pegasus,,,,False,mode_s
ae04e0,2026-06-01 01:20:09.622090,UNK C/S,58-0109,2123,35975,22.0,-155.3,KC-135R Stratotanker,,,,False,mode_s
ae146d,2026-06-01 01:20:09.622095,MOOSE71,07-7175,0542,34000,31.2,33.0,C-17A Globemaster,,,,False,mode_s
ae1177,2026-06-01 01:21:09.791182,TREK309,02-1105,1107,40000,54.342289,-132.856827,C-17A Globemaster,329,467,,False,adsb_icao
ae0377,2026-06-01 01:21:09.791194,UNK C/S,62-3502,1635,25000,44.31646,-122.557693,KC-135R Stratotanker,162,480,36,False,mlat
06a255,2026-06-01 01:21:09.791203,LHOB283,A7-MAC,2662,33000,54.93512,-110.161446,C-17A Globemaster,59,447,-64,False,adsb_icao
06a256,2026-06-01 01:21:09.791207,LHOB281,A7-MAE,7020,33000,55.201225,-109.345177,C-17A Globemaster,60,467,,False,adsb_icao
ae2fa6,2026-06-01 01:21:09.791214,RCH661,08-8194,1545,33000,50.402485,-99.32222,C-17A Globemaster,86,444,0,False,mlat
ae01c3,2026-06-01 01:21:09.791220,OLIVE32,64-14848,2661,1400,41.135651,-95.935051,RC-135 Rivet Joint,130,158,-1408,False,adsb_icao
c2b3ff,2026-06-01 01:21:09.791230,CFC4046,177705,3625,34000,45.518005,-74.331535,C-17A Globemaster,266,400,64,False,adsb_icao
ae123a,2026-06-01 01:21:09.791235,RCH530,04-4128,2620,32000,37.687317,-70.869003,C-17A Globemaster,284,379,,False,adsb_icao
ae015e,2026-06-01 01:21:09.791239,UNK C/S,59-1512,2505,17250,45.391129,-67.609718,KC-135R Stratotanker,240,396,-2201,False,mlat
ae4f12,2026-06-01 01:21:09.791244,MOOSE47,10-0218,3112,6500,50.151901,7.051825,C-17A Globemaster,269,241,-1178,False,mlat
ae0584,2026-06-01 01:21:09.791248,RCH1821,87-0039,6436,33000,49.59156,13.537117,C-5M Galaxy,107,492,-32,False,mlat
ae0577,2026-06-01 01:21:09.791252,RCH5023,86-0026,2661,36000,47.536324,20.228718,C-5M Galaxy,313,390,96,False,mlat
ae0363,2026-06-01 01:21:09.791256,UNK C/S,60-0341,7353,30000,40.29805,22.721163,KC-135R Stratotanker,35,390,-32,False,mlat
ae04be,2026-06-01 01:21:09.791260,UNK C/S,58-0106,7016,36025,41.836376,23.945511,KC-135R Stratotanker,20,430,4,False,mlat
ae07b4,2026-06-01 01:21:09.791265,UNK C/S,62-3498,5336,20000,31.455967,34.740253,KC-135R Stratotanker,135,420,96,False,mlat
ae0582,2026-06-01 01:21:09.791273,RCH2045,87-0037,3610,34000,35.0,140.7,C-5M Galaxy,352,454,-96,False,mode_s
ae5fac,2026-06-01 01:21:09.791278,UNK C/S,19-46065,0720,24500,24.3,55.5,KC-46A Pegasus,236,382,0,False,mode_s
ae2faa,2026-06-01 01:21:09.791282,RCH045,08-8198,0106,36000,-9.4,-78.8,C-17A Globemaster,,,,False,mode_s
ae117d,2026-06-01 01:21:09.791288,RCH190,02-1111,2227,Unavailable,65.0,-54.0,C-17A Globemaster,,,,False,mode_s
ae5fa1,2026-06-01 01:21:09.791293,UNK C/S,18-46054,5172,24000,33.2,35.6,KC-46A Pegasus,,,,False,mode_s
ae07a9,2026-06-01 01:21:09.791297,UNK C/S,59-1515,2475,30025,33.4,-121.8,KC-135R Stratotanker,,,,False,mode_s
ae49c3,2026-06-01 01:21:09.791302,RCH436,09-9207,1441,16125,27.9,49.3,C-17A Globemaster,,,,False,mode_s
ae5fa5,2026-06-01 01:21:09.791306,UNK C/S,21-46058,0712,26500,24.3,55.7,KC-46A Pegasus,,,,False,mode_s
ae04e0,2026-06-01 01:21:09.791310,UNK C/S,58-0109,2123,35975,22.0,-155.3,KC-135R Stratotanker,,,,False,mode_s
ae146d,2026-06-01 01:21:09.791314,MOOSE71,07-7175,0542,34000,31.5,32.8,C-17A Globemaster,,,,False,mode_s
ae1177,2026-06-01 01:22:09.997874,TREK309,02-1105,1107,40000,54.450058,-132.964111,C-17A Globemaster,329,468,,False,adsb_icao
ae0377,2026-06-01 01:22:09.997885,UNK C/S,62-3502,1635,25025,44.1903,-122.504593,KC-135R Stratotanker,162,477,134,False,mlat
06a255,2026-06-01 01:22:09.997895,LHOB283,A7-MAC,2662,33025,54.996395,-109.976555,C-17A Globemaster,60,447,0,False,adsb_icao
06a256,2026-06-01 01:22:09.997899,LHOB281,A7-MAE,7020,33000,55.263699,-109.150253,C-17A Globemaster,60,466,,False,adsb_icao
ae2fa6,2026-06-01 01:22:09.997906,RCH661,08-8194,1545,33000,50.409077,-99.13343,C-17A Globemaster,88,431,0,False,mlat
c2b3ff,2026-06-01 01:22:09.997916,CFC4046,177705,3625,34000,45.509792,-74.489517,C-17A Globemaster,259,405,64,False,adsb_icao
ae123a,2026-06-01 01:22:09.997921,RCH530,04-4128,2620,32000,37.71085,-71.000099,C-17A Globemaster,272,388,,False,adsb_icao
ae015e,2026-06-01 01:22:09.997925,UNK C/S,59-1512,2505,15125,45.337795,-67.742729,KC-135R Stratotanker,240,394,-2106,False,mlat
ae4f12,2026-06-01 01:22:09.997931,MOOSE47,10-0218,3112,5200,50.143139,6.9568,C-17A Globemaster,257,196,-1212,False,mlat
ae0584,2026-06-01 01:22:09.997936,RCH1821,87-0039,6436,33000,49.552052,13.72878,C-5M Galaxy,108,492,-256,False,mlat
ae0577,2026-06-01 01:22:09.997940,RCH5023,86-0026,2661,36000,47.613544,20.110266,C-5M Galaxy,313,392,-32,False,mlat
ae0363,2026-06-01 01:22:09.997945,UNK C/S,60-0341,7353,30000,40.387962,22.802387,KC-135R Stratotanker,35,390,-32,False,mlat
