hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae0573,2026-06-14 01:19:34.849940,RRCH4005,86-0022,1441,34000,37.313553,-107.655968,C-5M Galaxy,280,409,64,False,adsb_icao
ae10b5,2026-06-14 01:19:34.849961,RIDER91,01-0186,1366,9350,39.659317,-106.763824,C-17A Globemaster,262,206,-1664,False,adsb_icao
ae2fa7,2026-06-14 01:19:34.849967,RCH253,08-8195,1444,13275,39.706375,-105.150085,C-17A Globemaster,265,293,832,False,adsb_icao
ae1234,2026-06-14 01:19:34.849973,RCH457,03-3123,0713,31000,36.506268,-93.052208,C-17A Globemaster,80,494,0,False,mlat
06a255,2026-06-14 01:19:34.849977,LHOB244,A7-MAC,0020,35000,34.93792,-92.836304,C-17A Globemaster,121,502,0,False,adsb_icao
ae1178,2026-06-14 01:19:34.849981,RCH3229,02-1106,1557,37000,43.780952,-91.541046,C-17A Globemaster,99,535,2,False,mlat
ae07f6,2026-06-14 01:19:34.849986,RCH425,97-0044,6063,31000,37.001549,-81.087257,C-17A Globemaster,49,479,0,False,mlat
4b8207,2026-06-14 01:19:34.849994,HVK2050,60-0326,2424,23000,39.570923,-73.879715,KC-135R Stratotanker,41,428,-64,False,adsb_icao
ae123e,2026-06-14 01:19:34.849997,RCH4579,04-4133,0725,33975,40.809647,-72.43998,C-17A Globemaster,221,412,-96,False,adsb_icao
ae0386,2026-06-14 01:19:34.850002,UNK C/S,59-1468,7340,21000,42.060768,23.682692,KC-135R Stratotanker,353,412,0,False,mlat
ae04be,2026-06-14 01:19:34.850006,UNK C/S,58-0106,7032,21500,42.039448,23.684519,KC-135R Stratotanker,353,402,128,False,mlat
ae07f3,2026-06-14 01:19:34.850010,RCH421,97-0041,7031,38000,39.748913,24.787548,C-17A Globemaster,337,391,0,False,mlat
ae036a,2026-06-14 01:19:34.850014,UNK C/S,63-7985,7363,12150,44.22361,26.089275,KC-135R Stratotanker,72,296,-1501,False,mlat
ae10bb,2026-06-14 01:19:34.850019,RCH169,01-0192,2563,32000,51.3,-7.8,C-17A Globemaster,,,,False,mode_s
ae07f7,2026-06-14 01:19:34.850023,RCH263,97-0045,7251,32000,46.7,-60.4,C-17A Globemaster,,,,False,mode_s
ae11eb,2026-06-14 01:19:34.850026,NOVA14,80-0138,Unavailable,33050,53.9,-121.0,E-3G AWACS,,,,False,mode_s
896c2f,2026-06-14 01:19:34.850030,GOLD24,1227,3505,32000,25.0,59.6,C-17A Globemaster,,,,False,mode_s
ae05aa,2026-06-14 01:19:34.850035,UNK C/S,63-8019,3641,22550,27.6,48.0,KC-135R Stratotanker,105,462,0,False,mode_s
ae5fa0,2026-06-14 01:19:34.850039,MC0000,18-46053,5421,24975,27.3,49.3,KC-46A Pegasus,,,,False,mode_s
ae0501,2026-06-14 01:19:34.850043,UNK C/S,59-1504,7444,1050,39.9,-80.2,KC-135R Stratotanker,,,,False,mode_s
ae5f9b,2026-06-14 01:19:34.850048,UNK C/S,18-46048,5350,23700,27.3,49.3,KC-46A Pegasus,,,,False,mode_s
ae5f9e,2026-06-14 01:19:34.850051,UNK C/S,18-46051,5423,24300,30.3,34.2,KC-46A Pegasus,,,,False,mode_s
ae013e,2026-06-14 01:19:34.850055,UNK C/S,63-7981,3621,28000,26.2,47.4,KC-135R Stratotanker,,,,False,mode_s
ae041f,2026-06-14 01:19:34.850059,UNK C/S,57-1488,5401,21000,31.4,36.8,KC-135R Stratotanker,149,416,0,False,mode_s
ae0156,2026-06-14 01:19:34.850063,UNK C/S,57-1456,0145,17500,22.5,54.9,KC-135R Stratotanker,,,,False,mode_s
ae0573,2026-06-14 01:20:35.138559,RRCH4005,86-0022,1441,34050,37.335434,-107.795982,C-5M Galaxy,281,409,-256,False,adsb_icao
ae10b5,2026-06-14 01:20:35.138578,RIDER91,01-0186,1366,8000,39.651939,-106.83197,C-17A Globemaster,261,162,-1344,False,adsb_icao
ae2fa7,2026-06-14 01:20:35.138584,RCH253,08-8195,1444,15075,39.700169,-105.260071,C-17A Globemaster,265,309,2944,False,adsb_icao
ae1234,2026-06-14 01:20:35.138593,RCH457,03-3123,0713,31000,36.570984,-92.892174,C-17A Globemaster,43,513,0,False,mlat
06a255,2026-06-14 01:20:35.138597,LHOB244,A7-MAC,0020,35025,34.864426,-92.692268,C-17A Globemaster,121,505,-64,False,adsb_icao
ae1178,2026-06-14 01:20:35.138602,RCH3229,02-1106,1557,37000,43.756287,-91.334511,C-17A Globemaster,100,525,-3,False,mlat
ae07f6,2026-06-14 01:20:35.138607,RCH425,97-0044,6063,31000,37.068077,-80.973083,C-17A Globemaster,47,504,0,False,mlat
4b8207,2026-06-14 01:20:35.138616,HVK2050,60-0326,2424,23000,39.659992,-73.778625,KC-135R Stratotanker,41,427,0,False,adsb_icao
ae123e,2026-06-14 01:20:35.138621,RCH4579,04-4133,0725,34000,40.723618,-72.539665,C-17A Globemaster,221,416,-32,False,adsb_icao
ae0386,2026-06-14 01:20:35.138627,UNK C/S,59-1468,7340,21000,42.174137,23.665644,KC-135R Stratotanker,353,402,0,False,mlat
