hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae0260,2026-06-24 01:40:12.387319,UNK C/S,61-0295,4547,25000,64.219963,-146.042587,KC-135R Stratotanker,77,619,21,False,mlat
ae0503,2026-06-24 01:40:12.387337,UNK C/S,60-0336,7546,26800,37.09296,-116.561089,KC-135R Stratotanker,138,467,-13,False,mlat
ae0380,2026-06-24 01:40:12.387373,UNK C/S,57-1454,5646,20000,40.984406,-88.752678,KC-135R Stratotanker,209,277,-14,False,mlat
ae07f2,2026-06-24 01:40:12.387387,BOE14,96-0008,2301,35000,33.149139,-85.906052,C-17A Globemaster,99,486,0,False,adsb_icao
ae07fa,2026-06-24 01:40:12.387393,RHINO44,97-0048,6737,15250,40.099865,-84.884239,C-17A Globemaster,299,374,-320,False,adsb_icao
ae20c7,2026-06-24 01:40:12.387397,FAMUS13,07-7186,1444,37000,39.907242,-84.619026,C-17A Globemaster,86,517,-64,False,adsb_icao
ae49c4,2026-06-24 01:40:12.387407,MOOSE22,09-9208,5512,4075,33.117264,-80.148911,C-17A Globemaster,337,247,-192,False,adsb_icao
adfeb9,2026-06-24 01:40:12.387413,SAM997,99-0003,1427,27850,39.262676,-79.426941,C-32 AIR FORCE TWO,97,517,-1387,False,mlat
c2b3ff,2026-06-24 01:40:12.387422,BISN19,177705,0234,6050,44.200562,-77.158485,C-17A Globemaster,214,256,-3552,False,adsb_icao
ae0146,2026-06-24 01:40:12.387430,UNK C/S,59-1482,2104,1675,43.181721,-75.323212,KC-135R Stratotanker,282,250,-274,False,mlat
ae4d67,2026-06-24 01:40:12.387434,RCH4611,10-0214,1360,32000,42.196743,-72.466293,C-17A Globemaster,212,399,0,False,mlat
ae10bb,2026-06-24 01:40:12.387439,RCH573,01-0192,6210,31000,41.590733,-72.286057,C-17A Globemaster,49,493,0,False,mlat
ae058b,2026-06-24 01:40:12.387453,UNK C/S,57-1514,0151,18500,25.825586,53.610165,KC-135R Stratotanker,24,364,-96,False,mlat
ae11d6,2026-06-24 01:40:12.387458,UNK C/S,75-0556,3635,30975,24.665924,55.136478,E-3G AWACS,,,,False,mlat
ae013a,2026-06-24 01:40:12.387468,UNK C/S,59-1488,3440,24000,23.4,54.4,KC-135R Stratotanker,60,418,1440,False,mode_s
ae0139,2026-06-24 01:40:12.387475,UNK C/S,63-8003,5447,26500,24.9,55.4,KC-135R Stratotanker,91,402,0,False,mode_s
ae0489,2026-06-24 01:40:12.387481,UNK C/S,63-8007,0145,23975,23.7,55.6,KC-135R Stratotanker,,,,False,mode_s
ae0804,2026-06-24 01:40:12.387487,RCH100,99-0058,2763,33000,-30.3,153.1,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:40:12.387491,MANU12,05-5150,Unavailable,425,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
ae1236,2026-06-24 01:40:12.387497,RCH5070,03-3125,1345,32975,44.2,-63.1,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:40:12.387502,FLYER02,21-46061,3276,15000,25.4,58.7,KC-46A Pegasus,,,,False,mode_s
ae024d,2026-06-24 01:40:12.387506,UNK C/S,62-3506,0144,16525,25.6,55.0,KC-135R Stratotanker,,,,False,mode_s
ae0802,2026-06-24 01:40:12.387511,UNK C/S,98-0056,Unavailable,36000,55.3,-119.0,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:41:12.832444,HOKU61,63-8030,4261,25025,22.086962,-158.462204,KC-135R Stratotanker,319,458,75,False,mlat
ae080e,2026-06-24 01:41:12.832467,SITKA32,99-0168,2304,6700,61.478073,-149.872253,C-17A Globemaster,343,290,0,False,adsb_icao
ae0260,2026-06-24 01:41:12.832474,UNK C/S,61-0295,4547,25025,64.32309,-146.03186,KC-135R Stratotanker,17,413,,False,mlat
ae0503,2026-06-24 01:41:12.832489,UNK C/S,60-0336,7546,26800,37.005058,-116.44706,KC-135R Stratotanker,122,358,-11,False,mlat
ae0380,2026-06-24 01:41:12.832523,UNK C/S,57-1454,5646,20000,40.914474,-88.810059,KC-135R Stratotanker,211,292,0,False,mlat
ae07f2,2026-06-24 01:41:12.832537,BOE14,96-0008,2301,35000,33.126667,-85.746552,C-17A Globemaster,99,487,0,False,adsb_icao
ae07fa,2026-06-24 01:41:12.832544,RHINO44,97-0048,6737,14525,40.15123,-85.001831,C-17A Globemaster,299,366,-704,False,adsb_icao
ae20c7,2026-06-24 01:41:12.832548,FAMUS13,07-7186,1444,37000,39.915611,-84.431396,C-17A Globemaster,86,515,-64,False,adsb_icao
ae49c4,2026-06-24 01:41:12.832557,MOOSE22,09-9208,5512,4025,33.186081,-80.18251,C-17A Globemaster,337,263,256,False,adsb_icao
adfeb9,2026-06-24 01:41:12.832563,SAM997,99-0003,1427,26550,39.246693,-79.235947,C-32 AIR FORCE TWO,96,473,-1246,False,mlat
c2b3ff,2026-06-24 01:41:12.832571,BISN19,177705,0234,2925,44.147324,-77.220154,C-17A Globemaster,227,229,-3648,False,adsb_icao
ae0146,2026-06-24 01:41:12.832578,UNK C/S,59-1482,2104,900,43.18626,-75.352615,KC-135R Stratotanker,337,208,-838,False,mlat
ae4d67,2026-06-24 01:41:12.832583,RCH4611,10-0214,1360,32000,42.10815,-72.544472,C-17A Globemaster,213,391,0,False,mlat
ae10bb,2026-06-24 01:41:12.832587,RCH573,01-0192,6210,31000,41.692249,-72.141083,C-17A Globemaster,48,523,0,False,mlat
ae058b,2026-06-24 01:41:12.832604,UNK C/S,57-1514,0151,18500,24.3,55.0,KC-135R Stratotanker,337,370,0,False,mode_s
ae013a,2026-06-24 01:41:12.832610,UNK C/S,59-1488,3440,25000,23.4,54.4,KC-135R Stratotanker,60,430,0,False,mode_s
ae0139,2026-06-24 01:41:12.832616,UNK C/S,63-8003,5447,26500,24.7,56.5,KC-135R Stratotanker,81,398,96,False,mode_s
ae0489,2026-06-24 01:41:12.832622,UNK C/S,63-8007,0145,23975,23.7,55.7,KC-135R Stratotanker,,,,False,mode_s
ae11d6,2026-06-24 01:41:12.832627,UNK C/S,75-0556,3635,30975,24.3,54.9,E-3G AWACS,,,,False,mode_s
ae0804,2026-06-24 01:41:12.832631,RCH100,99-0058,2763,33000,-30.5,152.7,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:41:12.832636,MANU12,05-5150,Unavailable,425,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
afca38,2026-06-24 01:41:12.832642,UNK C/S,23-46115,Unavailable,Unavailable,47.3,-121.0,KC-46A Pegasus,,,,False,mode_s
ae1236,2026-06-24 01:41:12.832646,RCH5070,03-3125,1345,32975,43.8,-63.1,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:41:12.832650,FLYER02,21-46061,3276,15000,25.4,58.8,KC-46A Pegasus,,,,False,mode_s
ae024d,2026-06-24 01:41:12.832655,UNK C/S,62-3506,0144,16525,25.0,55.0,KC-135R Stratotanker,,,,False,mode_s
738bed,2026-06-24 01:41:12.832660,UNK C/S,312,1200,Unavailable,47.4,-121.6,KC-46A Pegasus,,,,False,mode_s
ae0802,2026-06-24 01:41:12.832663,UNK C/S,98-0056,Unavailable,36000,56.7,-121.0,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:42:13.268253,HOKU61,63-8030,4261,25025,22.138294,-158.516632,KC-135R Stratotanker,311,443,-77,False,mlat
ae080e,2026-06-24 01:42:13.268275,SITKA32,99-0168,2304,9650,61.557724,-149.895599,C-17A Globemaster,31,294,2560,False,adsb_icao
ae0260,2026-06-24 01:42:13.268282,UNK C/S,61-0295,4547,25000,64.432838,-146.024323,KC-135R Stratotanker,344,368,60,False,mlat
ae0503,2026-06-24 01:42:13.268296,UNK C/S,60-0336,7546,26800,36.886288,-116.362526,KC-135R Stratotanker,153,545,0,False,mlat
adfeb3,2026-06-24 01:42:13.268327,GORDO23,73-1676,3617,875,41.124714,-95.917259,E-4B Nightwatch,129,110,,False,adsb_icao
ae0380,2026-06-24 01:42:13.268335,UNK C/S,57-1454,5646,20000,40.843647,-88.868668,KC-135R Stratotanker,212,317,0,False,mlat
ae07f2,2026-06-24 01:42:13.268349,BOE14,96-0008,2301,35000,33.103775,-85.586739,C-17A Globemaster,99,487,0,False,adsb_icao
ae07fa,2026-06-24 01:42:13.268355,RHINO44,97-0048,6737,13850,40.201534,-85.117516,C-17A Globemaster,299,362,-704,False,adsb_icao
ae20c7,2026-06-24 01:42:13.268359,FAMUS13,07-7186,1444,37000,39.923527,-84.246162,C-17A Globemaster,86,510,-64,False,adsb_icao
ae49c4,2026-06-24 01:42:13.268369,MOOSE22,09-9208,5512,4000,33.254517,-80.215469,C-17A Globemaster,337,262,-192,False,adsb_icao
adfeb9,2026-06-24 01:42:13.268375,SAM997,99-0003,1427,25350,39.232765,-79.077728,C-32 AIR FORCE TWO,97,445,-1186,False,mlat
c2b3ff,2026-06-24 01:42:13.268382,BISN19,177705,0234,1975,44.112808,-77.27285,C-17A Globemaster,228,147,,False,adsb_icao
ae4d67,2026-06-24 01:42:13.268390,RCH4611,10-0214,1360,32000,42.007877,-72.630455,C-17A Globemaster,214,397,0,False,mlat
ae10bb,2026-06-24 01:42:13.268395,RCH573,01-0192,6210,31000,41.786896,-72.004997,C-17A Globemaster,45,548,0,False,mlat
ae058b,2026-06-24 01:42:13.268414,UNK C/S,57-1514,0151,18500,24.7,54.9,KC-135R Stratotanker,291,374,-96,False,mode_s
ae013a,2026-06-24 01:42:13.268419,UNK C/S,59-1488,3440,25025,23.4,54.4,KC-135R Stratotanker,59,432,0,False,mode_s
ae0139,2026-06-24 01:42:13.268427,UNK C/S,63-8003,5447,26500,24.3,55.7,KC-135R Stratotanker,2,398,0,False,mode_s
ae0489,2026-06-24 01:42:13.268435,UNK C/S,63-8007,0145,23975,23.6,55.5,KC-135R Stratotanker,,,,False,mode_s
ae11d6,2026-06-24 01:42:13.268439,UNK C/S,75-0556,3635,30975,24.3,55.2,E-3G AWACS,,,,False,mode_s
ae0804,2026-06-24 01:42:13.268443,RCH100,99-0058,2763,33000,-30.9,152.7,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:42:13.268448,MANU12,05-5150,Unavailable,425,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
ae1236,2026-06-24 01:42:13.268454,RCH5070,03-3125,1345,32975,44.8,-62.8,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:42:13.268459,FLYER02,21-46061,3276,15000,25.4,58.8,KC-46A Pegasus,,,,False,mode_s
ae0146,2026-06-24 01:42:13.268464,UNK C/S,59-1482,2104,625,43.5,-75.3,KC-135R Stratotanker,,,,False,mode_s
ae024d,2026-06-24 01:42:13.268469,UNK C/S,62-3506,0144,16525,25.9,54.9,KC-135R Stratotanker,,,,False,mode_s
738bed,2026-06-24 01:42:13.268474,UNK C/S,312,1200,Unavailable,47.4,-121.6,KC-46A Pegasus,,,,False,mode_s
ae0802,2026-06-24 01:42:13.268477,UNK C/S,98-0056,1161,36000,56.1,-120.3,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:43:13.722412,HOKU61,63-8030,4261,25000,22.189648,-158.648056,KC-135R Stratotanker,289,379,37,False,mlat
ae080e,2026-06-24 01:43:13.722434,SITKA32,99-0168,2304,11150,61.539917,-149.766037,C-17A Globemaster,171,327,704,False,adsb_icao
ae0260,2026-06-24 01:43:13.722442,UNK C/S,61-0295,4547,25000,64.481346,-146.2686,KC-135R Stratotanker,272,469,19,False,mlat
ae0503,2026-06-24 01:43:13.722455,UNK C/S,60-0336,7546,26800,36.877155,-116.209419,KC-135R Stratotanker,77,534,-14,False,mlat
adfeb3,2026-06-24 01:43:13.722485,GORDO23,73-1676,3617,1850,41.092392,-95.865173,E-4B Nightwatch,131,199,,False,adsb_icao
ae0380,2026-06-24 01:43:13.722495,UNK C/S,57-1454,5646,20000,40.775375,-88.924477,KC-135R Stratotanker,212,299,0,False,mlat
ae07f2,2026-06-24 01:43:13.722513,BOE14,96-0008,2301,34050,33.080765,-85.426605,C-17A Globemaster,101,490,-384,False,adsb_icao
ae07fa,2026-06-24 01:43:13.722517,RHINO44,97-0048,6737,13800,40.251297,-85.232361,C-17A Globemaster,299,360,-64,False,adsb_icao
ae20c7,2026-06-24 01:43:13.722523,FAMUS13,07-7186,1444,37000,39.931206,-84.060768,C-17A Globemaster,86,508,0,False,adsb_icao
ae49c4,2026-06-24 01:43:13.722532,MOOSE22,09-9208,5512,4000,33.322632,-80.248863,C-17A Globemaster,337,261,-256,False,adsb_icao
adfeb9,2026-06-24 01:43:13.722537,SAM997,99-0003,1427,24000,39.21817,-78.914062,C-32 AIR FORCE TWO,97,425,-1675,False,mlat
c2b3ff,2026-06-24 01:43:13.722544,BISN19,177705,0234,950,44.088413,-77.310204,C-17A Globemaster,227,116,,False,adsb_icao
ae0146,2026-06-24 01:43:13.722552,UNK C/S,59-1482,2104,2150,43.278549,-75.445671,KC-135R Stratotanker,326,80,1295,False,mlat
ae4d67,2026-06-24 01:43:13.722557,RCH4611,10-0214,1360,32000,41.922035,-72.71331,C-17A Globemaster,223,395,75,False,mlat
ae10bb,2026-06-24 01:43:13.722561,RCH573,01-0192,6210,31000,41.890354,-71.858711,C-17A Globemaster,48,525,0,False,mlat
ae0489,2026-06-24 01:43:13.722573,UNK C/S,63-8007,0145,23975,25.237944,55.53289,KC-135R Stratotanker,,,,False,mlat
ae058b,2026-06-24 01:43:13.722582,UNK C/S,57-1514,0151,18500,25.5,55.0,KC-135R Stratotanker,290,376,-64,False,mode_s
ae013a,2026-06-24 01:43:13.722588,UNK C/S,59-1488,3440,25025,23.4,54.9,KC-135R Stratotanker,60,430,224,False,mode_s
ae0139,2026-06-24 01:43:13.722596,UNK C/S,63-8003,5447,26500,24.7,56.0,KC-135R Stratotanker,289,410,0,False,mode_s
ae11d6,2026-06-24 01:43:13.722603,UNK C/S,75-0556,3635,30975,24.3,55.1,E-3G AWACS,,,,False,mode_s
ae0804,2026-06-24 01:43:13.722607,RCH100,99-0058,2763,33000,-30.7,151.8,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:43:13.722612,MANU12,05-5150,Unavailable,Unavailable,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
ae1236,2026-06-24 01:43:13.722618,RCH5070,03-3125,1345,32975,44.2,-63.1,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:43:13.722623,FLYER02,21-46061,3276,15000,25.4,58.9,KC-46A Pegasus,,,,False,mode_s
ae024d,2026-06-24 01:43:13.722627,UNK C/S,62-3506,0144,16525,26.0,54.9,KC-135R Stratotanker,,,,False,mode_s
ae0802,2026-06-24 01:43:13.722631,UNK C/S,98-0056,1161,36000,56.6,-120.7,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:44:14.198928,HOKU61,63-8030,4261,25025,22.075296,-158.702545,KC-135R Stratotanker,166,588,11,False,mlat
ae080e,2026-06-24 01:44:14.198949,SITKA32,99-0168,2304,12125,61.495132,-149.909866,C-17A Globemaster,282,370,704,False,adsb_icao
ae0260,2026-06-24 01:44:14.198957,UNK C/S,61-0295,4547,25000,64.387619,-146.524963,KC-135R Stratotanker,202,561,0,False,mlat
ae0503,2026-06-24 01:44:14.198974,UNK C/S,60-0336,7546,26800,36.996368,-116.17662,KC-135R Stratotanker,340,670,-9,False,mlat
adfeb3,2026-06-24 01:44:14.199006,GORDO23,73-1676,3617,3025,41.038467,-95.868225,E-4B Nightwatch,228,248,1280,False,adsb_icao
ae0380,2026-06-24 01:44:14.199013,UNK C/S,57-1454,5646,20000,40.702042,-88.983932,KC-135R Stratotanker,211,289,0,False,mlat
ae07fa,2026-06-24 01:44:14.199031,RHINO44,97-0048,6737,13750,40.301483,-85.347916,C-17A Globemaster,299,363,0,False,adsb_icao
ae07f2,2026-06-24 01:44:14.199035,BOE14,96-0008,2301,33050,33.044312,-85.268082,C-17A Globemaster,105,490,-1024,False,adsb_icao
ae20c7,2026-06-24 01:44:14.199040,FAMUS13,07-7186,1444,37000,39.938461,-83.877197,C-17A Globemaster,87,506,-128,False,adsb_icao
ae49c4,2026-06-24 01:44:14.199051,MOOSE22,09-9208,5512,4000,33.37381,-80.307648,C-17A Globemaster,310,256,-128,False,adsb_icao
adfeb9,2026-06-24 01:44:14.199056,SAM997,99-0003,1427,22250,39.203762,-78.765678,C-32 AIR FORCE TWO,101,420,-1656,False,mlat
ae0146,2026-06-24 01:44:14.199066,UNK C/S,59-1482,2104,2175,43.290035,-75.373871,KC-135R Stratotanker,79,353,217,False,mlat
ae4d67,2026-06-24 01:44:14.199071,RCH4611,10-0214,1360,32000,41.840466,-72.825043,C-17A Globemaster,226,387,0,False,mlat
ae10bb,2026-06-24 01:44:14.199076,RCH573,01-0192,6210,31000,41.991161,-71.712357,C-17A Globemaster,46,519,0,False,mlat
ae11d6,2026-06-24 01:44:14.199088,UNK C/S,75-0556,3635,30975,24.848248,55.371494,E-3G AWACS,,,,False,mode_s
ae058b,2026-06-24 01:44:14.199098,UNK C/S,57-1514,0151,18500,24.8,55.1,KC-135R Stratotanker,289,376,-64,False,mode_s
ae013a,2026-06-24 01:44:14.199104,UNK C/S,59-1488,3440,25025,22.6,55.3,KC-135R Stratotanker,60,430,0,False,mode_s
ae0139,2026-06-24 01:44:14.199111,UNK C/S,63-8003,5447,26500,24.4,55.4,KC-135R Stratotanker,266,412,96,False,mode_s
ae0489,2026-06-24 01:44:14.199118,UNK C/S,63-8007,0145,24000,24.9,55.2,KC-135R Stratotanker,,,,False,mode_s
ae0804,2026-06-24 01:44:14.199122,RCH100,99-0058,2763,33000,-31.1,152.1,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:44:14.199126,MANU12,05-5150,Unavailable,425,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
ae1236,2026-06-24 01:44:14.199132,RCH5070,03-3125,1345,32975,44.2,-63.1,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:44:14.199136,FLYER02,21-46061,3276,15000,25.4,58.9,KC-46A Pegasus,,,,False,mode_s
ae024d,2026-06-24 01:44:14.199141,UNK C/S,62-3506,0144,16525,26.3,54.5,KC-135R Stratotanker,,,,False,mode_s
ae0802,2026-06-24 01:44:14.199145,UNK C/S,98-0056,1161,36000,55.6,-118.9,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:45:14.666515,HOKU61,63-8030,4261,25025,21.955235,-158.578537,KC-135R Stratotanker,130,425,-81,False,mlat
ae080e,2026-06-24 01:45:14.666535,SITKA32,99-0168,2304,14525,61.516968,-150.12207,C-17A Globemaster,282,378,2624,False,adsb_icao
ae0260,2026-06-24 01:45:14.666542,UNK C/S,61-0295,4547,25000,64.261909,-146.541199,KC-135R Stratotanker,165,459,56,False,mlat
ae0503,2026-06-24 01:45:14.666558,UNK C/S,60-0336,7546,26775,37.065418,-116.242767,KC-135R Stratotanker,318,476,37,False,mlat
adfeb3,2026-06-24 01:45:14.666590,GORDO23,73-1676,3617,5100,40.999695,-95.946899,E-4B Nightwatch,251,263,1600,False,adsb_icao
ae0380,2026-06-24 01:45:14.666599,UNK C/S,57-1454,5646,20000,40.634129,-89.040573,KC-135R Stratotanker,212,313,0,False,mlat
ae07fa,2026-06-24 01:45:14.666617,RHINO44,97-0048,6737,11225,40.350357,-85.460327,C-17A Globemaster,299,355,-960,False,adsb_icao
ae07f2,2026-06-24 01:45:14.666622,BOE14,96-0008,2301,31825,33.007965,-85.111305,C-17A Globemaster,105,483,-1024,False,adsb_icao
ae20c7,2026-06-24 01:45:14.666627,FAMUS13,07-7186,1444,37000,39.945499,-83.692101,C-17A Globemaster,87,505,-64,False,adsb_icao
ae49c4,2026-06-24 01:45:14.666636,MOOSE22,09-9208,5512,4000,33.420319,-80.372223,C-17A Globemaster,310,256,128,False,adsb_icao
adfeb9,2026-06-24 01:45:14.666642,SAM997,99-0003,1427,20325,39.187866,-78.611214,C-32 AIR FORCE TWO,97,418,-1956,False,mlat
ae0146,2026-06-24 01:45:14.666652,UNK C/S,59-1482,2104,2400,43.25024,-75.290565,KC-135R Stratotanker,145,329,-72,False,mlat
ae4d67,2026-06-24 01:45:14.666656,RCH4611,10-0214,1360,32000,41.768303,-72.923996,C-17A Globemaster,224,406,128,False,mlat
ae10bb,2026-06-24 01:45:14.666660,RCH573,01-0192,6210,31000,42.087494,-71.572861,C-17A Globemaster,47,520,0,False,mlat
ae11d6,2026-06-24 01:45:14.666673,UNK C/S,75-0556,3635,30975,24.851908,55.46851,E-3G AWACS,,,,False,mlat
ae058b,2026-06-24 01:45:14.666683,UNK C/S,57-1514,0151,18500,25.9,54.9,KC-135R Stratotanker,290,378,0,False,mode_s
ae013a,2026-06-24 01:45:14.666688,UNK C/S,59-1488,3440,25025,22.6,55.3,KC-135R Stratotanker,60,430,-32,False,mode_s
ae0139,2026-06-24 01:45:14.666694,UNK C/S,63-8003,5447,26500,24.3,55.7,KC-135R Stratotanker,277,410,-64,False,mode_s
ae07a7,2026-06-24 01:45:14.666698,UNK C/S,59-1498,3452,21025,28.6,48.5,KC-135R Stratotanker,127,420,0,False,mode_s
ae0489,2026-06-24 01:45:14.666705,UNK C/S,63-8007,0145,23975,24.2,55.6,KC-135R Stratotanker,,,,False,mode_s
ae0804,2026-06-24 01:45:14.666710,RCH100,99-0058,2763,33000,-31.9,151.7,C-17A Globemaster,,,,False,mode_s
ae1454,2026-06-24 01:45:14.666715,MANU12,05-5150,Unavailable,425,22.6,-157.2,C-17A Globemaster,,,,False,mode_s
ae1236,2026-06-24 01:45:14.666721,RCH5070,03-3125,1345,32975,47.1,-60.0,C-17A Globemaster,,,,False,mode_s
ae5fa8,2026-06-24 01:45:14.666726,FLYER02,21-46061,3276,15000,25.4,59.0,KC-46A Pegasus,,,,False,mode_s
ae024d,2026-06-24 01:45:14.666730,UNK C/S,62-3506,0144,16525,26.0,53.6,KC-135R Stratotanker,,,,False,mode_s
ae0802,2026-06-24 01:45:14.666734,UNK C/S,98-0056,1161,36000,56.1,-120.3,C-17A Globemaster,,,,False,mode_s
ae042b,2026-06-24 01:46:15.125966,HOKU61,63-8030,4261,25025,21.85187,-158.479828,KC-135R Stratotanker,134,464,2,False,mlat
ae080e,2026-06-24 01:46:15.125987,SITKA32,99-0168,2304,16525,61.538589,-150.343781,C-17A Globemaster,280,395,1984,False,adsb_icao
ae0260,2026-06-24 01:46:15.125994,UNK C/S,61-0295,4547,25000,64.177376,-146.39241,KC-135R Stratotanker,119,451,66,False,mlat
ae0503,2026-06-24 01:46:15.126007,UNK C/S,60-0336,7546,26800,37.106602,-116.374115,KC-135R Stratotanker,257,475,76,False,mlat
adfeb3,2026-06-24 01:46:15.126035,GORDO23,73-1676,3617,6975,40.97514,-96.045105,E-4B Nightwatch,250,295,2304,False,adsb_icao
ae0380,2026-06-24 01:46:15.126043,UNK C/S,57-1454,5646,20000,40.561665,-89.098694,KC-135R Stratotanker,209,296,2,False,mlat
ae07fa,2026-06-24 01:46:15.126059,RHINO44,97-0048,6737,9825,40.398125,-85.571701,C-17A Globemaster,299,340,-2880,False,adsb_icao
ae07f2,2026-06-24 01:46:15.126064,BOE14,96-0008,2301,30425,32.951935,-84.965073,C-17A Globemaster,121,492,-1472,False,adsb_icao
ae20c7,2026-06-24 01:46:15.126070,FAMUS13,07-7186,1444,37000,39.933952,-83.50708,C-17A Globemaster,101,521,-64,False,adsb_icao
ae49c4,2026-06-24 01:46:15.126079,MOOSE22,09-9208,5512,4000,33.467331,-80.437775,C-17A Globemaster,310,255,-64,False,adsb_icao
