hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae0593,2026-06-23 01:55:46.935140,UNK C/S,58-0113,2214,3950,21.242704,-158.153885,KC-135R Stratotanker,292,220,80,False,mlat
ae0140,2026-06-23 01:55:46.935159,UNK C/S,62-3553,2220,9925,21.32193,-157.791229,KC-135R Stratotanker,230,294,0,False,mlat
ae63c2,2026-06-23 01:55:46.935174,ADVIC44,21-46086,7724,11350,37.898834,-121.31057,KC-46A Pegasus,307,321,-1172,False,mlat
ae0241,2026-06-23 01:55:46.935182,UNK C/S,63-8021,1617,34000,37.748516,-119.759628,KC-135R Stratotanker,2,456,0,False,mlat
ae0365,2026-06-23 01:55:46.935191,RATT11,61-0314,1060,32000,32.7244,-111.179573,KC-135R Stratotanker,286,453,0,False,mlat
ae07a8,2026-06-23 01:55:46.935198,UNK C/S,59-1508,6651,24900,33.205498,-105.549248,KC-135R Stratotanker,147,464,63,False,mlat
ae085b,2026-06-23 01:55:46.935204,RCH191,60-0316,6074,37000,42.58754,-102.644081,KC-135R Stratotanker,102,553,-192,False,adsb_icao
ae4f15,2026-06-23 01:55:46.935218,RCH2209,10-0221,5261,2700,33.265568,-96.109573,C-17A Globemaster,161,236,-732,False,mlat
ae0380,2026-06-23 01:55:46.935223,UNK C/S,57-1454,1127,22000,44.935078,-93.050957,KC-135R Stratotanker,135,340,0,False,mlat
ae0388,2026-06-23 01:55:46.935230,RCH420,61-0292,1733,29000,42.112129,-88.293213,KC-135R Stratotanker,66,459,0,False,mlat
ae1197,2026-06-23 01:55:46.935237,RCH3112,03-3114,5633,33000,34.524185,-85.255135,C-17A Globemaster,58,483,0,False,mlat
ae1237,2026-06-23 01:55:46.935241,UNK C/S,03-3126,1047,5800,31.319059,-83.13652,C-17A Globemaster,213,272,-1710,False,mlat
ae119c,2026-06-23 01:55:46.935249,RCH3201,03-3119,3654,2075,40.31168,-74.413834,C-17A Globemaster,253,224,64,False,adsb_icao
ae2fd4,2026-06-23 01:55:46.935253,UNK C/S,167930,4000,Unavailable,35.045425,-74.313263,E-2 Hawkeye,326,186,1664,False,adsb_icao
ae123b,2026-06-23 01:55:46.935258,RCH137,04-4130,7340,29000,49.090164,-64.265862,C-17A Globemaster,50,463,-64,False,adsb_icao
ae07dd,2026-06-23 01:55:46.935263,RCH783,93-0603,2565,34000,53.439754,1.610924,C-17A Globemaster,294,403,302,False,mlat
ae4d69,2026-06-23 01:55:46.935269,RCH429,10-0216,4506,34000,47.198158,20.613859,C-17A Globemaster,312,430,0,False,mlat
ae0665,2026-06-23 01:55:46.935274,UNK C/S,61-0299,3575,21125,31.756189,35.344631,KC-135R Stratotanker,188,370,-32,False,mlat
ae0687,2026-06-23 01:55:46.935278,UNK C/S,60-0349,3451,18950,30.87244,36.015942,KC-135R Stratotanker,,,0,False,mlat
ae07b0,2026-06-23 01:55:46.935289,UNK C/S,61-0284,3431,29000,24.7,52.4,KC-135R Stratotanker,303,500,,False,mode_s
ae0507,2026-06-23 01:55:46.935293,UNK C/S,61-0323,5333,22025,27.5,48.7,KC-135R Stratotanker,138,420,0,False,mode_s
ae0263,2026-06-23 01:55:46.935297,UNK C/S,61-0324,3427,28025,23.3,54.5,KC-135R Stratotanker,238,498,0,False,mode_s
ae49c1,2026-06-23 01:55:46.935304,EAGLE67,09-9205,Unavailable,1000,33.2,-81.3,C-17A Globemaster,,,,False,mode_s
ae10bb,2026-06-23 01:55:46.935308,RCH579,01-0192,Unavailable,29000,37.8,-116.7,C-17A Globemaster,,,,False,mode_s
ae013a,2026-06-23 01:55:46.935313,UNK C/S,59-1488,5335,22000,35.4,35.1,KC-135R Stratotanker,,,,False,mode_s
ae63b9,2026-06-23 01:55:46.935317,MO,20-46077,0713,22025,24.4,56.5,KC-46A Pegasus,,,,False,mode_s
ae08cf,2026-06-23 01:55:46.935321,UNK C/S,00-0185,Unavailable,31000,61.5,-165.8,C-17A Globemaster,,,,False,mode_s
