hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae2fa7,2026-06-18 01:56:28.230072,RCH125,08-8195,3241,25125,39.691048,-122.151932,C-17A Globemaster,352,428,1178,False,mlat
aedab0,2026-06-18 01:56:28.230085,SNAP37,19-46112,7261,35000,35.990154,-107.709534,KC-46A Pegasus,87,463,-4,False,mlat
ae07ce,2026-06-18 01:56:28.230091,RCH5010,89-1190,6540,36050,36.731487,-100.941498,C-17A Globemaster,282,414,75,False,mlat
ae0507,2026-06-18 01:56:28.230111,UNK C/S,61-0323,2413,37000,42.625797,-89.185448,KC-135R Stratotanker,78,604,0,False,mlat
ae1242,2026-06-18 01:56:28.230122,RCH126,04-4137,1632,11075,30.75164,-86.492004,C-17A Globemaster,294,345,633,False,mlat
ae0443,2026-06-18 01:56:28.230144,UNK C/S,00-9001,1007,21375,39.223354,-74.878983,C-32 AIR FORCE TWO,213,367,1561,False,mlat
ae07f6,2026-06-18 01:56:28.230152,RCH193,97-0044,2170,3125,44.96653,-69.063293,C-17A Globemaster,133,149,-2,False,mlat
ae0816,2026-06-18 01:56:28.230158,RCH788,00-0180,2232,31000,54.620857,-4.489523,C-17A Globemaster,141,455,0,False,mlat
ae080b,2026-06-18 01:56:28.230163,RCH4177,99-0165,2503,30000,55.444321,-3.19788,C-17A Globemaster,302,420,0,False,adsb_icao
ae04fb,2026-06-18 01:56:28.230169,UNK C/S,57-2605,6401,24000,51.65852,-1.731082,KC-135R Stratotanker,221,348,0,False,mlat
ae04fe,2026-06-18 01:56:28.230174,UNK C/S,58-0100,6402,24025,51.835556,-1.427403,KC-135R Stratotanker,231,372,0,False,mlat
adff0c,2026-06-18 01:56:28.230179,UNK C/S,60-0335,6403,23975,52.107456,-0.766218,KC-135R Stratotanker,235,402,-32,False,adsb_icao
ae1467,2026-06-18 01:56:28.230183,RCH3276,07-7169,2513,36000,52.992912,1.225397,C-17A Globemaster,284,383,0,False,mlat
adfeb6,2026-06-18 01:56:28.230189,VICK99,75-0125,5750,34025,45.814819,4.011015,E-4B Nightwatch,282,480,-64,False,adsb_icao
ae146f,2026-06-18 01:56:28.230194,MOOSE33,07-7177,7662,31000,47.986382,18.438402,C-17A Globemaster,132,497,0,False,mlat
ae1463,2026-06-18 01:56:28.230198,MOOSE36,06-6165,1167,38000,48.253628,19.024254,C-17A Globemaster,305,410,0,False,mlat
477ff1,2026-06-18 01:56:28.230202,BRK35,01,1270,26600,43.523781,24.686083,C-17A Globemaster,56,452,-1056,False,adsb_icao
ae0808,2026-06-18 01:56:28.230207,RCH724,99-0062,7437,31000,35.519577,26.729965,C-17A Globemaster,162,437,-96,False,adsb_icao
4d03c6,2026-06-18 01:56:28.230211,NATO21,LX-N90448,4350,31025,44.952431,28.499132,E-3G AWACS,276,364,-128,False,mlat
ae05a0,2026-06-18 01:56:28.230216,UNK C/S,61-0298,0146,23900,25.031824,56.24564,KC-135R Stratotanker,,,1666,False,mlat
ae4f13,2026-06-18 01:56:28.230222,RCH140,10-0219,7036,17125,26.797144,128.458649,C-17A Globemaster,48,434,1312,False,adsb_icao
ae013e,2026-06-18 01:56:28.230230,UNK C/S,63-7981,5341,19000,31.8,33.6,KC-135R Stratotanker,135,420,-64,False,mode_s
ae05a9,2026-06-18 01:56:28.230235,UNK C/S,63-8015,Unavailable,3775,64.4,-147.8,KC-135R Stratotanker,,,,False,mode_s
ae04ed,2026-06-18 01:56:28.230240,UNK C/S,63-8035,6017,23000,24.3,55.2,KC-135R Stratotanker,289,328,96,False,mode_s
ae1457,2026-06-18 01:56:28.230245,UNK C/S,05-5153,0474,850,22.0,-157.2,C-17A Globemaster,,,,False,mode_s
ae146e,2026-06-18 01:56:28.230249,MOOSE34,07-7176,3272,34000,32.2,31.6,C-17A Globemaster,,,,False,mode_s
ae05a4,2026-06-18 01:56:28.230258,UNK C/S,62-3500,5345,175,31.9,33.5,KC-135R Stratotanker,,,,False,mode_s
ae5f9a,2026-06-18 01:56:28.230262,UNK C/S,18-46047,7022,24000,28.2,49.3,KC-46A Pegasus,,,,False,mode_s
ae013b,2026-06-18 01:56:28.230267,UNK C/S,57-1435,1725,27000,24.3,54.9,KC-135R Stratotanker,291,356,288,False,mode_s
ae07e4,2026-06-18 01:56:28.230270,RCH433,94-0070,1733,6200,26.8,51.4,C-17A Globemaster,,,,False,mode_s
ae2fb0,2026-06-18 01:56:28.230274,UNK C/S,08-8204,Unavailable,1675,32.2,-84.6,C-17A Globemaster,,,,False,mode_s
ae4d69,2026-06-18 01:57:28.671451,UNK C/S,10-0216,Unavailable,3375,61.373524,-149.707687,C-17A Globemaster,265,302,-1317,False,mlat
ae07ed,2026-06-18 01:57:28.671469,SOUND39,96-0003,4172,33000,50.467701,-126.8321,C-17A Globemaster,138,535,17,False,other
ae07e9,2026-06-18 01:57:28.671475,SOUND29,95-0106,4725,6000,46.989017,-122.265053,C-17A Globemaster,275,279,-824,False,mlat
ae2fa7,2026-06-18 01:57:28.671480,RCH125,08-8195,3241,26150,39.805927,-122.17588,C-17A Globemaster,351,430,1008,False,mlat
aedab0,2026-06-18 01:57:28.671493,SNAP37,19-46112,7261,35000,35.999905,-107.559464,KC-46A Pegasus,84,463,22,False,mlat
ae07ce,2026-06-18 01:57:28.671500,RCH5010,89-1190,6540,36025,36.750694,-101.071037,C-17A Globemaster,,,0,False,mlat
ae0507,2026-06-18 01:57:28.671520,UNK C/S,61-0323,2413,37000,42.659695,-88.961159,KC-135R Stratotanker,77,588,0,False,mlat
ae1242,2026-06-18 01:57:28.671529,RCH126,04-4137,1632,12050,30.791428,-86.588539,C-17A Globemaster,294,336,873,False,mlat
ae0443,2026-06-18 01:57:28.671548,UNK C/S,00-9001,1007,23075,39.13348,-74.951736,C-32 AIR FORCE TWO,211,382,1838,False,mlat
ae07f6,2026-06-18 01:57:28.671554,RCH193,97-0044,2170,2400,44.932747,-69.014687,C-17A Globemaster,136,191,-868,False,mlat
ae0816,2026-06-18 01:57:28.671583,RCH788,00-0180,2232,31000,54.517315,-4.343494,C-17A Globemaster,140,449,0,False,mlat
ae080b,2026-06-18 01:57:28.671590,RCH4177,99-0165,2503,30000,55.501602,-3.376881,C-17A Globemaster,284,403,0,False,adsb_icao
ae04fb,2026-06-18 01:57:28.671598,UNK C/S,57-2605,6401,24000,51.58712,-1.831941,KC-135R Stratotanker,221,342,-64,False,mlat
ae04fe,2026-06-18 01:57:28.671603,UNK C/S,58-0100,6402,24025,51.77335,-1.554849,KC-135R Stratotanker,231,372,0,False,mlat
adff0c,2026-06-18 01:57:28.671610,UNK C/S,60-0335,6403,24000,52.016125,-0.980631,KC-135R Stratotanker,235,410,0,False,mlat
ae1467,2026-06-18 01:57:28.671616,RCH3276,07-7169,2513,36000,53.024387,1.045886,C-17A Globemaster,285,372,0,False,mlat
adfeb6,2026-06-18 01:57:28.671621,VICK99,75-0125,5750,34025,45.842876,3.821526,E-4B Nightwatch,281,483,,False,adsb_icao
ae146f,2026-06-18 01:57:28.671626,MOOSE33,07-7177,7662,31000,47.897728,18.585318,C-17A Globemaster,132,487,0,False,mlat
ae1463,2026-06-18 01:57:28.671630,MOOSE36,06-6165,1167,38000,48.319279,18.892052,C-17A Globemaster,303,399,0,False,mlat
477ff1,2026-06-18 01:57:28.671634,BRK35,01,1270,25600,43.59407,24.83153,C-17A Globemaster,56,447,-1024,False,adsb_icao
ae0808,2026-06-18 01:57:28.671639,RCH724,99-0062,7437,31000,35.402802,26.775742,C-17A Globemaster,162,437,-32,False,adsb_icao
4d03c6,2026-06-18 01:57:28.671643,NATO21,LX-N90448,4350,31025,44.96616,28.392937,E-3G AWACS,251,368,-32,False,mlat
ae05a0,2026-06-18 01:57:28.671647,UNK C/S,61-0298,0146,24000,25.057981,56.120777,KC-135R Stratotanker,,,-43,False,mlat
ae4f13,2026-06-18 01:57:28.671654,RCH140,10-0219,7036,18450,26.879354,128.561279,C-17A Globemaster,48,441,1152,False,adsb_icao
ae013e,2026-06-18 01:57:28.671664,UNK C/S,63-7981,5341,19000,31.8,33.3,KC-135R Stratotanker,135,426,64,False,mode_s
ae05a9,2026-06-18 01:57:28.671670,UNK C/S,63-8015,Unavailable,Unavailable,64.3,-147.8,KC-135R Stratotanker,,,,False,mode_s
ae04ed,2026-06-18 01:57:28.671674,UNK C/S,63-8035,6017,23000,24.2,55.3,KC-135R Stratotanker,289,328,0,False,mode_s
ae1457,2026-06-18 01:57:28.671679,UNK C/S,05-5153,0474,325,22.1,-157.2,C-17A Globemaster,,,,False,mode_s
ae146e,2026-06-18 01:57:28.671683,MOOSE34,07-7176,3272,34000,32.3,31.1,C-17A Globemaster,,,,False,mode_s
ae05a4,2026-06-18 01:57:28.671692,UNK C/S,62-3500,5345,175,31.9,33.6,KC-135R Stratotanker,,,,False,mode_s
ae5f9a,2026-06-18 01:57:28.671696,UNK C/S,18-46047,7022,24000,27.5,49.4,KC-46A Pegasus,,,,False,mode_s
ae013b,2026-06-18 01:57:28.671700,UNK C/S,57-1435,1725,27000,24.2,55.1,KC-135R Stratotanker,291,358,0,False,mode_s
ae07e4,2026-06-18 01:57:28.671704,RCH433,94-0070,1733,4575,26.8,51.4,C-17A Globemaster,,,,False,mode_s
ae2fb0,2026-06-18 01:57:28.671708,UNK C/S,08-8204,Unavailable,1650,32.1,-84.2,C-17A Globemaster,,,,False,mode_s
ae4d69,2026-06-18 01:58:28.979108,UNK C/S,10-0216,Unavailable,1675,61.327023,-149.742691,C-17A Globemaster,147,268,-1351,False,mlat
ae05a9,2026-06-18 01:58:28.979127,UNK C/S,63-8015,Unavailable,3750,64.53537,-147.211441,KC-135R Stratotanker,,,,False,mlat
ae07ed,2026-06-18 01:58:28.979134,SOUND39,96-0003,4172,33000,50.349701,-126.670799,C-17A Globemaster,138,529,42,False,other
ae07e9,2026-06-18 01:58:28.979140,SOUND29,95-0106,4725,5200,46.981113,-122.38382,C-17A Globemaster,264,274,-799,False,mlat
ae2fa7,2026-06-18 01:58:28.979145,RCH125,08-8195,3241,27100,39.926128,-122.200378,C-17A Globemaster,351,429,1001,False,mlat
aedab0,2026-06-18 01:58:28.979158,SNAP37,19-46112,7261,35000,36.011677,-107.393379,KC-46A Pegasus,85,466,0,False,mlat
ae07ce,2026-06-18 01:58:28.979164,RCH5010,89-1190,6540,36025,36.795193,-101.274704,C-17A Globemaster,286,507,44,False,mlat
ae0507,2026-06-18 01:58:28.979184,UNK C/S,61-0323,2413,37000,42.692505,-88.740913,KC-135R Stratotanker,77,601,0,False,mlat
ae1242,2026-06-18 01:58:28.979193,RCH126,04-4137,1632,13000,30.832376,-86.690849,C-17A Globemaster,297,338,803,False,mlat
ae0443,2026-06-18 01:58:28.979216,UNK C/S,00-9001,1007,24475,39.04525,-75.022217,C-32 AIR FORCE TWO,214,379,1222,False,mlat
ae07f6,2026-06-18 01:58:28.979223,RCH193,97-0044,2170,2225,44.905285,-68.970505,C-17A Globemaster,135,155,-6,False,mlat
ae0816,2026-06-18 01:58:28.979230,RCH788,00-0180,2232,31000,54.413353,-4.201833,C-17A Globemaster,141,458,0,False,mlat
ae080b,2026-06-18 01:58:28.979235,RCH4177,99-0165,2503,30000,55.522064,-3.570557,C-17A Globemaster,280,400,64,False,adsb_icao
ae04fb,2026-06-18 01:58:28.979240,UNK C/S,57-2605,6401,24000,51.518826,-1.928128,KC-135R Stratotanker,221,336,0,False,mlat
ae04fe,2026-06-18 01:58:28.979244,UNK C/S,58-0100,6402,24025,51.696636,-1.676818,KC-135R Stratotanker,221,376,32,False,mlat
adff0c,2026-06-18 01:58:28.979248,UNK C/S,60-0335,6403,24000,51.975853,-1.075326,KC-135R Stratotanker,235,414,0,False,adsb_icao
ae1467,2026-06-18 01:58:28.979252,RCH3276,07-7169,2513,36000,53.047722,0.86495,C-17A Globemaster,283,381,0,False,mlat
adfeb6,2026-06-18 01:58:28.979257,VICK99,75-0125,5750,34025,45.879776,3.636676,E-4B Nightwatch,293,484,,False,adsb_icao
ae146f,2026-06-18 01:58:28.979262,MOOSE33,07-7177,7662,31000,47.807343,18.734304,C-17A Globemaster,132,492,0,False,mlat
ae1463,2026-06-18 01:58:28.979266,MOOSE36,06-6165,1167,38000,48.380001,18.759418,C-17A Globemaster,304,399,0,False,mlat
477ff1,2026-06-18 01:58:28.979271,BRK35,01,1270,24600,43.662689,24.974733,C-17A Globemaster,56,448,-1024,False,adsb_icao
ae0808,2026-06-18 01:58:28.979275,RCH724,99-0062,7437,31000,35.286026,26.821404,C-17A Globemaster,162,437,0,False,adsb_icao
