hex,callsign,datetime,squawk,altitude,latitude,longitude,type,heading,ground speed,indicated airspeed
ae20c6,RCH878,2025-05-24 15:38:21.388583,1772,34975,42.404133,-77.34201,C-17A Globemaster,81,502,
ae1469,RCH676,2025-05-24 15:38:21.388589,1330,27425,45.161171,-68.479973,C-17A Globemaster,41,431,
ae1196,RCH333,2025-05-24 15:38:21.388595,2401,36025,48.313614,-66.812576,C-17A Globemaster,250,462,
ae145b,RCH813,2025-05-24 15:39:21.754088,3232,19975,38.240761,-120.783913,C-17A Globemaster,84,405,
ae1235,RCH863,2025-05-24 15:39:21.754106,727,36000,48.677128,-120.457222,C-17A Globemaster,296,426,
c2b3d7,CFC4069,2025-05-24 15:39:21.754114,1774,33400,53.029907,-110.812988,C-17A Globemaster,105,458,
ae1449,RCH045,2025-05-24 15:39:21.754121,7376,36000,37.242085,-102.770401,C-17A Globemaster,253,343,
ae20c6,RCH878,2025-05-24 15:39:21.754130,1772,35000,42.424118,-77.167526,C-17A Globemaster,81,509,
ae1469,RCH676,2025-05-24 15:39:21.754136,1330,27950,45.250484,-68.367493,C-17A Globemaster,43,437,
ae1196,RCH333,2025-05-24 15:39:21.754142,2401,36025,48.269989,-66.991669,C-17A Globemaster,249,463,
ae145b,RCH813,2025-05-24 15:40:22.079190,3232,21075,38.253895,-120.642067,C-17A Globemaster,83,414,
ae1235,RCH863,2025-05-24 15:40:22.079209,727,36000,48.731655,-120.61866,C-17A Globemaster,296,423,
c2b3d7,CFC4069,2025-05-24 15:40:22.079218,1774,34975,52.99205,-110.611191,C-17A Globemaster,107,453,
ae1449,RCH045,2025-05-24 15:40:22.079224,7376,36000,37.204105,-102.93589,C-17A Globemaster,237,408,
ae20c6,RCH878,2025-05-24 15:40:22.079233,1772,35000,42.445335,-76.969002,C-17A Globemaster,81,506,
ae1469,RCH676,2025-05-24 15:40:22.079240,1330,28500,45.339893,-68.256424,C-17A Globemaster,43,437,
ae1196,RCH333,2025-05-24 15:40:22.079245,2401,36025,48.224945,-67.175552,C-17A Globemaster,249,462,
ae1235,RCH863,2025-05-24 15:41:22.467315,727,36000,48.78648,-120.78672,C-17A Globemaster,297,437,
ae145b,RCH813,2025-05-24 15:41:22.467330,3232,22250,38.267479,-120.492348,C-17A Globemaster,84,428,
c2b3d7,CFC4069,2025-05-24 15:41:22.467338,1774,36175,52.953682,-110.410324,C-17A Globemaster,107,452,
ae1449,RCH045,2025-05-24 15:41:22.467344,7376,36125,37.141216,-103.031441,C-17A Globemaster,256,408,
ae20c6,RCH878,2025-05-24 15:41:22.467353,1772,35000,42.466064,-76.782288,C-17A Globemaster,82,497,
ae1469,RCH676,2025-05-24 15:41:22.467358,1330,28975,45.43388,-68.137733,C-17A Globemaster,42,429,
ae1196,RCH333,2025-05-24 15:41:22.467362,2401,36025,48.179947,-67.357178,C-17A Globemaster,249,462,
ae1235,RCH863,2025-05-24 15:42:22.808916,727,36000,48.840347,-120.950768,C-17A Globemaster,296,424,
ae145b,RCH813,2025-05-24 15:42:22.808934,3232,23450,38.281845,-120.342896,C-17A Globemaster,81,472,
c2b3d7,CFC4069,2025-05-24 15:42:22.808943,1774,36850,52.914906,-110.20739,C-17A Globemaster,107,463,
ae1449,RCH045,2025-05-24 15:42:22.808949,7376,37275,37.100056,-103.162613,C-17A Globemaster,244,403,
ae20c6,RCH878,2025-05-24 15:42:22.808958,1772,35000,42.486614,-76.588211,C-17A Globemaster,81,493,
ae1469,RCH676,2025-05-24 15:42:22.808964,1330,29000,45.524517,-68.023819,C-17A Globemaster,41,442,
ae1196,RCH333,2025-05-24 15:42:22.808969,2401,36000,48.134827,-67.537888,C-17A Globemaster,249,463,
ae1235,RCH863,2025-05-24 15:43:23.175376,727,36000,48.893108,-121.111023,C-17A Globemaster,296,442,
ae145b,RCH813,2025-05-24 15:43:23.175394,3232,24525,38.293995,-120.197945,C-17A Globemaster,85,417,
c2b3d7,CFC4069,2025-05-24 15:43:23.175402,1774,37000,52.87587,-110.004578,C-17A Globemaster,107,465,
ae1449,RCH045,2025-05-24 15:43:23.175409,7376,38025,37.060551,-103.282356,C-17A Globemaster,246,380,
ae20c6,RCH878,2025-05-24 15:43:23.175419,1772,35000,42.508354,-76.41761,C-17A Globemaster,76,486,
ae1469,RCH676,2025-05-24 15:43:23.175425,1330,29000,45.61639,-67.906212,C-17A Globemaster,45,454,
ae1196,RCH333,2025-05-24 15:43:23.175430,2401,36025,48.089626,-67.717827,C-17A Globemaster,249,462,
ae1235,RCH863,2025-05-24 15:44:23.487042,2655,36000,48.944885,-121.272072,C-17A Globemaster,295,432,
ae145b,RCH813,2025-05-24 15:44:23.487060,3232,25900,38.306808,-120.047668,C-17A Globemaster,84,433,
c2b3d7,CFC4069,2025-05-24 15:44:23.487067,1774,37000,52.83651,-109.803482,C-17A Globemaster,108,459,
ae1449,RCH045,2025-05-24 15:44:23.487073,7376,38000,37.020809,-103.393074,C-17A Globemaster,245,399,
ae20c6,RCH878,2025-05-24 15:44:23.487082,7323,35000,42.541519,-76.225098,C-17A Globemaster,78,482,
ae1196,RCH333,2025-05-24 15:44:23.487088,2401,36000,48.043945,-67.89798,C-17A Globemaster,249,464,
ae1469,RCH676,2025-05-24 15:44:23.487093,1330,29000,45.706448,-67.78125,C-17A Globemaster,50,442,
ae1235,RCH863,2025-05-24 15:45:24.030865,2655,36000,48.996758,-121.432831,C-17A Globemaster,295,431,
ae145b,RCH813,2025-05-24 15:45:24.030882,3232,27150,38.321884,-119.890129,C-17A Globemaster,85,430,
c2b3d7,CFC4069,2025-05-24 15:45:24.030891,1774,37000,52.797035,-109.603767,C-17A Globemaster,108,463,
ae1449,RCH045,2025-05-24 15:45:24.030897,7376,38000,36.977337,-103.522896,C-17A Globemaster,252,317,
ae20c6,RCH878,2025-05-24 15:45:24.030905,7323,35000,42.57066,-76.048775,C-17A Globemaster,77,498,
ae1196,RCH333,2025-05-24 15:45:24.030911,2401,36025,47.997849,-68.078362,C-17A Globemaster,249,466,
ae1469,RCH676,2025-05-24 15:45:24.030917,1330,29000,45.773117,-67.63179,C-17A Globemaster,56,473,
ae1235,RCH863,2025-05-24 15:46:24.361021,2655,36000,49.055046,-121.61412,C-17A Globemaster,296,457,
ae145b,RCH813,2025-05-24 15:46:24.361039,3232,28500,38.334736,-119.745865,C-17A Globemaster,84,427,
c2b3d7,CFC4069,2025-05-24 15:46:24.361047,1774,37000,52.756302,-109.399498,C-17A Globemaster,108,465,
ae1449,RCH045,2025-05-24 15:46:24.361054,7376,38000,36.945984,-103.670082,C-17A Globemaster,274,428,
ae20c6,RCH878,2025-05-24 15:46:24.361062,7323,35000,42.601582,-75.861359,C-17A Globemaster,77,493,
ae1196,RCH333,2025-05-24 15:46:24.361068,2401,36000,47.951019,-68.260117,C-17A Globemaster,248,465,
ae1469,RCH676,2025-05-24 15:46:24.361073,1330,29000,45.839668,-67.48233,C-17A Globemaster,58,448,
ae1235,RCH863,2025-05-24 15:47:51.180797,2655,36000,49.124783,-121.835632,C-17A Globemaster,297,441,
ae145b,RCH813,2025-05-24 15:47:51.180851,3232,29800,38.353897,-119.524734,C-17A Globemaster,83,436,
c2b3d7,CFC4069,2025-05-24 15:47:51.180884,1774,37000,52.697891,-109.110565,C-17A Globemaster,108,459,244
ae1449,RCH045,2025-05-24 15:47:51.180908,7376,38025,36.868717,-103.849907,C-17A Globemaster,260,377,
ae20c6,RCH878,2025-05-24 15:47:51.180938,7323,34100,42.643097,-75.60524,C-17A Globemaster,78,487,
ae1196,RCH333,2025-05-24 15:47:51.180961,2401,36000,47.883636,-68.519257,C-17A Globemaster,248,468,
ae1469,RCH676,2025-05-24 15:47:51.180981,1330,29000,45.93528,-67.262924,C-17A Globemaster,59,458,
ae1235,RCH863,2025-05-24 16:05:19.055853,2655,36000,50.11274,-124.731415,C-17A Globemaster,309,445,
ae1449,RCH045,2025-05-24 16:05:19.055874,7376,34300,36.184605,-105.98645,C-17A Globemaster,251,386,
c2b3d7,CFC4069,2025-05-24 16:05:19.055882,1774,37000,52.042831,-105.694199,C-17A Globemaster,102,448,245
ae20c6,RCH878,2025-05-24 16:05:19.055892,7323,20175,43.080978,-72.651276,C-17A Globemaster,79,427,
ae1196,RCH333,2025-05-24 16:05:19.055898,2401,36025,46.698647,-71.276619,C-17A Globemaster,225,467,
ae1469,RCH676,2025-05-24 16:05:19.055904,1330,29000,47.075462,-64.515938,C-17A Globemaster,60,481,
ae1235,RCH863,2025-05-24 16:13:35.122101,2655,36000,50.758556,-125.995056,C-17A Globemaster,308,447,
ae145b,RCH813,2025-05-24 16:13:35.122174,3232,35000,38.602325,-115.486954,C-17A Globemaster,,,
ae1449,RCH045,2025-05-24 16:13:35.122205,7376,34000,35.880081,-107.046494,C-17A Globemaster,249,396,
c2b3d7,CFC4069,2025-05-24 16:13:35.122231,1774,37000,51.803284,-104.068954,C-17A Globemaster,104,454,245
ae1196,RCH333,2025-05-24 16:13:35.122264,2401,36000,45.943054,-72.369759,C-17A Globemaster,224,465,
ae20c6,RCH878,2025-05-24 16:13:35.122284,7323,10100,43.101147,-71.510628,C-17A Globemaster,107,313,
ae1449,RCH045,2025-05-24 16:25:26.499321,7376,34000,35.449791,-108.572777,C-17A Globemaster,258,407,
c2b3d7,CFC4069,2025-05-24 16:25:26.499380,1774,37000,51.4189,-101.758118,C-17A Globemaster,105,448,244
ae4d67,RCH839,2025-05-24 16:25:26.499414,775,10525,34.450356,-79.993538,C-17A Globemaster,49,406,
ae1196,RCH333,2025-05-24 16:25:26.499439,2401,34325,44.840233,-73.888412,C-17A Globemaster,223,468,
ae20c6,RCH878,2025-05-24 16:25:26.499461,7323,450,43.052132,-70.804962,C-17A Globemaster,328,132,
ae1449,RCH045,2025-05-24 16:28:32.692880,7376,34000,35.37912,-108.98484,C-17A Globemaster,259,407,
c2b3d7,CFC4069,2025-05-24 16:28:32.692940,1774,37000,51.312763,-101.169739,C-17A Globemaster,106,447,245
ae1196,RCH333,2025-05-24 16:28:32.692981,2401,30075,44.548828,-74.274902,C-17A Globemaster,223,468,
ae1449,RCH045,2025-05-24 16:37:46.107771,7376,34000,35.164768,-110.152534,C-17A Globemaster,258,387,
c2b3d7,CFC4069,2025-05-24 16:37:46.107833,1774,37000,50.953381,-99.434738,C-17A Globemaster,110,449,244
ae4d67,RCH839,2025-05-24 16:37:46.107865,775,23250,35.660213,-79.093941,C-17A Globemaster,38,463,
ae1196,RCH333,2025-05-24 16:37:46.107890,2401,11000,43.730938,-75.289047,C-17A Globemaster,214,359,
ae1449,RCH045,2025-05-24 16:56:02.066857,7376,32000,34.680351,-112.571251,C-17A Globemaster,253,402,
c2b3d7,CFC4069,2025-05-24 16:56:02.066874,1774,37000,50.078522,-96.094452,C-17A Globemaster,113,457,246
ae4d67,RCH839,2025-05-24 16:56:02.066881,775,27925,37.501873,-77.225662,C-17A Globemaster,40,493,
ae1449,RCH045,2025-05-24 17:02:10.553561,7376,30000,34.4636,-113.372597,C-17A Globemaster,253,407,
ae145b,RCH813,2025-05-24 17:02:10.553621,3547,35000,38.513039,-107.217628,C-17A Globemaster,96,494,
c2b3d7,CFC4069,2025-05-24 17:02:10.553655,1774,37000,49.762436,-94.996902,C-17A Globemaster,114,460,245
ae4d67,RCH839,2025-05-24 17:02:10.553680,775,29000,38.125156,-76.540558,C-17A Globemaster,39,490,
ae1449,RCH045,2025-05-24 17:05:30.470728,7376,30000,34.3293,-113.846275,C-17A Globemaster,249,431,
ae145b,RCH813,2025-05-24 17:05:30.470786,3547,35000,38.469048,-106.636421,C-17A Globemaster,96,479,
c2b3d7,CFC4069,2025-05-24 17:05:30.470820,1774,37000,49.584595,-94.400528,C-17A Globemaster,114,462,245
ae4d67,RCH839,2025-05-24 17:05:30.470844,775,29000,38.458267,-76.16613,C-17A Globemaster,40,500,
ae1449,RCH045,2025-05-24 17:06:30.826096,7376,30000,34.287792,-113.982323,C-17A Globemaster,246,449,
ae145b,RCH813,2025-05-24 17:06:30.826134,3547,34975,38.455791,-106.458817,C-17A Globemaster,96,506,
c2b3d7,CFC4069,2025-05-24 17:06:30.826154,1774,37000,49.530029,-94.220627,C-17A Globemaster,115,459,245
ae4d67,RCH839,2025-05-24 17:06:30.826169,775,29000,38.557621,-76.051285,C-17A Globemaster,44,476,
ae1449,RCH045,2025-05-24 17:16:25.525308,7376,21525,33.907288,-115.264473,C-17A Globemaster,252,382,
ae145b,RCH813,2025-05-24 17:16:25.525337,3547,35800,38.29364,-104.707047,C-17A Globemaster,99,489,
c2b3d7,CFC4069,2025-05-24 17:16:25.525349,1774,37000,49.054466,-92.431305,C-17A Globemaster,109,459,243
ae10b5,RCH811,2025-05-24 17:16:25.525356,5631,14000,39.028473,-77.374016,C-17A Globemaster,322,327,
ae4d67,RCH839,2025-05-24 17:16:25.525363,775,29000,39.508968,-74.845688,C-17A Globemaster,54,502,
ae1449,RCH045,2025-05-24 17:17:25.841577,7376,20900,33.869923,-115.382645,C-17A Globemaster,250,389,
ae145b,RCH813,2025-05-24 17:17:25.841597,3547,36400,38.274967,-104.536491,C-17A Globemaster,100,497,
c2b3d7,CFC4069,2025-05-24 17:17:25.841606,1774,37000,49.012161,-92.248184,C-17A Globemaster,109,457,244
ae10b5,RCH811,2025-05-24 17:17:25.841614,5631,15850,39.120476,-77.401817,C-17A Globemaster,0,357,
ae4d67,RCH839,2025-05-24 17:17:25.841621,775,29000,39.586102,-74.701424,C-17A Globemaster,55,490,
ae1449,RCH045,2025-05-24 17:18:26.196728,7376,20300,33.833691,-115.503235,C-17A Globemaster,251,385,
ae145b,RCH813,2025-05-24 17:18:26.196748,3547,36950,38.254749,-104.372498,C-17A Globemaster,99,511,
c2b3d7,CFC4069,2025-05-24 17:18:26.196758,1774,37000,48.969315,-92.064865,C-17A Globemaster,109,459,245
ae10b5,RCH811,2025-05-24 17:18:26.196765,5631,17400,39.223103,-77.410927,C-17A Globemaster,359,389,
ae4d67,RCH839,2025-05-24 17:18:26.196772,775,29000,39.664982,-74.555611,C-17A Globemaster,55,487,
ae1449,RCH045,2025-05-24 17:19:26.517997,7376,19700,33.79496,-115.629974,C-17A Globemaster,251,376,
ae145b,RCH813,2025-05-24 17:19:26.518016,3547,37000,38.231228,-104.187309,C-17A Globemaster,99,515,
c2b3d7,CFC4069,2025-05-24 17:19:26.518026,1774,37000,48.926285,-91.88176,C-17A Globemaster,109,457,244
ae10b5,RCH811,2025-05-24 17:19:26.518034,5631,19025,39.322002,-77.421875,C-17A Globemaster,354,372,
ae4d67,RCH839,2025-05-24 17:19:26.518041,775,29000,39.740509,-74.415817,C-17A Globemaster,54,495,
ae1449,RCH045,2025-05-24 17:20:26.872558,7376,19150,33.75602,-115.752892,C-17A Globemaster,249,381,
ae145b,RCH813,2025-05-24 17:20:26.872578,3547,37000,38.210468,-104.009621,C-17A Globemaster,99,501,
c2b3d7,CFC4069,2025-05-24 17:20:26.872589,1774,37000,48.883163,-91.699501,C-17A Globemaster,109,459,244
ae10b5,RCH811,2025-05-24 17:20:26.872597,5631,20325,39.429356,-77.433128,C-17A Globemaster,357,389,
ae4d67,RCH839,2025-05-24 17:20:26.872604,775,29000,39.813084,-74.276428,C-17A Globemaster,54,485,
ae1449,RCH045,2025-05-24 17:21:27.195202,7376,18150,33.719841,-115.868759,C-17A Globemaster,249,389,
ae145b,RCH813,2025-05-24 17:21:27.195230,3547,37000,38.19669,-103.860481,C-17A Globemaster,98,504,
c2b3d7,CFC4069,2025-05-24 17:21:27.195243,1774,37000,48.840233,-91.519363,C-17A Globemaster,109,456,244
ae10b5,RCH811,2025-05-24 17:21:27.195252,5631,21800,39.536793,-77.443481,C-17A Globemaster,356,389,
ae4d67,RCH839,2025-05-24 17:21:27.195260,775,29000,39.897217,-74.118088,C-17A Globemaster,53,481,
ae1449,RCH045,2025-05-24 17:22:27.547587,7376,16150,33.682377,-115.990517,C-17A Globemaster,251,331,
ae145b,RCH813,2025-05-24 17:22:27.547609,3547,36975,38.167728,-103.671783,C-17A Globemaster,99,484,
c2b3d7,CFC4069,2025-05-24 17:22:27.547619,1774,37000,48.795776,-91.335052,C-17A Globemaster,110,460,245
ae10b5,RCH811,2025-05-24 17:22:27.547627,5631,23025,39.646786,-77.454987,C-17A Globemaster,1,371,
ae4d67,RCH839,2025-05-24 17:22:27.547635,775,29000,39.971241,-73.976532,C-17A Globemaster,53,474,
ae1449,RCH045,2025-05-24 17:23:27.916847,7376,16175,33.644344,-116.111717,C-17A Globemaster,251,389,
ae145b,RCH813,2025-05-24 17:23:27.916867,3547,37000,38.144123,-103.491287,C-17A Globemaster,101,501,
c2b3d7,CFC4069,2025-05-24 17:23:27.916877,1774,37000,48.75174,-91.153999,C-17A Globemaster,110,460,245
ae10b5,RCH811,2025-05-24 17:23:27.916885,5631,24350,39.763954,-77.452873,C-17A Globemaster,1,422,
ae4d67,RCH839,2025-05-24 17:23:27.916892,775,29000,40.050308,-73.82589,C-17A Globemaster,56,490,
ae1449,RCH045,2025-05-24 17:24:28.290187,7376,16175,33.607475,-116.229713,C-17A Globemaster,251,374,
ae145b,RCH813,2025-05-24 17:24:28.290206,3547,37000,38.119816,-103.31002,C-17A Globemaster,100,504,
c2b3d7,CFC4069,2025-05-24 17:24:28.290216,1774,37000,48.707047,-90.971062,C-17A Globemaster,110,459,244
ae10b5,RCH811,2025-05-24 17:24:28.290223,5631,25425,39.872063,-77.477379,C-17A Globemaster,338,418,
ae4d67,RCH839,2025-05-24 17:24:28.290230,775,29000,40.121384,-73.690666,C-17A Globemaster,57,481,
ae1449,RCH045,2025-05-24 17:25:28.607498,7376,16150,33.570908,-116.347282,C-17A Globemaster,249,370,
ae145b,RCH813,2025-05-24 17:25:28.607519,3547,36975,38.098827,-103.142982,C-17A Globemaster,99,511,
c2b3d7,CFC4069,2025-05-24 17:25:28.607528,1774,37000,48.662521,-90.79052,C-17A Globemaster,110,459,245
ae10b5,RCH811,2025-05-24 17:25:28.607536,5631,26825,39.975037,-77.517899,C-17A Globemaster,342,387,
ae4d67,RCH839,2025-05-24 17:25:28.607543,775,29000,40.205204,-73.536087,C-17A Globemaster,54,492,
ae1449,RCH045,2025-05-24 17:26:28.961587,7376,16175,33.53582,-116.465675,C-17A Globemaster,250,375,
ae145b,RCH813,2025-05-24 17:26:28.961607,3547,37000,38.076118,-102.974388,C-17A Globemaster,99,477,
c2b3d7,CFC4069,2025-05-24 17:26:28.961616,1774,37000,48.617523,-90.60981,C-17A Globemaster,110,461,244
ae10b5,RCH811,2025-05-24 17:26:28.961624,5631,27975,40.07951,-77.561195,C-17A Globemaster,343,395,
ae4d67,RCH839,2025-05-24 17:26:28.961631,775,29000,40.268517,-73.385384,C-17A Globemaster,68,486,
ae1449,RCH045,2025-05-24 17:27:29.305072,7376,16100,33.499245,-116.583855,C-17A Globemaster,250,368,
ae145b,RCH813,2025-05-24 17:27:29.305092,3547,37000,38.051327,-102.790192,C-17A Globemaster,99,504,
c2b3d7,CFC4069,2025-05-24 17:27:29.305102,1774,37000,48.571487,-90.426224,C-17A Globemaster,110,466,245
ae10b5,RCH811,2025-05-24 17:27:29.305111,5631,29025,40.18766,-77.600594,C-17A Globemaster,344,386,
ae4d67,RCH839,2025-05-24 17:27:29.305118,775,29000,40.325024,-73.214653,C-17A Globemaster,67,473,
ae1449,RCH045,2025-05-24 17:28:30.040329,7376,13550,33.463573,-116.700974,C-17A Globemaster,251,387,
ae145b,RCH813,2025-05-24 17:28:30.040349,3547,37000,38.024578,-102.622849,C-17A Globemaster,101,510,
c2b3d7,CFC4069,2025-05-24 17:28:30.040358,1774,37000,48.525787,-90.245575,C-17A Globemaster,110,463,244
ae10b5,RCH811,2025-05-24 17:28:30.040365,5631,29975,40.287819,-77.641487,C-17A Globemaster,346,356,
ae4d67,RCH839,2025-05-24 17:28:30.040373,775,29000,40.374599,-73.057899,C-17A Globemaster,67,485,
ae1449,RCH045,2025-05-24 17:29:30.379572,7376,12750,33.454945,-116.813271,C-17A Globemaster,304,403,
ae145b,RCH813,2025-05-24 17:29:30.379592,3547,37000,38.004711,-102.452316,C-17A Globemaster,100,505,
c2b3d7,CFC4069,2025-05-24 17:29:30.379602,1774,37000,48.478592,-90.060638,C-17A Globemaster,111,465,245
ae10b5,RCH811,2025-05-24 17:29:30.379609,5631,30000,40.392242,-77.683319,C-17A Globemaster,343,387,
ae4d67,RCH839,2025-05-24 17:29:30.379617,775,29000,40.427776,-72.887886,C-17A Globemaster,67,497,
ae1449,RCH045,2025-05-24 17:30:30.771895,7376,11525,33.50959,-116.910843,C-17A Globemaster,301,338,
ae145b,RCH813,2025-05-24 17:30:30.771916,3547,37000,37.983238,-102.292374,C-17A Globemaster,100,496,
c2b3d7,CFC4069,2025-05-24 17:30:30.771926,1774,37000,48.431992,-89.879433,C-17A Globemaster,111,466,245
ae10b5,RCH811,2025-05-24 17:30:30.771933,5631,30000,40.494392,-77.724297,C-17A Globemaster,340,410,
ae4d67,RCH839,2025-05-24 17:30:30.771940,775,29000,40.478535,-72.725876,C-17A Globemaster,67,470,
ae1449,RCH045,2025-05-24 17:31:31.068202,7376,10400,33.556435,-116.998703,C-17A Globemaster,304,284,
ae145b,RCH813,2025-05-24 17:31:31.068218,3547,36975,37.950809,-102.09684,C-17A Globemaster,103,505,
c2b3d7,CFC4069,2025-05-24 17:31:31.068226,1774,37000,48.384888,-89.697662,C-17A Globemaster,111,465,244
ae10b5,RCH811,2025-05-24 17:31:31.068231,5631,30000,40.611801,-77.772339,C-17A Globemaster,343,425,
ae4d67,RCH839,2025-05-24 17:31:31.068238,775,29050,40.52887,-72.568726,C-17A Globemaster,67,480,
ae1449,RCH045,2025-05-24 17:32:31.451752,7376,8900,33.607838,-117.065933,C-17A Globemaster,330,294,
ae145b,RCH813,2025-05-24 17:32:31.451772,3547,37000,37.929256,-101.952499,C-17A Globemaster,99,500,
c2b3d7,CFC4069,2025-05-24 17:32:31.451781,1774,37000,48.337372,-89.515472,C-17A Globemaster,111,465,244
ae10b5,RCH811,2025-05-24 17:32:31.451788,5631,29975,40.724766,-77.815262,C-17A Globemaster,343,411,
ae4d67,RCH839,2025-05-24 17:32:31.451794,775,29675,40.580498,-72.40126,C-17A Globemaster,68,486,
ae1449,RCH045,2025-05-24 17:33:31.764830,7376,8525,33.677322,-117.113525,C-17A Globemaster,329,296,
ae145b,RCH813,2025-05-24 17:33:31.764846,3547,37000,37.8978,-101.763725,C-17A Globemaster,104,496,
c2b3d7,CFC4069,2025-05-24 17:33:31.764853,1774,37000,48.290131,-89.336174,C-17A Globemaster,111,464,245
ae10b5,RCH811,2025-05-24 17:33:31.764858,5631,30000,40.829586,-77.859978,C-17A Globemaster,342,388,
ae4d67,RCH839,2025-05-24 17:33:31.764866,775,30025,40.629818,-72.238152,C-17A Globemaster,68,486,
ae1449,RCH045,2025-05-24 17:34:32.148904,7376,7375,33.737553,-117.15696,C-17A Globemaster,331,162,
ae145b,RCH813,2025-05-24 17:34:32.148923,3547,37000,37.86882,-101.601471,C-17A Globemaster,100,488,
c2b3d7,CFC4069,2025-05-24 17:34:32.148933,1774,37000,48.242065,-89.155106,C-17A Globemaster,111,465,245
ae10b5,RCH811,2025-05-24 17:34:32.148939,5631,30000,40.941143,-77.903175,C-17A Globemaster,343,409,
ae4d67,RCH839,2025-05-24 17:34:32.148945,775,30725,40.675884,-72.090118,C-17A Globemaster,69,477,
ae1449,RCH045,2025-05-24 17:35:32.536001,7376,4550,33.783146,-117.1894,C-17A Globemaster,329,195,
ae145b,RCH813,2025-05-24 17:35:32.536019,3547,37000,37.839947,-101.400604,C-17A Globemaster,100,510,
c2b3d7,CFC4069,2025-05-24 17:35:32.536028,1774,37000,48.193726,-88.97419,C-17A Globemaster,111,464,244
ae10b5,RCH811,2025-05-24 17:35:32.536034,5631,30000,41.056606,-77.95015,C-17A Globemaster,344,424,
ae4d67,RCH839,2025-05-24 17:35:32.536040,775,31000,40.728268,-71.916229,C-17A Globemaster,68,482,
ae1449,RCH045,2025-05-24 17:36:32.981213,7376,2750,33.827446,-117.221481,C-17A Globemaster,333,163,
ae145b,RCH813,2025-05-24 17:36:32.981232,3547,37000,37.814938,-101.244385,C-17A Globemaster,103,486,
c2b3d7,CFC4069,2025-05-24 17:36:32.981241,1774,37000,48.145256,-88.794601,C-17A Globemaster,112,463,244
ae10b5,RCH811,2025-05-24 17:36:32.981247,5631,30000,41.163704,-77.992912,C-17A Globemaster,344,419,
ae4d67,RCH839,2025-05-24 17:36:32.981253,775,31000,40.780182,-71.743996,C-17A Globemaster,68,486,
ae1449,RCH045,2025-05-24 17:37:33.454868,7376,1800,33.855301,-117.24073,C-17A Globemaster,330,96,
ae145b,RCH813,2025-05-24 17:37:33.454887,3547,37000,37.783512,-101.063812,C-17A Globemaster,101,501,
c2b3d7,CFC4069,2025-05-24 17:37:33.454897,1774,37000,48.097073,-88.616638,C-17A Globemaster,112,465,245
ae10b5,RCH811,2025-05-24 17:37:33.454903,5631,30000,41.279549,-78.041267,C-17A Globemaster,344,426,
ae4d67,RCH839,2025-05-24 17:37:33.454909,775,31000,40.828823,-71.581001,C-17A Globemaster,69,483,
ae145b,RCH813,2025-05-24 17:38:33.795632,3547,36975,37.753544,-100.886238,C-17A Globemaster,102,492,
c2b3d7,CFC4069,2025-05-24 17:38:33.795652,1774,37000,48.047791,-88.436577,C-17A Globemaster,112,462,244
ae10b5,RCH811,2025-05-24 17:38:33.795659,5631,30000,41.392536,-78.087708,C-17A Globemaster,343,404,
ae4d67,RCH839,2025-05-24 17:38:33.795666,775,31000,40.877808,-71.434753,C-17A Globemaster,69,487,
ae145b,RCH813,2025-05-24 17:39:34.142688,3547,37000,37.726868,-100.726089,C-17A Globemaster,103,507,
c2b3d7,CFC4069,2025-05-24 17:39:34.142709,1774,37000,47.999268,-88.260849,C-17A Globemaster,112,460,244
ae10b5,RCH811,2025-05-24 17:39:34.142717,5631,30000,41.496223,-78.130203,C-17A Globemaster,344,419,
ae4d67,RCH839,2025-05-24 17:39:34.142723,775,31000,40.944324,-71.265434,C-17A Globemaster,49,476,
ae145b,RCH813,2025-05-24 17:40:34.506335,3547,37000,37.695831,-100.554443,C-17A Globemaster,104,509,
c2b3d7,CFC4069,2025-05-24 17:40:34.506355,1774,37000,47.949646,-88.082405,C-17A Globemaster,112,461,244
ae10b5,RCH811,2025-05-24 17:40:34.506363,5631,30000,41.612667,-78.179382,C-17A Globemaster,342,407,
ae4d67,RCH839,2025-05-24 17:40:34.506371,775,31000,41.018684,-71.130882,C-17A Globemaster,55,463,
ae145b,RCH813,2025-05-24 17:41:34.846793,3547,37000,37.664688,-100.387619,C-17A Globemaster,102,522,
c2b3d7,CFC4069,2025-05-24 17:41:34.846812,1774,37000,47.90007,-87.905045,C-17A Globemaster,112,460,
ae10b5,RCH811,2025-05-24 17:41:34.846819,5631,30000,41.726112,-78.225906,C-17A Globemaster,341,420,
ae4d67,RCH839,2025-05-24 17:41:34.846825,775,31000,41.095169,-70.988922,C-17A Globemaster,55,469,
ae145b,RCH813,2025-05-24 17:42:35.185647,3547,37000,37.636635,-100.203026,C-17A Globemaster,102,517,
c2b3d7,CFC4069,2025-05-24 17:42:35.185665,1774,37000,47.850632,-87.729538,C-17A Globemaster,112,462,
ae10b5,RCH811,2025-05-24 17:42:35.185671,5631,30000,41.826469,-78.267738,C-17A Globemaster,344,431,
ae4d67,RCH839,2025-05-24 17:42:35.185676,775,31000,41.178944,-70.840195,C-17A Globemaster,54,481,
ae145b,RCH813,2025-05-24 17:43:35.506105,3547,37000,37.603409,-100.033989,C-17A Globemaster,102,518,
c2b3d7,CFC4069,2025-05-24 17:43:35.506123,1774,37000,47.800552,-87.553001,C-17A Globemaster,112,463,
