hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae4f12,2026-08-20 00:42:21.192275,RCH177,10-0218,7245,32000,59.454117,-165.256256,C-17A Globemaster,230,503,,False,adsb_icao
ae0270,2026-08-20 00:42:21.192300,UNK C/S,63-8038,4261,25025,21.820223,-158.27475,KC-135R Stratotanker,100,647,-7,False,mlat
ae07d9,2026-08-20 00:42:21.192322,TOGO41,93-0599,1334,1450,61.246628,-150.169769,C-17A Globemaster,102,181,0,False,adsb_icao
af63c1,2026-08-20 00:42:21.192331,UNK C/S,,5501,19000,38.352314,-124.959129,E-6B TACAMO,194,228,0,False,mlat
ae117d,2026-08-20 00:42:21.192338,HUSKY91,02-1111,4723,15875,45.591213,-123.249809,C-17A Globemaster,246,400,0,False,mlat
ae1459,2026-08-20 00:42:21.192342,BLINR57,06-6155,3345,18175,38.17395,-122.774368,C-17A Globemaster,82,433,-2048,False,adsb_icao
ae0365,2026-08-20 00:42:21.192352,RATS31,61-0314,7373,25800,34.864765,-118.888023,KC-135R Stratotanker,109,453,-1574,False,mlat
ae080c,2026-08-20 00:42:21.192357,COHO89,99-0166,0334,12875,47.691185,-118.226906,C-17A Globemaster,77,264,0,False,adsb_icao
ae0593,2026-08-20 00:42:21.192363,UNK C/S,58-0113,0436,7900,47.764538,-117.830376,KC-135R Stratotanker,250,352,0,False,mlat
ae0162,2026-08-20 00:42:21.192367,UNK C/S,63-8022,0435,8400,47.782055,-117.799332,KC-135R Stratotanker,205,283,-75,False,mlat
ae1232,2026-08-20 00:42:21.192373,ARRIS79,03-3121,0025,7525,35.350159,-117.668724,C-17A Globemaster,176,321,,False,adsb_icao
ae07aa,2026-08-20 00:42:21.192378,UNK C/S,59-1520,6552,3850,47.652912,-117.664848,KC-135R Stratotanker,95,182,37,False,mlat
ae144e,2026-08-20 00:42:21.192383,SLAM85,05-5144,4760,8500,34.077988,-117.278099,C-17A Globemaster,160,272,192,False,adsb_icao
ae01cb,2026-08-20 00:42:21.192392,HOOVR35,62-4135,2431,34000,38.53841,-113.536804,RC-135 Rivet Joint,247,427,256,False,adsb_icao
afead2,2026-08-20 00:42:21.192398,SNAP34,23-46117,7733,37275,35.08942,-108.27388,KC-46A Pegasus,67,433,-1152,False,mlat
ae5faa,2026-08-20 00:42:21.192418,KANZA45,19-46063,1752,3550,37.407352,-97.215675,KC-46A Pegasus,226,272,-1019,False,mlat
ae01ca,2026-08-20 00:42:21.192427,TOPCT92,63-9792,2637,1050,41.112396,-95.897278,RC-135 Rivet Joint,309,159,-1024,False,adsb_icao
ae63ba,2026-08-20 00:42:21.192434,TOGA79,20-46078,1757,5000,38.459518,-89.953484,KC-46A Pegasus,265,257,802,False,mlat
ae0572,2026-08-20 00:42:21.192442,RCH2107,86-0021,3742,30025,41.703262,-87.877296,C-5M Galaxy,282,388,75,False,mlat
ae0812,2026-08-20 00:42:21.192453,RCH648,00-0176,0733,35000,39.159695,-81.375122,C-17A Globemaster,78,503,0,False,adsb_icao
ae10bc,2026-08-20 00:42:21.192457,RCH291,01-0193,5765,35000,36.106167,-80.157959,C-17A Globemaster,54,478,0,False,mlat
c2afc7,2026-08-20 00:42:21.192475,CFC3603,177702,1605,36000,39.914585,-72.90155,C-17A Globemaster,321,406,64,False,adsb_icao
ae0818,2026-08-20 00:42:21.192481,RCH748,00-0182,0721,3125,44.949455,-69.014351,C-17A Globemaster,147,258,-65,False,mlat
ae080b,2026-08-20 00:42:21.192485,RCH209,99-0165,3511,33000,45.038376,-68.100594,C-17A Globemaster,41,544,0,False,mlat
ae5f99,2026-08-20 00:42:21.192489,ARRIS33,18-46046,5567,25000,44.000851,-67.506737,KC-46A Pegasus,240,316,0,False,adsb_icao
ae10b5,2026-08-20 00:42:21.192495,MOOSE82,01-0186,7642,20800,50.044647,7.991582,C-17A Globemaster,88,482,1376,False,mlat
ae07f4,2026-08-20 00:42:21.192499,RCH253,97-0042,0207,34000,37.992584,8.442635,C-17A Globemaster,271,437,-32,False,adsb_icao
ae20c4,2026-08-20 00:42:21.192503,RCH148,07-7183,5207,34000,41.142368,23.880621,C-17A Globemaster,344,434,0,False,mlat
ae2fb0,2026-08-20 00:42:21.192507,RCH233,08-8204,7437,31000,41.421608,24.184746,C-17A Globemaster,154,474,0,False,mlat
ae146e,2026-08-20 00:42:21.192511,MOOSE96,07-7176,0737,34000,38.718056,24.826563,C-17A Globemaster,343,438,0,False,mlat
ae0263,2026-08-20 00:42:21.192515,UNK C/S,61-0324,5326,19025,30.894779,35.708767,KC-135R Stratotanker,82,426,32,False,mlat
ae013e,2026-08-20 00:42:21.192519,UNK C/S,63-7981,3427,20075,24.59557,57.695236,KC-135R Stratotanker,109,364,32,False,mode_s
ae080e,2026-08-20 00:42:21.192524,RCH160,99-0168,1736,28950,34.653584,137.16008,C-17A Globemaster,228,454,738,False,mlat
ae0859,2026-08-20 00:42:21.192535,UNK C/S,59-1506,Unavailable,2750,41.8,-95.6,KC-135R Stratotanker,,,,False,mode_s
ae5bc2,2026-08-20 00:42:21.192540,KROME11,16-46017,Unavailable,27925,46.7,-105.4,KC-46A Pegasus,,,,False,mode_s
ae5f97,2026-08-20 00:42:21.192547,UNK C/S,18-46044,0456,16000,25.8,57.0,KC-46A Pegasus,,,,False,mode_s
ae4f12,2026-08-20 00:43:21.391694,RCH177,10-0218,7245,32000,59.368103,-165.461609,C-17A Globemaster,230,500,,False,adsb_icao
ae0270,2026-08-20 00:43:21.391717,UNK C/S,63-8038,4261,25025,21.820564,-158.145676,KC-135R Stratotanker,65,349,0,False,mlat
ae07d9,2026-08-20 00:43:21.391729,TOGO41,93-0599,1334,1425,61.235977,-150.068863,C-17A Globemaster,103,167,64,False,adsb_icao
af63c1,2026-08-20 00:43:21.391736,UNK C/S,,5501,19000,38.295044,-124.982445,E-6B TACAMO,201,229,0,False,mlat
ae117d,2026-08-20 00:43:21.391742,HUSKY91,02-1111,4723,15875,45.549816,-123.392792,C-17A Globemaster,247,387,0,False,mlat
ae1459,2026-08-20 00:43:21.391747,BLINR57,06-6155,3345,16175,38.187881,-122.624664,C-17A Globemaster,83,422,-2176,False,adsb_icao
ae0365,2026-08-20 00:43:21.391757,RATS31,61-0314,7373,24550,34.824203,-118.746002,KC-135R Stratotanker,107,426,-1175,False,mlat
ae080c,2026-08-20 00:43:21.391763,COHO89,99-0166,0334,12875,47.659058,-118.144707,C-17A Globemaster,163,245,-448,False,adsb_icao
ae0593,2026-08-20 00:43:21.391769,UNK C/S,58-0113,0436,7900,47.807865,-117.916824,KC-135R Stratotanker,345,369,0,False,mlat
ae0162,2026-08-20 00:43:21.391773,UNK C/S,63-8022,0435,8400,47.782681,-117.896286,KC-135R Stratotanker,323,379,37,False,mlat
ae1232,2026-08-20 00:43:21.391778,ARRIS79,03-3121,0025,9650,35.254383,-117.660767,C-17A Globemaster,176,359,,False,adsb_icao
ae07aa,2026-08-20 00:43:21.391784,UNK C/S,59-1520,6552,3675,47.667477,-117.592255,KC-135R Stratotanker,78,167,-597,False,mlat
ae144e,2026-08-20 00:43:21.391789,SLAM85,05-5144,4760,8525,34.008087,-117.242004,C-17A Globemaster,154,263,64,False,adsb_icao
ae01cb,2026-08-20 00:43:21.391798,HOOVR35,62-4135,2431,34025,38.492477,-113.676254,RC-135 Rivet Joint,247,424,256,False,adsb_icao
afead2,2026-08-20 00:43:21.391803,SNAP34,23-46117,7733,37000,35.127602,-108.143417,KC-46A Pegasus,68,438,0,False,mlat
ae5faa,2026-08-20 00:43:21.391825,KANZA45,19-46063,1752,3025,37.412537,-97.294907,KC-46A Pegasus,296,226,82,False,mlat
ae01ca,2026-08-20 00:43:21.391834,TOPCT92,63-9792,2637,2000,41.140823,-95.949707,RC-135 Rivet Joint,287,197,1216,False,adsb_icao
ae63ba,2026-08-20 00:43:21.391842,TOGA79,20-46078,1757,7600,38.44381,-90.039314,KC-46A Pegasus,258,273,3909,False,mlat
ae0572,2026-08-20 00:43:21.391850,RCH2107,86-0021,3742,30000,41.727528,-88.016571,C-5M Galaxy,282,409,0,False,mlat
ae0812,2026-08-20 00:43:21.391863,RCH648,00-0176,0733,35000,39.186859,-81.199417,C-17A Globemaster,78,503,0,False,adsb_icao
ae10bc,2026-08-20 00:43:21.391867,RCH291,01-0193,5765,35000,36.179653,-80.035255,C-17A Globemaster,56,468,0,False,mlat
c2afc7,2026-08-20 00:43:21.391886,CFC3603,177702,1605,36000,40.001595,-72.992538,C-17A Globemaster,321,401,-64,False,adsb_icao
ae0818,2026-08-20 00:43:21.391893,RCH748,00-0182,0721,2650,44.902428,-68.967461,C-17A Globemaster,125,181,-615,False,mlat
ae080b,2026-08-20 00:43:21.391897,RCH209,99-0165,3511,33000,45.144764,-67.9729,C-17A Globemaster,40,537,0,False,mlat
ae5f99,2026-08-20 00:43:21.391901,ARRIS33,18-46046,5567,25000,43.957214,-67.612099,KC-46A Pegasus,240,314,0,False,adsb_icao
ae10b5,2026-08-20 00:43:21.391909,MOOSE82,01-0186,7642,22000,50.048035,8.194121,C-17A Globemaster,88,492,1312,False,mlat
ae07f4,2026-08-20 00:43:21.391914,RCH253,97-0042,0207,34000,37.994911,8.288767,C-17A Globemaster,270,440,0,False,adsb_icao
ae20c4,2026-08-20 00:43:21.391918,RCH148,07-7183,5207,34000,41.255199,23.833794,C-17A Globemaster,342,414,0,False,mlat
