hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae1453,2026-08-11 00:59:14.265256,TIGER11,05-5149,1200,975,20.317211,-156.443222,C-17A Globemaster,124,223,-64,False,adsb_icao
ae01d7,2026-08-11 00:59:14.265290,COBRA28,62-4128,3474,35050,60.431671,-146.156326,RC-135 Rivet Joint,102,459,-192,False,adsb_icao
ae051a,2026-08-11 00:59:14.265303,RCH1812,68-0213,4511,7050,37.350391,-121.478355,C-5M Galaxy,203,223,0,False,mlat
ae0365,2026-08-11 00:59:14.265311,UNK C/S,61-0314,1324,27000,34.804966,-119.483139,KC-135R Stratotanker,96,345,0,False,mlat
ae4d6a,2026-08-11 00:59:14.265323,RCH136,10-0217,1365,36000,38.234814,-106.231911,C-17A Globemaster,275,434,0,False,mlat
ae066d,2026-08-11 00:59:14.265351,RCH593,62-3565,0531,33000,37.562412,-93.938423,KC-135R Stratotanker,54,486,0,False,mlat
adfeb5,2026-08-11 00:59:14.265356,UNK C/S,74-0787,1526,29975,37.419003,-93.370628,E-4B Nightwatch,339,503,75,False,mlat
ae63b1,2026-08-11 00:59:14.265364,SABRE46,15-46069,0664,37000,39.197617,-89.006218,KC-46A Pegasus,57,500,0,False,adsb_icao
ae145f,2026-08-11 00:59:14.265379,RCH337,06-6161,4072,32000,38.307278,-84.812363,C-17A Globemaster,252,416,0,False,adsb_icao
ae0812,2026-08-11 00:59:14.265384,RCH741,00-0176,1525,29000,36.209564,-82.972694,C-17A Globemaster,81,483,0,False,adsb_icao
ae10bf,2026-08-11 00:59:14.265391,RCH586,01-0196,1522,33000,37.389732,-78.547531,C-17A Globemaster,84,479,64,False,adsb_icao
ae119c,2026-08-11 00:59:14.265395,RCH451,03-3119,1533,33000,45.591789,-76.878838,C-17A Globemaster,74,546,-75,False,mlat
ae0585,2026-08-11 00:59:14.265400,JUMBO09,87-0040,1722,8475,39.945358,-75.386124,C-5M Galaxy,155,287,-640,False,adsb_icao
ae2fac,2026-08-11 00:59:14.265404,RCH740,08-8200,1540,4950,39.863163,-74.477943,C-17A Globemaster,157,293,1153,False,mlat
ae1179,2026-08-11 00:59:14.265410,RCH335,02-1107,0613,31075,48.030972,-57.007915,C-17A Globemaster,61,503,-1248,False,adsb_icao
ae123b,2026-08-11 00:59:14.265414,MCFAMC,04-4130,Unavailable,33000,52.482548,-43.134212,C-17A Globemaster,71,,,False,adsc
ae1171,2026-08-11 00:59:14.265417,MCFAMC,02-1099,Unavailable,30008,53.896351,-40.67585,C-17A Globemaster,277,,,False,adsc
ae4d66,2026-08-11 00:59:14.265423,RCH796,10-0213,2310,38000,43.402023,2.655735,C-17A Globemaster,63,503,0,False,mlat
706216,2026-08-11 00:59:14.265427,KAF3201,KAF343,5522,34000,42.660656,10.274325,C-17A Globemaster,307,429,-64,False,adsb_icao
ae07ec,2026-08-11 00:59:14.265431,RCH311,96-0002,2065,1450,45.97348,12.50559,C-17A Globemaster,47,135,-576,False,adsb_icao
ae20c4,2026-08-11 00:59:14.265434,RCH465,07-7183,7656,31000,49.196411,15.340406,C-17A Globemaster,110,503,0,False,mlat
ae1468,2026-08-11 00:59:14.265438,MOOSE45,07-7170,7660,29000,49.033684,16.042126,C-17A Globemaster,110,508,0,False,mlat
ae145c,2026-08-11 00:59:14.265442,RCH550,06-6158,7647,29000,48.52372,17.6812,C-17A Globemaster,135,505,0,False,mlat
ae0677,2026-08-11 00:59:14.265445,RCH421,00-0172,2202,38000,47.457706,20.349373,C-17A Globemaster,313,411,0,False,mlat
ae0500,2026-08-11 00:59:14.265450,UNK C/S,59-1495,5304,1125,31.977337,34.941605,KC-135R Stratotanker,300,146,-768,False,mlat
ae0385,2026-08-11 00:59:14.265453,UNK C/S,59-1467,6573,21000,30.408497,35.454567,KC-135R Stratotanker,315,460,0,False,mode_s
ae146f,2026-08-11 00:59:14.265460,RCH407,07-7177,1140,34000,35.7,22.9,C-17A Globemaster,337,460,-64,False,mode_s
ae015f,2026-08-11 00:59:14.265469,RCH406,58-0119,3453,34775,42.8,-69.3,KC-135R Stratotanker,,,,False,mode_s
ae11dc,2026-08-11 00:59:14.265473,UNK C/S,76-1605,5157,29950,25.9,48.7,E-3G AWACS,,,,False,mode_s
ae07cf,2026-08-11 00:59:14.265477,RCH303,89-1191,7211,30000,37.9,25.8,C-17A Globemaster,338,466,-64,False,mode_s
ae1454,2026-08-11 00:59:14.265483,UNK C/S,05-5150,2615,36000,22.0,-155.2,C-17A Globemaster,,,,False,mode_s
ae01d2,2026-08-11 00:59:14.265488,COBRA25,62-4125,Unavailable,33050,59.1,-143.8,RC-135 Rivet Joint,,,,False,mode_s
ae1453,2026-08-11 01:00:14.549283,TIGER11,05-5149,1200,1400,20.282776,-156.390427,C-17A Globemaster,124,220,320,False,adsb_icao
ae01d7,2026-08-11 01:00:14.549308,COBRA28,62-4128,3474,35025,60.402969,-145.901474,RC-135 Rivet Joint,103,470,-192,False,adsb_icao
ae051a,2026-08-11 01:00:14.549319,RCH1812,68-0213,4511,6150,37.29768,-121.523476,C-5M Galaxy,214,219,-1096,False,mlat
ae0365,2026-08-11 01:00:14.549327,UNK C/S,61-0314,1324,27000,34.789368,-119.334564,KC-135R Stratotanker,99,417,0,False,mlat
ae4d6a,2026-08-11 01:00:14.549341,RCH136,10-0217,1365,36000,38.242001,-106.38829,C-17A Globemaster,276,450,0,False,mlat
ae066d,2026-08-11 01:00:14.549375,RCH593,62-3565,0531,33000,37.641281,-93.796654,KC-135R Stratotanker,56,502,0,False,mlat
adfeb5,2026-08-11 01:00:14.549380,UNK C/S,74-0787,1526,30000,37.541977,-93.44416,E-4B Nightwatch,334,463,0,False,mlat
ae63b1,2026-08-11 01:00:14.549389,SABRE46,15-46069,0664,37000,39.27235,-88.855103,KC-46A Pegasus,57,501,0,False,adsb_icao
ae145f,2026-08-11 01:00:14.549406,RCH337,06-6161,4072,32000,38.273342,-84.951424,C-17A Globemaster,252,415,0,False,adsb_icao
ae0812,2026-08-11 01:00:14.549412,RCH741,00-0176,1525,29000,36.229523,-82.808876,C-17A Globemaster,81,485,0,False,adsb_icao
ae10bf,2026-08-11 01:00:14.549419,RCH586,01-0196,1522,32975,37.402863,-78.381363,C-17A Globemaster,84,478,0,False,adsb_icao
ae119c,2026-08-11 01:00:14.549424,RCH451,03-3119,1533,32975,45.640915,-76.685852,C-17A Globemaster,70,514,-73,False,mlat
ae0585,2026-08-11 01:00:14.549429,JUMBO09,87-0040,1722,6900,39.872318,-75.342834,C-5M Galaxy,155,286,-1536,False,adsb_icao
ae2fac,2026-08-11 01:00:14.549434,RCH740,08-8200,1540,6250,39.789154,-74.43251,C-17A Globemaster,155,286,1656,False,mlat
ae1179,2026-08-11 01:00:14.549441,RCH335,02-1107,0613,29850,48.103546,-56.82946,C-17A Globemaster,52,501,-1248,False,adsb_icao
ae123b,2026-08-11 01:00:14.549445,MCFAMC,04-4130,Unavailable,33000,52.482548,-43.134212,C-17A Globemaster,71,,,False,adsc
ae1171,2026-08-11 01:00:14.549450,MCFAMC,02-1099,Unavailable,30008,53.896351,-40.67585,C-17A Globemaster,277,,,False,adsc
ae4d66,2026-08-11 01:00:14.549456,RCH796,10-0213,2310,38000,43.466381,2.83543,C-17A Globemaster,62,520,0,False,mlat
706216,2026-08-11 01:00:14.549461,KAF3201,KAF343,5522,34000,42.732998,10.145874,C-17A Globemaster,307,431,-64,False,adsb_icao
ae07ec,2026-08-11 01:00:14.549465,RCH311,96-0002,2065,850,45.998978,12.545717,C-17A Globemaster,47,133,-640,False,adsb_icao
ae20c4,2026-08-11 01:00:14.549469,RCH465,07-7183,7656,31000,49.151779,15.534287,C-17A Globemaster,109,502,0,False,mlat
ae1468,2026-08-11 01:00:14.549473,MOOSE45,07-7170,7660,29000,48.985924,16.245562,C-17A Globemaster,108,503,0,False,mlat
ae145c,2026-08-11 01:00:14.549478,RCH550,06-6158,7647,29000,48.42622,17.828054,C-17A Globemaster,132,496,0,False,mlat
ae0677,2026-08-11 01:00:14.549482,RCH421,00-0172,2202,38000,47.537056,20.227562,C-17A Globemaster,328,393,0,False,mlat
ae0500,2026-08-11 01:00:14.549488,UNK C/S,59-1495,5304,325,31.999125,34.895218,KC-135R Stratotanker,301,154,-896,False,mlat
ae0385,2026-08-11 01:00:14.549492,UNK C/S,59-1467,6573,21000,31.842894,34.965878,KC-135R Stratotanker,309,458,160,False,mlat
ae146f,2026-08-11 01:00:14.549499,RCH407,07-7177,1140,34000,37.2,25.7,C-17A Globemaster,337,460,-32,False,mode_s
ae015f,2026-08-11 01:00:14.549509,RCH406,58-0119,3453,33875,42.8,-68.9,KC-135R Stratotanker,,,,False,mode_s
ae11dc,2026-08-11 01:00:14.549513,UNK C/S,76-1605,5157,29950,26.2,48.5,E-3G AWACS,,,,False,mode_s
ae07cf,2026-08-11 01:00:14.549518,RCH303,89-1191,7211,30000,37.9,25.8,C-17A Globemaster,338,464,32,False,mode_s
ae1454,2026-08-11 01:00:14.549526,UNK C/S,05-5150,2615,36000,22.0,-155.2,C-17A Globemaster,,,,False,mode_s
ae01d2,2026-08-11 01:00:14.549530,COBRA25,62-4125,Unavailable,33025,58.5,-141.4,RC-135 Rivet Joint,,,,False,mode_s
ae1453,2026-08-11 01:01:14.869549,TIGER11,05-5149,1200,1425,20.247116,-156.334518,C-17A Globemaster,124,226,64,False,adsb_icao
ae01d7,2026-08-11 01:01:14.869591,COBRA28,62-4128,3474,35025,60.3722,-145.642914,RC-135 Rivet Joint,103,475,-320,False,adsb_icao
ae051a,2026-08-11 01:01:14.869603,RCH1812,68-0213,4511,6100,37.247318,-121.566666,C-5M Galaxy,215,212,0,False,mlat
ae0365,2026-08-11 01:01:14.869609,UNK C/S,61-0314,1324,27000,34.773144,-119.194756,KC-135R Stratotanker,90,419,0,False,mlat
ae4d6a,2026-08-11 01:01:14.869622,RCH136,10-0217,1365,36000,38.248425,-106.537125,C-17A Globemaster,273,442,0,False,mlat
ae066d,2026-08-11 01:01:14.869653,RCH593,62-3565,0531,33000,37.721046,-93.653435,KC-135R Stratotanker,54,498,0,False,mlat
adfeb5,2026-08-11 01:01:14.869660,UNK C/S,74-0787,1526,30000,37.67099,-93.519127,E-4B Nightwatch,335,534,0,False,mlat
ae63b1,2026-08-11 01:01:14.869671,SABRE46,15-46069,0664,37025,39.347443,-88.702332,KC-46A Pegasus,57,502,0,False,adsb_icao
ae145f,2026-08-11 01:01:14.869687,RCH337,06-6161,4072,32000,38.239059,-85.093437,C-17A Globemaster,252,415,0,False,adsb_icao
ae0812,2026-08-11 01:01:14.869692,RCH741,00-0176,1525,29000,36.249577,-82.642723,C-17A Globemaster,81,485,0,False,adsb_icao
ae10bf,2026-08-11 01:01:14.869701,RCH586,01-0196,1522,33000,37.415897,-78.214714,C-17A Globemaster,84,483,64,False,adsb_icao
ae119c,2026-08-11 01:01:14.869706,RCH451,03-3119,1533,32975,45.692135,-76.484978,C-17A Globemaster,69,520,-75,False,mlat
ae0585,2026-08-11 01:01:14.869710,JUMBO09,87-0040,1722,5950,39.801044,-75.298523,C-5M Galaxy,154,281,-832,False,adsb_icao
ae2fac,2026-08-11 01:01:14.869715,RCH740,08-8200,1540,7825,39.74292,-74.481773,C-17A Globemaster,267,284,1520,False,mlat
ae1179,2026-08-11 01:01:14.869722,RCH335,02-1107,0613,27875,48.186859,-56.660862,C-17A Globemaster,53,506,-2080,False,adsb_icao
ae123b,2026-08-11 01:01:14.869727,MCFAMC,04-4130,Unavailable,33000,52.482548,-43.134212,C-17A Globemaster,71,,,False,adsc
ae1171,2026-08-11 01:01:14.869731,MCFAMC,02-1099,Unavailable,30008,53.896351,-40.67585,C-17A Globemaster,277,,,False,adsc
ae4d66,2026-08-11 01:01:14.869738,RCH796,10-0213,2310,38025,43.532925,3.012897,C-17A Globemaster,61,509,24,False,mlat
706216,2026-08-11 01:01:14.869743,KAF3201,KAF343,4033,34000,42.804317,10.014932,C-17A Globemaster,299,427,-96,False,adsb_icao
ae07ec,2026-08-11 01:01:14.869747,RCH311,96-0002,2065,275,46.024155,12.585509,C-17A Globemaster,47,133,-640,False,adsb_icao
ae20c4,2026-08-11 01:01:14.869752,RCH465,07-7183,7656,31000,49.104103,15.741365,C-17A Globemaster,110,503,0,False,mlat
