hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae0270,2026-09-09 02:24:44.116552,UNK C/S,63-8038,3664,18900,20.735029,-158.053238,KC-135R Stratotanker,34,489,-2460,False,mlat
ae0365,2026-09-09 02:24:44.116591,UNK C/S,61-0314,1327,3950,47.639366,-117.600281,KC-135R Stratotanker,31,254,2221,False,mlat
ae07e2,2026-09-09 02:24:44.116601,SLAM78,94-0068,0135,2725,33.809914,-117.209015,C-17A Globemaster,330,132,-960,False,adsb_icao
ae2fd2,2026-09-09 02:24:44.116608,SCORE10,166502,3541,20000,34.796677,-116.957481,E-2 Hawkeye,259,291,64,False,adsb_icao
ae119c,2026-09-09 02:24:44.116614,RCH343,03-3119,1027,37000,34.781506,-115.218948,C-17A Globemaster,91,477,0,False,adsb_icao
ae057c,2026-09-09 02:24:44.116622,RCH2000,87-0031,3436,38000,38.472202,-109.259552,C-5M Galaxy,268,401,0,False,mlat
ae057e,2026-09-09 02:24:44.116628,CHILI55,87-0033,4533,2600,29.187262,-98.50988,C-5M Galaxy,342,211,-7,False,mlat
ae9208,2026-09-09 02:24:44.116634,UNK C/S,,6347,19000,37.511356,-97.819115,E-6B TACAMO,41,264,0,False,mlat
ae8b78,2026-09-09 02:24:44.116640,UNK C/S,,2610,7350,35.723095,-97.343666,E-6B TACAMO,220,273,-2382,False,mlat
adfeb6,2026-09-09 02:24:44.116649,GORDO43,75-0125,2471,29025,41.27652,-91.78035,E-4B Nightwatch,82,576,0,False,adsb_icao
ae07ea,2026-09-09 02:24:44.116667,VOLT16,95-0107,3164,14550,32.325775,-85.903229,C-17A Globemaster,89,319,2553,False,mlat
ae144d,2026-09-09 02:24:44.116674,RHINO76,05-5143,4241,3825,39.807266,-83.786514,C-17A Globemaster,34,281,-64,False,adsb_icao
ae07f6,2026-09-09 02:24:44.116679,RCH401,97-0044,6644,3500,38.408623,-81.991203,C-17A Globemaster,209,231,,False,adsb_icao
affd58,2026-09-09 02:24:44.116693,UNK C/S,,2372,15525,37.861088,-77.359055,E-6B TACAMO,76,321,-2972,False,mlat
ae07df,2026-09-09 02:24:44.116697,TEDDY30,94-0065,2332,26975,38.635799,-76.961975,C-17A Globemaster,67,506,-2904,False,mlat
ae1173,2026-09-09 02:24:44.116701,FAMUS73,02-1101,3401,19750,40.17897,-76.954468,C-17A Globemaster,95,469,0,False,adsb_icao
ae5ba9,2026-09-09 02:24:44.116707,GRYHK05,169062,4644,15775,38.358032,-75.540939,E-2 Hawkeye,184,323,192,False,adsb_icao
ae0568,2026-09-09 02:24:44.116712,RCH2067,86-0011,3661,2750,42.390518,-72.410233,C-5M Galaxy,116,216,0,False,mlat
ae04e4,2026-09-09 02:24:44.116720,UNK C/S,59-1469,5323,20025,30.978456,35.279308,KC-135R Stratotanker,143,417,-66,False,mlat
ae1178,2026-09-09 02:24:44.116725,MOOSE47,02-1106,3456,12975,29.609482,35.444958,C-17A Globemaster,269,296,-3264,False,adsb_icao
06a27d,2026-09-09 02:24:44.116729,LHOB241,A7-MAP,3301,34825,24.10318,47.348125,C-17A Globemaster,128,470,-896,False,adsb_icao
87cdf3,2026-09-09 02:24:44.116735,JF501,54-3615,3757,34000,26.254856,127.669426,KC-46A Pegasus,207,500,32,False,adsb_icao
87cc0a,2026-09-09 02:24:44.116742,FORTS61,07-3604,1400,11275,36.409855,141.440903,KC-46A Pegasus,265,364,192,False,adsb_icao
7cf9c4,2026-09-09 02:24:44.116748,ASY694,A41-212,4552,35000,-21.015564,148.152939,C-17A Globemaster,145,490,-32,False,adsb_icao
ae0422,2026-09-09 02:24:44.116755,UNK C/S,59-1499,Unavailable,1150,19.8,-158.1,KC-135R Stratotanker,,,,False,mode_s
ae63c7,2026-09-09 02:24:44.116761,UNK C/S,21-46091,3275,29025,25.8,54.8,KC-46A Pegasus,,,,False,mode_s
ae0381,2026-09-09 02:24:44.116766,UNK C/S,57-1506,6204,34000,42.6,144.4,KC-135R Stratotanker,223,344,0,False,mode_s
ae2fa6,2026-09-09 02:24:44.116770,RCH456,08-8194,3641,34000,30.5,34.4,C-17A Globemaster,,,,False,mode_s
aed555,2026-09-09 02:24:44.116774,UNK C/S,19-46110,0711,22000,25.7,55.3,KC-46A Pegasus,,,,False,mode_s
ae062d,2026-09-09 02:24:44.116777,UNK C/S,62-3571,3446,21000,25.8,54.7,KC-135R Stratotanker,123,430,32,False,mode_s
