hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae1453,2026-09-12 02:17:06.002706,MANU12,05-5149,1200,100,21.304276,-158.072937,C-17A Globemaster,55,119,0,False,adsb_icao
ae0506,2026-09-12 02:17:06.002735,UNK C/S,61-0293,4723,13575,33.400211,-118.47271,KC-135R Stratotanker,101,331,-1785,False,mlat
ae0479,2026-09-12 02:17:06.002742,UNK C/S,58-0061,2041,6100,33.883469,-117.07093,KC-135R Stratotanker,172,255,-714,False,mlat
ae144b,2026-09-12 02:17:06.002749,RCH402,05-5141,1374,36125,37.423985,-113.622238,C-17A Globemaster,11,441,1123,False,mlat
ae4f16,2026-09-12 02:17:06.002755,RCH447,10-0222,0567,31875,40.484138,-109.860748,C-17A Globemaster,104,489,1090,False,mlat
ae0813,2026-09-12 02:17:06.002759,BANNR61,00-0177,3414,36000,38.453781,-107.573921,C-17A Globemaster,270,395,0,False,mlat
ae0155,2026-09-12 02:17:06.002762,RCH5013,62-3507,7772,35000,37.982456,-107.526749,KC-135R Stratotanker,71,521,0,False,mlat
ae5fae,2026-09-12 02:17:06.002770,ATHNA69,15-46067,4641,4800,36.637459,-96.301285,KC-46A Pegasus,57,356,-1071,False,mlat
ae4f12,2026-09-12 02:17:06.002775,RCH3239,10-0218,0513,38000,30.485497,-94.75383,C-17A Globemaster,248,449,0,False,mlat
adfeb6,2026-09-12 02:17:06.002784,TALL68,75-0125,3676,31050,41.918159,-86.31266,E-4B Nightwatch,85,514,-26,False,mlat
ae20ca,2026-09-12 02:17:06.002788,TEDDY89,07-7189,2264,37000,37.31641,-85.702614,C-17A Globemaster,83,485,0,False,mlat
ae015f,2026-09-12 02:17:06.002793,SODA95,58-0119,2024,20975,37.196156,-84.769524,KC-135R Stratotanker,108,415,68,False,mlat
ae63b7,2026-09-12 02:17:06.002797,ATHNA47,20-46075,6623,3975,40.009964,-84.48468,KC-46A Pegasus,246,232,0,False,adsb_icao
ae11e7,2026-09-12 02:17:06.002803,SHUCK81,79-0001,2406,32000,41.395603,-82.863571,E-3G AWACS,246,431,-76,False,mlat
ae144e,2026-09-12 02:17:06.002807,RCH462,05-5144,5574,34025,16.861406,-82.638916,C-17A Globemaster,313,436,-64,False,adsb_icao
ae1173,2026-09-12 02:17:06.002814,RCH277,02-1101,2640,31000,49.047207,-79.180634,C-17A Globemaster,61,492,0,False,adsb_icao
