hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae145a,2026-09-24 02:43:34.207690,RCH410,06-6156,5776,37000,56.247757,-133.82637,C-17A Globemaster,132,452,0,False,adsb_icao
7cf86a,2026-09-24 02:43:34.207710,ASY776,A41-207,7724,33000,34.306393,-117.479385,C-17A Globemaster,48,442,0,False,adsb_icao
aec5d2,2026-09-24 02:43:34.207727,UNK C/S,,5266,2625,35.369324,-97.366394,E-6B TACAMO,118,198,1207,False,mlat
ae064d,2026-09-24 02:43:34.207731,OKIE03,58-0015,6260,25000,37.091518,-96.587395,KC-135R Stratotanker,107,370,0,False,mlat
ae041b,2026-09-24 02:43:34.207735,UNK C/S,164409,3263,24000,35.975658,-95.613503,E-6B TACAMO,326,307,0,False,mlat
ae0574,2026-09-24 02:43:34.207741,RCH4099,86-0023,1743,39000,32.554379,-89.383194,C-5M Galaxy,126,465,0,False,mlat
ae146c,2026-09-24 02:43:34.207754,FAMUS78,07-7174,0540,31000,27.457163,-80.427475,C-17A Globemaster,160,433,-1728,False,adsb_icao
ae07f0,2026-09-24 02:43:34.207758,DECOY04,96-0006,1200,2100,39.068825,-78.147827,C-17A Globemaster,70,220,,False,adsb_icao
ae062a,2026-09-24 02:43:34.207760,RCH251,58-0129,7414,27000,44.534855,-78.0252,KC-135R Stratotanker,59,410,0,False,mlat
aeb184,2026-09-24 02:43:34.207765,UNK C/S,,0525,25000,40.941875,-76.076233,E-6B TACAMO,153,314,0,False,mlat
ae07e4,2026-09-24 02:43:34.207769,RCH343,94-0070,2342,34275,38.021488,-75.592941,C-17A Globemaster,36,534,496,False,mlat
ae0580,2026-09-24 02:43:34.207774,JUMBO71,87-0035,5644,1400,42.103546,-72.615318,C-5M Galaxy,34,105,-832,False,adsb_icao
ae0582,2026-09-24 02:43:34.207776,RCH2021,87-0037,1316,26000,43.731174,-72.329102,C-5M Galaxy,301,450,1440,False,mlat
ae5fa1,2026-09-24 02:43:34.207780,NATN14,18-46054,3630,3425,43.004589,-70.921722,KC-46A Pegasus,328,243,-1169,False,mlat
ae117e,2026-09-24 02:43:34.207784,RCH279,02-1112,2201,4250,49.546249,7.933792,C-17A Globemaster,162,276,-1600,False,mlat
ae123a,2026-09-24 02:43:34.207786,MOOSE43,04-4128,2211,35975,49.214088,16.245358,C-17A Globemaster,292,423,2,False,mlat
ae07d4,2026-09-24 02:43:34.207789,RCH677,90-0535,7411,35000,39.355309,25.212097,C-17A Globemaster,160,491,0,False,adsb_icao
ae04cd,2026-09-24 02:43:34.207792,UNK C/S,62-3503,5363,15550,31.971937,34.301167,KC-135R Stratotanker,169,404,1973,False,mlat
ae5e12,2026-09-24 02:43:34.207795,OTBH,17-46037,3274,27525,25.229214,55.613708,KC-46A Pegasus,95,482,-75,False,mlat
ae01d6,2026-09-24 02:43:34.207799,UNK C/S,61-2663,3365,24000,33.469757,131.658096,RC-135 Rivet Joint,206,485,0,False,mlat
ae07df,2026-09-24 02:43:34.207807,RCH622,94-0065,6005,36000,37.2,26.8,C-17A Globemaster,,,,False,mode_s
af768f,2026-09-24 02:43:34.207811,UNK C/S,,1772,19000,43.5,-101.4,E-6B TACAMO,,,,False,mode_s
706216,2026-09-24 02:43:34.207813,KAF3227,KAF343,Unavailable,29000,24.8,46.5,C-17A Globemaster,,,,False,mode_s
ae574d,2026-09-24 02:43:34.207817,UNK C/S,19-46007,3273,21000,25.6,51.8,KC-46A Pegasus,,,,False,mode_s
ae49c3,2026-09-24 02:43:34.207820,UNK C/S,09-9207,Unavailable,Unavailable,31.1,34.1,C-17A Globemaster,,,,False,mode_s
ae20ca,2026-09-24 02:43:34.207823,VOLT74,07-7189,Unavailable,27950,37.7,-116.9,C-17A Globemaster,,,,False,mode_s
af8403,2026-09-24 02:43:34.207826,UNK C/S,22-46099,3272,11200,25.8,51.4,KC-46A Pegasus,,,,False,mode_s
ae080f,2026-09-24 02:43:34.207828,RCH199,99-0169,7435,33000,37.6,25.4,C-17A Globemaster,,,,False,mode_s
ae0159,2026-09-24 02:43:34.207832,UNK C/S,57-1512,3437,21975,33.7,35.9,KC-135R Stratotanker,,,,False,mode_s
ae056d,2026-09-24 02:43:34.207835,RCH2089,86-0016,4641,34000,21.1,-86.9,C-5M Galaxy,14,462,-64,False,mode_s
ae145a,2026-09-24 02:44:34.612052,RCH410,06-6156,5776,37000,56.162476,-133.657501,C-17A Globemaster,132,454,0,False,adsb_icao
7cf86a,2026-09-24 02:44:34.612071,ASY776,A41-207,7724,33000,34.388351,-117.368065,C-17A Globemaster,48,443,0,False,adsb_icao
aec5d2,2026-09-24 02:44:34.612098,UNK C/S,,5266,2775,35.39262,-97.326729,E-6B TACAMO,359,226,0,False,mlat
ae064d,2026-09-24 02:44:34.612103,OKIE03,58-0015,6260,25000,37.0616,-96.466324,KC-135R Stratotanker,107,370,0,False,mlat
ae041b,2026-09-24 02:44:34.612108,UNK C/S,164409,3263,24000,36.043488,-95.666679,E-6B TACAMO,327,298,0,False,mlat
ae0574,2026-09-24 02:44:34.612116,RCH4099,86-0023,1743,39000,32.469982,-89.249069,C-5M Galaxy,126,495,0,False,mlat
ae146c,2026-09-24 02:44:34.612138,FAMUS78,07-7174,0540,29325,27.340897,-80.381577,C-17A Globemaster,160,443,-1984,False,adsb_icao
ae07f0,2026-09-24 02:44:34.612143,DECOY04,96-0006,1200,2075,39.10025,-78.083115,C-17A Globemaster,22,223,,False,adsb_icao
ae062a,2026-09-24 02:44:34.612148,RCH251,58-0129,7414,27000,44.584824,-77.895035,KC-135R Stratotanker,59,410,0,False,mlat
aeb184,2026-09-24 02:44:34.612154,UNK C/S,,0525,25000,40.864845,-76.021194,E-6B TACAMO,153,316,0,False,mlat
