hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae0679,2026-07-05 01:12:18.602493,RCH348,00-0174,3364,34000,42.928921,-123.168968,C-17A Globemaster,349,469,0,False,mlat
ae4f13,2026-07-05 01:12:18.602518,FAMUS72,10-0219,3215,35000,41.941837,-91.622452,C-17A Globemaster,101,476,0,False,mlat
ae080c,2026-07-05 01:12:18.602532,FAMUS83,99-0166,3206,35000,39.361683,-88.032532,C-17A Globemaster,87,453,66,False,mlat
ae07fa,2026-07-05 01:12:18.602540,RCH1047,97-0048,3251,13950,38.742279,-84.308189,C-17A Globemaster,319,380,,False,adsb_icao
ae5e59,2026-07-05 01:12:18.602547,TRACR02,169083,6411,26475,38.944019,-77.070801,E-2 Hawkeye,238,208,-64,False,adsb_icao
ae5fae,2026-07-05 01:12:18.602555,ATHNA97,15-46067,6404,26100,37.963722,-76.302078,KC-46A Pegasus,59,477,,False,adsb_icao
ae10b9,2026-07-05 01:12:18.602561,GRIT58,01-0190,6417,16025,38.118027,-76.228111,C-17A Globemaster,343,339,-96,False,adsb_icao
ae63c3,2026-07-05 01:12:18.602565,CHAOS99,21-46087,6110,16250,38.099487,-76.226242,KC-46A Pegasus,353,341,,False,adsb_icao
ae059c,2026-07-05 01:12:18.602570,OILER17,60-0350,3044,16425,38.08255,-76.223557,KC-135R Stratotanker,12,359,64,False,adsb_icao
ae07b7,2026-07-05 01:12:18.602574,OILER76,62-3528,6474,18050,38.64669,-76.134399,KC-135R Stratotanker,272,342,0,False,adsb_icao
adfdf9,2026-07-05 01:12:18.602580,UNK C/S,92-9000,5074,10600,38.321812,-76.116798,AIR FORCE ONE,344,382,628,False,mlat
ae49c8,2026-07-05 01:12:18.602585,VOLT15,09-9212,6105,16025,38.657722,-75.991943,C-17A Globemaster,90,334,32,False,adsb_icao
ae63b8,2026-07-05 01:12:18.602590,ATHNA95,20-46076,6403,29050,38.34787,-75.983597,KC-46A Pegasus,303,354,,False,adsb_icao
ae5e10,2026-07-05 01:12:18.602594,CHAOS98,17-46035,6475,17050,38.818188,-75.742981,KC-46A Pegasus,139,327,,False,adsb_icao
ae0378,2026-07-05 01:12:18.602599,UNK C/S,62-3541,6406,23000,36.783623,-73.61705,KC-135R Stratotanker,89,410,0,False,adsb_icao
ae080f,2026-07-05 01:12:18.602604,RCH4133,99-0169,5626,29000,41.462063,-72.537941,C-17A Globemaster,50,474,0,False,mlat
ae1173,2026-07-05 01:12:18.602608,RCH4584,02-1101,3627,29000,40.410648,-71.207199,C-17A Globemaster,65,481,-64,False,adsb_icao
ae119b,2026-07-05 01:12:18.602614,RCH645,03-3118,2531,30000,55.930187,-10.009403,C-17A Globemaster,273,401,0,False,adsb_icao
4b8206,2026-07-05 01:12:18.602620,HVK2010,60-0325,5237,37025,42.294922,26.535915,KC-135R Stratotanker,176,502,160,False,mlat
4d03cb,2026-07-05 01:12:18.602624,NATO40,LX-N90453,1355,31000,42.914024,26.551422,E-3G AWACS,179,394,-192,False,mlat
ae11d6,2026-07-05 01:12:18.602630,UNK C/S,75-0556,3637,26050,24.155312,54.330196,E-3G AWACS,245,513,-7,False,mlat
ae63b5,2026-07-05 01:12:18.602635,FLYER46,20-46073,0464,22000,24.878016,57.653919,KC-46A Pegasus,,,0,False,mlat
4d03c0,2026-07-05 01:12:18.602641,NATO22,LX-N90442,4420,31025,43.5,24.6,E-3G AWACS,308,322,192,False,mode_s
ae0689,2026-07-05 01:12:18.602646,UNK C/S,61-0300,5351,21150,31.9,37.9,KC-135R Stratotanker,243,410,-1824,False,mode_s
ae146f,2026-07-05 01:12:18.602650,ROYAL24,07-7177,Unavailable,625,38.4,-75.4,C-17A Globemaster,,,,False,mode_s
ae1464,2026-07-05 01:12:18.602654,RCH445,06-6166,Unavailable,26275,47.0,-64.7,C-17A Globemaster,,,,False,mode_s
ae024d,2026-07-05 01:12:18.602659,UNK C/S,62-3506,1547,22100,24.7,53.9,KC-135R Stratotanker,,,0,False,mode_s
