hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae056b,2026-07-28 01:18:57.055527,RCH2149,86-0014,2606,10425,21.197588,-157.632843,C-5M Galaxy,100,307,1622,False,mlat
ae0261,2026-07-28 01:18:57.055558,UNK C/S,61-0310,6303,37000,39.94936,-118.637405,KC-135R Stratotanker,63,534,0,False,mlat
ae0570,2026-07-28 01:18:57.055567,RCH2067,86-0019,7652,900,32.68298,-117.219994,C-5M Galaxy,189,178,2144,False,mlat
ae0365,2026-07-28 01:18:57.055573,UNK C/S,61-0314,7735,4975,33.706001,-117.133789,KC-135R Stratotanker,335,190,-181,False,mlat
af37a5,2026-07-28 01:18:57.055579,BOE119,23-46119,4666,37025,46.488007,-116.067741,KC-46A Pegasus,315,472,0,False,adsb_icao
ae2fad,2026-07-28 01:18:57.055587,RCH4134,08-8201,1476,34025,44.815155,-106.826805,C-17A Globemaster,293,415,-64,False,adsb_icao
ae5e08,2026-07-28 01:18:57.055593,KANZA28,17-46027,2550,20950,37.720547,-99.15863,KC-46A Pegasus,56,428,-97,False,mlat
ae5e0c,2026-07-28 01:18:57.055597,KANZA29,17-46031,5715,20225,37.65921,-98.822311,KC-46A Pegasus,112,346,320,False,adsb_icao
ae5faa,2026-07-28 01:18:57.055609,RCH161,19-46063,2157,16075,37.843349,-96.796715,KC-46A Pegasus,49,351,2111,False,mlat
adfeb6,2026-07-28 01:18:57.055625,UNK C/S,75-0125,4066,11675,39.79892,-83.647697,E-4B Nightwatch,75,400,1591,False,mlat
ae1197,2026-07-28 01:18:57.055630,RCH3289,03-3114,4047,3100,42.568634,-83.08773,C-17A Globemaster,332,260,,False,adsb_icao
aedb56,2026-07-28 01:18:57.055639,GRYHK05,169881,5303,11200,37.098175,-77.545418,E-2 Hawkeye,99,252,192,False,adsb_icao
c2b3f5,2026-07-28 01:18:57.055643,BISN4,177704,0233,550,44.123608,-77.517441,C-17A Globemaster,230,130,,False,adsb_icao
ae07db,2026-07-28 01:18:57.055650,RCH732,93-0601,3556,32000,41.577393,-72.279678,C-17A Globemaster,212,468,,False,adsb_icao
ae4f14,2026-07-28 01:18:57.055656,MCFAMC,10-0220,Unavailable,32996,54.747105,-57.734184,C-17A Globemaster,58,,,False,adsc
ae49c7,2026-07-28 01:18:57.055660,MCFAMC,09-9211,Unavailable,32012,55.410576,-16.901264,C-17A Globemaster,271,,,False,adsc
ae0679,2026-07-28 01:18:57.055668,RCH153,00-0174,3561,33975,50.176189,12.350227,C-17A Globemaster,262,404,-75,False,mlat
ae4d66,2026-07-28 01:18:57.055671,MOOSE24,10-0213,6011,38000,50.041409,13.029601,C-17A Globemaster,289,351,0,False,mlat
ae146d,2026-07-28 01:18:57.055676,MOOSE72,07-7175,2654,36000,47.854202,19.634588,C-17A Globemaster,322,363,0,False,mlat
ae144a,2026-07-28 01:18:57.055679,RCH709,05-5140,6005,34000,46.527645,21.599104,C-17A Globemaster,335,408,-64,False,mlat
ae07f5,2026-07-28 01:18:57.055683,RCH701,97-0043,7572,36000,42.693104,23.501225,C-17A Globemaster,350,427,64,False,adsb_icao
ae04dc,2026-07-28 01:18:57.055688,UNK C/S,57-1461,5361,17350,31.726015,34.618858,KC-135R Stratotanker,142,394,1824,False,mlat
ae0369,2026-07-28 01:18:57.055692,UNK C/S,63-8024,3443,17500,24.717512,55.563316,KC-135R Stratotanker,320,402,-256,False,mlat
ae145b,2026-07-28 01:18:57.055701,RCH041,06-6157,Unavailable,28000,32.6,132.2,C-17A Globemaster,,,,False,mode_s
ae1454,2026-07-28 01:18:57.055705,TIGER11,05-5150,Unavailable,6875,22.9,-159.7,C-17A Globemaster,,,,False,mode_s
ae0500,2026-07-28 01:18:57.055710,UNK C/S,59-1495,1612,20025,25.7,55.2,KC-135R Stratotanker,232,408,192,False,mode_s
ae0629,2026-07-28 01:18:57.055715,UNK C/S,62-3526,6136,17500,25.6,54.9,KC-135R Stratotanker,289,400,-96,False,mode_s
ae146a,2026-07-28 01:18:57.055719,RCH252,07-7172,Unavailable,29000,36.3,-117.5,C-17A Globemaster,,,,False,mode_s
