hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae01cb,2026-07-30 01:16:05.227419,TOPCT35,62-4135,4553,30000,45.150604,-100.98999,RC-135 Rivet Joint,174,387,-128,False,adsb_icao
aed9a4,2026-07-30 01:16:05.227444,UNK C/S,,1614,2350,41.125034,-96.000549,E-6B TACAMO,332,146,-358,False,mlat
ae07ea,2026-07-30 01:16:05.227471,RCH797,95-0107,2246,34000,8.170569,-85.169281,C-17A Globemaster,315,465,,False,adsb_icao
adfeb5,2026-07-30 01:16:05.227479,GORDO33,74-0787,3652,25025,39.502808,-84.596581,E-4B Nightwatch,103,536,64,False,adsb_icao
ae038c,2026-07-30 01:16:05.227485,UNK C/S,62-3573,7122,23975,32.007385,-83.280769,KC-135R Stratotanker,314,427,-15,False,mlat
ae0654,2026-07-30 01:16:05.227493,UNK C/S,58-0071,6637,23950,31.677353,-82.193146,KC-135R Stratotanker,305,362,-29,False,mlat
ae01d3,2026-07-30 01:16:05.227502,COBRA29,62-4129,7001,32000,40.937485,-79.548279,RC-135 Rivet Joint,252,494,0,False,adsb_icao
ae07ab,2026-07-30 01:16:05.227523,RCH433,60-0331,0713,38000,48.594112,-66.709061,KC-135R Stratotanker,247,407,0,False,adsb_icao
ae04c4,2026-07-30 01:16:05.227529,UNK C/S,59-1475,0254,25000,50.308281,-4.177133,KC-135R Stratotanker,81,512,0,False,mlat
ae10bf,2026-07-30 01:16:05.227540,RCH313,01-0196,0641,34800,47.841084,5.810007,C-17A Globemaster,27,477,-1568,False,adsb_icao
ae10bb,2026-07-30 01:16:05.227546,MOOSE66,01-0192,0641,19975,49.932045,8.778307,C-17A Globemaster,283,394,-54,False,mlat
ae4f16,2026-07-30 01:16:05.227554,RCH748,10-0222,7423,33675,37.695526,25.933779,C-17A Globemaster,165,419,517,False,mlat
ae041f,2026-07-30 01:16:05.227560,UNK C/S,57-1488,5335,10200,31.984932,35.292255,KC-135R Stratotanker,4,284,-128,False,mlat
ae145b,2026-07-30 01:16:05.227570,RCH679,06-6157,0431,35000,34.035297,131.075272,C-17A Globemaster,47,425,0,False,mlat
ae0500,2026-07-30 01:16:05.227580,UNK C/S,59-1495,3432,18975,32.8,36.4,KC-135R Stratotanker,20,424,0,False,mode_s
ae080e,2026-07-30 01:16:05.227590,RCH5056,99-0168,2637,29075,40.3,-97.8,C-17A Globemaster,,,,False,mode_s
ae07ce,2026-07-30 01:16:05.227596,RCH466,89-1190,7404,Unavailable,35.4,29.3,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:16:05.227603,UNK C/S,79-0001,5405,23975,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae0384,2026-07-30 01:16:05.227607,UNK C/S,59-1458,Unavailable,30575,27.4,-138.6,KC-135R Stratotanker,,,,False,mode_s
afea51,2026-07-30 01:16:05.227613,UNK C/S,,Unavailable,28000,36.1,-102.2,E-6B TACAMO,,,,False,mode_s
ae4f12,2026-07-30 01:17:05.547581,RCH584,10-0218,1310,7350,47.337368,-122.437416,C-17A Globemaster,209,279,-1347,False,mlat
ae035c,2026-07-30 01:17:05.547610,UNK C/S,58-0062,0436,5975,47.819069,-117.433624,KC-135R Stratotanker,84,250,0,False,mlat
ae01cb,2026-07-30 01:17:05.547629,TOPCT35,62-4135,4553,29975,45.043991,-100.974403,RC-135 Rivet Joint,174,380,-256,False,adsb_icao
aed9a4,2026-07-30 01:17:05.547654,UNK C/S,,1614,1750,41.150032,-95.966171,E-6B TACAMO,95,192,-670,False,mlat
ae07ea,2026-07-30 01:17:05.547679,RCH797,95-0107,2246,34000,8.268096,-85.266312,C-17A Globemaster,315,463,,False,adsb_icao
adfeb5,2026-07-30 01:17:05.547688,GORDO33,74-0787,3652,25000,39.467651,-84.407181,E-4B Nightwatch,103,537,-64,False,adsb_icao
ae038c,2026-07-30 01:17:05.547694,UNK C/S,62-3573,7122,23975,32.06366,-83.369904,KC-135R Stratotanker,312,329,-5,False,mlat
ae0654,2026-07-30 01:17:05.547702,UNK C/S,58-0071,6637,23950,31.739408,-82.287544,KC-135R Stratotanker,307,364,0,False,mlat
ae01d3,2026-07-30 01:17:05.547712,COBRA29,62-4129,7001,32000,40.895069,-79.722855,RC-135 Rivet Joint,252,502,0,False,adsb_icao
ae07ab,2026-07-30 01:17:05.547729,RCH433,60-0331,0713,38000,48.550724,-66.866554,KC-135R Stratotanker,247,407,64,False,adsb_icao
ae04c4,2026-07-30 01:17:05.547736,UNK C/S,59-1475,0254,25000,50.331608,-3.94938,KC-135R Stratotanker,76,514,96,False,mlat
ae10bf,2026-07-30 01:17:05.547747,RCH313,01-0196,0641,33200,47.958908,5.900715,C-17A Globemaster,27,474,-1568,False,adsb_icao
ae10bb,2026-07-30 01:17:05.547754,MOOSE66,01-0192,0641,20000,49.951775,8.625642,C-17A Globemaster,280,319,0,False,mlat
ae4f16,2026-07-30 01:17:05.547761,RCH748,10-0222,7423,34150,37.585083,25.982347,C-17A Globemaster,156,480,501,False,mlat
ae041f,2026-07-30 01:17:05.547766,UNK C/S,57-1488,5335,10000,32.046719,35.241249,KC-135R Stratotanker,304,304,-1632,False,mlat
ae0500,2026-07-30 01:17:05.547772,UNK C/S,59-1495,3432,19000,32.090649,36.139107,KC-135R Stratotanker,60,418,0,False,mlat
ae145b,2026-07-30 01:17:05.547781,RCH679,06-6157,0431,35000,34.123547,131.176407,C-17A Globemaster,35,490,0,False,mlat
ae080e,2026-07-30 01:17:05.547797,RCH5056,99-0168,2637,29925,40.3,-98.3,C-17A Globemaster,,,,False,mode_s
ae07ce,2026-07-30 01:17:05.547804,RCH466,89-1190,7404,Unavailable,35.3,29.4,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:17:05.547811,UNK C/S,79-0001,5405,23975,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae0384,2026-07-30 01:17:05.547815,UNK C/S,59-1458,Unavailable,32150,22.6,-153.3,KC-135R Stratotanker,,,,False,mode_s
afea51,2026-07-30 01:17:05.547819,UNK C/S,,Unavailable,28000,35.7,-102.5,E-6B TACAMO,,,,False,mode_s
ae4f12,2026-07-30 01:18:05.822841,RCH584,10-0218,1310,5925,47.270077,-122.499237,C-17A Globemaster,213,281,-1405,False,mlat
ae035c,2026-07-30 01:18:05.822868,UNK C/S,58-0062,0436,5975,47.802147,-117.334259,KC-135R Stratotanker,155,278,77,False,mlat
ae01cb,2026-07-30 01:18:05.822888,TOPCT35,62-4135,4553,29975,44.938736,-100.959534,RC-135 Rivet Joint,174,382,-256,False,adsb_icao
aed9a4,2026-07-30 01:18:05.822912,UNK C/S,,1614,1075,41.128834,-95.925545,E-6B TACAMO,154,149,-739,False,mlat
ae07ea,2026-07-30 01:18:05.822937,RCH797,95-0107,2246,34000,8.360503,-85.358131,C-17A Globemaster,315,467,,False,adsb_icao
adfeb5,2026-07-30 01:18:05.822947,GORDO33,74-0787,3652,25000,39.432819,-84.219849,E-4B Nightwatch,103,537,-64,False,adsb_icao
ae038c,2026-07-30 01:18:05.822953,UNK C/S,62-3573,7122,24000,32.088974,-83.465019,KC-135R Stratotanker,281,270,-25,False,mlat
ae0654,2026-07-30 01:18:05.822959,UNK C/S,58-0071,6637,23950,31.814432,-82.384331,KC-135R Stratotanker,312,402,0,False,mlat
ae01d3,2026-07-30 01:18:05.822968,COBRA29,62-4129,7001,32000,40.851589,-79.899818,RC-135 Rivet Joint,251,501,0,False,adsb_icao
ae07ab,2026-07-30 01:18:05.822987,RCH433,60-0331,0713,38000,48.506973,-67.024422,KC-135R Stratotanker,247,407,384,False,adsb_icao
ae04c4,2026-07-30 01:18:05.822993,UNK C/S,59-1475,0254,25000,50.367851,-3.737922,KC-135R Stratotanker,74,514,0,False,mlat
ae10bf,2026-07-30 01:18:05.823003,RCH313,01-0196,0641,31625,48.07663,5.991806,C-17A Globemaster,27,478,-1568,False,adsb_icao
ae10bb,2026-07-30 01:18:05.823010,MOOSE66,01-0192,1140,19150,49.96851,8.49286,C-17A Globemaster,284,336,-1893,False,mlat
ae041f,2026-07-30 01:18:05.823019,UNK C/S,57-1488,5335,8775,32.097202,35.156326,KC-135R Stratotanker,305,292,-1440,False,mlat
ae145b,2026-07-30 01:18:05.823028,RCH679,06-6157,0431,35000,34.205555,131.293289,C-17A Globemaster,51,398,0,False,mlat
ae0500,2026-07-30 01:18:05.823040,UNK C/S,59-1495,3432,19000,32.9,36.3,KC-135R Stratotanker,68,416,-32,False,mode_s
ae080e,2026-07-30 01:18:05.823049,RCH5056,99-0168,2637,30025,39.5,-98.8,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:18:05.823058,UNK C/S,79-0001,5405,23975,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae0384,2026-07-30 01:18:05.823063,UNK C/S,59-1458,Unavailable,34050,27.3,-139.0,KC-135R Stratotanker,,,,False,mode_s
afea51,2026-07-30 01:18:05.823067,UNK C/S,,Unavailable,28000,36.3,-102.4,E-6B TACAMO,,,,False,mode_s
ae4f16,2026-07-30 01:18:05.823072,RCH748,10-0222,7423,34650,37.5,24.8,C-17A Globemaster,,,,False,mode_s
ae4f12,2026-07-30 01:19:06.126227,RCH584,10-0218,1310,4550,47.201511,-122.50721,C-17A Globemaster,156,294,-1455,False,mlat
ae035c,2026-07-30 01:19:06.126258,UNK C/S,58-0062,0436,5475,47.741158,-117.314957,KC-135R Stratotanker,201,272,-1138,False,mlat
afea51,2026-07-30 01:19:06.126277,UNK C/S,,Unavailable,28000,35.934612,-102.895889,E-6B TACAMO,,,0,False,mlat
ae01cb,2026-07-30 01:19:06.126285,TOPCT35,62-4135,4553,29975,44.833832,-100.94474,RC-135 Rivet Joint,174,377,0,False,adsb_icao
aed9a4,2026-07-30 01:19:06.126309,UNK C/S,,1614,1875,41.09927,-95.875778,E-6B TACAMO,129,169,1335,False,mlat
ae07ea,2026-07-30 01:19:06.126331,RCH797,95-0107,2246,34000,8.453751,-85.450867,C-17A Globemaster,315,465,,False,adsb_icao
adfeb5,2026-07-30 01:19:06.126341,GORDO33,74-0787,3652,25000,39.397018,-84.031502,E-4B Nightwatch,103,538,-64,False,adsb_icao
ae038c,2026-07-30 01:19:06.126346,UNK C/S,62-3573,7122,23975,32.099964,-83.569695,KC-135R Stratotanker,275,310,0,False,mlat
ae0654,2026-07-30 01:19:06.126352,UNK C/S,58-0071,6637,23800,31.880573,-82.479156,KC-135R Stratotanker,309,384,-183,False,mlat
ae01d3,2026-07-30 01:19:06.126362,COBRA29,62-4129,7001,32000,40.808342,-80.074165,RC-135 Rivet Joint,252,501,-64,False,adsb_icao
ae07ab,2026-07-30 01:19:06.126381,RCH433,60-0331,0713,38000,48.462975,-67.18219,KC-135R Stratotanker,247,407,-64,False,adsb_icao
ae04c4,2026-07-30 01:19:06.126387,UNK C/S,59-1475,0254,25000,50.405087,-3.525092,KC-135R Stratotanker,74,514,64,False,mlat
ae10bf,2026-07-30 01:19:06.126398,RCH313,01-0196,0641,30025,48.195671,6.08498,C-17A Globemaster,27,487,-1600,False,adsb_icao
ae10bb,2026-07-30 01:19:06.126403,MOOSE66,01-0192,1140,17175,49.984947,8.360893,C-17A Globemaster,278,315,-1972,False,mlat
ae041f,2026-07-30 01:19:06.126412,UNK C/S,57-1488,5335,7425,32.135555,35.076027,KC-135R Stratotanker,268,288,-928,False,mlat
ae145b,2026-07-30 01:19:06.126422,RCH679,06-6157,0431,35000,34.28828,131.403458,C-17A Globemaster,48,472,0,False,mlat
ae0500,2026-07-30 01:19:06.126433,UNK C/S,59-1495,3432,19000,33.1,35.9,KC-135R Stratotanker,68,414,64,False,mode_s
ae080e,2026-07-30 01:19:06.126443,RCH5056,99-0168,2637,30000,40.9,-98.4,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:19:06.126452,UNK C/S,79-0001,5405,23975,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae0384,2026-07-30 01:19:06.126456,UNK C/S,59-1458,Unavailable,35500,21.0,-157.8,KC-135R Stratotanker,,,,False,mode_s
ae4f16,2026-07-30 01:19:06.126462,RCH748,10-0222,7423,35000,37.1,24.9,C-17A Globemaster,,,,False,mode_s
ae4f12,2026-07-30 01:20:06.501133,RCH584,10-0218,1310,3925,47.128117,-122.477676,C-17A Globemaster,165,254,-17,False,mlat
ae035c,2026-07-30 01:20:06.501158,UNK C/S,58-0062,0436,4950,47.703102,-117.394249,KC-135R Stratotanker,256,245,-11,False,mlat
afea51,2026-07-30 01:20:06.501172,UNK C/S,,Unavailable,28000,35.906452,-102.983383,E-6B TACAMO,,,-4,False,mlat
ae01cb,2026-07-30 01:20:06.501179,TOPCT35,62-4135,4553,29975,44.727158,-100.925163,RC-135 Rivet Joint,160,393,0,False,adsb_icao
aed9a4,2026-07-30 01:20:06.501201,UNK C/S,,1614,2525,41.063091,-95.904655,E-6B TACAMO,236,174,85,False,mlat
ae07ea,2026-07-30 01:20:06.501220,RCH797,95-0107,2246,34000,8.54567,-85.542435,C-17A Globemaster,315,456,,False,adsb_icao
adfeb5,2026-07-30 01:20:06.501228,GORDO33,74-0787,3652,25025,39.361176,-83.842461,E-4B Nightwatch,103,538,64,False,adsb_icao
ae038c,2026-07-30 01:20:06.501232,UNK C/S,62-3573,7122,23975,32.108723,-83.675842,KC-135R Stratotanker,268,249,-43,False,mlat
ae0654,2026-07-30 01:20:06.501237,UNK C/S,58-0071,6637,21625,31.94409,-82.573082,KC-135R Stratotanker,310,373,-2252,False,mlat
ae01d3,2026-07-30 01:20:06.501242,COBRA29,62-4129,7001,32000,40.764954,-80.24939,RC-135 Rivet Joint,251,497,0,False,adsb_icao
ae07ab,2026-07-30 01:20:06.501255,RCH433,60-0331,0713,38000,48.418331,-67.341133,KC-135R Stratotanker,247,408,64,False,adsb_icao
ae04c4,2026-07-30 01:20:06.501262,UNK C/S,59-1475,0254,25000,50.441063,-3.308799,KC-135R Stratotanker,75,514,128,False,mlat
ae10bf,2026-07-30 01:20:06.501270,RCH313,01-0196,0641,28450,48.317322,6.180655,C-17A Globemaster,27,488,-1600,False,adsb_icao
ae10bb,2026-07-30 01:20:06.501274,MOOSE66,01-0192,1140,15150,50.002686,8.220751,C-17A Globemaster,278,301,-1985,False,mlat
ae041f,2026-07-30 01:20:06.501280,UNK C/S,57-1488,5335,6075,32.080318,35.031502,KC-135R Stratotanker,165,284,-1152,False,mlat
ae145b,2026-07-30 01:20:06.501288,RCH679,06-6157,0431,35000,34.372498,131.511963,C-17A Globemaster,51,453,0,False,mlat
ae0500,2026-07-30 01:20:06.501298,UNK C/S,59-1495,3432,19000,31.7,34.9,KC-135R Stratotanker,68,412,-32,False,mode_s
ae080e,2026-07-30 01:20:06.501307,RCH5056,99-0168,2637,30000,40.5,-98.4,C-17A Globemaster,,,,False,mode_s
ae07ce,2026-07-30 01:20:06.501312,RCH466,89-1190,7404,Unavailable,33.2,32.3,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:20:06.501318,UNK C/S,79-0001,5405,23950,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae065f,2026-07-30 01:20:06.501322,UNK C/S,60-0346,Unavailable,Unavailable,25.7,50.6,KC-135R Stratotanker,,,,False,mode_s
ae0384,2026-07-30 01:20:06.501325,UNK C/S,59-1458,Unavailable,36000,26.8,-138.7,KC-135R Stratotanker,,,,False,mode_s
ae4f16,2026-07-30 01:20:06.501330,RCH748,10-0222,7423,35000,37.0,24.8,C-17A Globemaster,,,,False,mode_s
ae4f12,2026-07-30 01:21:06.992303,RCH584,10-0218,1310,3725,47.05883,-122.450279,C-17A Globemaster,165,272,-474,False,mlat
ae035c,2026-07-30 01:21:06.992331,UNK C/S,58-0062,0436,4700,47.66877,-117.489914,KC-135R Stratotanker,239,261,-660,False,mlat
afea51,2026-07-30 01:21:06.992346,UNK C/S,,Unavailable,28000,35.853092,-103.145554,E-6B TACAMO,,,0,False,mlat
ae01cb,2026-07-30 01:21:06.992353,TOPCT35,62-4135,4553,30000,44.627975,-100.860184,RC-135 Rivet Joint,153,401,320,False,adsb_icao
aed9a4,2026-07-30 01:21:06.992373,UNK C/S,,1614,2450,41.088573,-95.961693,E-6B TACAMO,310,196,-94,False,mlat
ae07ea,2026-07-30 01:21:06.992392,RCH797,95-0107,2246,34000,8.635208,-85.631584,C-17A Globemaster,315,457,,False,adsb_icao
ae038c,2026-07-30 01:21:06.992399,UNK C/S,62-3573,7122,23975,32.119278,-83.774948,KC-135R Stratotanker,281,307,0,False,mlat
adfeb5,2026-07-30 01:21:06.992404,GORDO33,74-0787,3652,25025,39.325283,-83.65686,E-4B Nightwatch,103,538,0,False,adsb_icao
ae0654,2026-07-30 01:21:06.992409,UNK C/S,58-0071,6637,19975,32.006718,-82.662865,KC-135R Stratotanker,307,352,-1396,False,mlat
ae01d3,2026-07-30 01:21:06.992415,COBRA29,62-4129,7001,32000,40.722015,-80.421021,RC-135 Rivet Joint,251,497,-64,False,adsb_icao
ae07ab,2026-07-30 01:21:06.992431,RCH433,60-0331,0713,38000,48.37434,-67.496674,KC-135R Stratotanker,246,409,-128,False,adsb_icao
ae04c4,2026-07-30 01:21:06.992437,UNK C/S,59-1475,0254,25000,50.480072,-3.086227,KC-135R Stratotanker,75,514,0,False,mlat
ae10bf,2026-07-30 01:21:06.992445,RCH313,01-0196,0641,26550,48.435928,6.27435,C-17A Globemaster,27,479,-3072,False,adsb_icao
ae10bb,2026-07-30 01:21:06.992449,MOOSE66,01-0192,1140,13200,50.019428,8.093421,C-17A Globemaster,280,323,-1976,False,mlat
ae041f,2026-07-30 01:21:06.992456,UNK C/S,57-1488,5335,4225,32.011734,35.072685,KC-135R Stratotanker,132,268,-736,False,mlat
ae145b,2026-07-30 01:21:06.992466,RCH679,06-6157,0431,35000,34.454094,131.626007,C-17A Globemaster,48,444,0,False,mlat
ae0500,2026-07-30 01:21:06.992476,UNK C/S,59-1495,3432,19000,31.5,34.4,KC-135R Stratotanker,68,412,0,False,mode_s
ae080e,2026-07-30 01:21:06.992485,RCH5056,99-0168,2637,30000,40.3,-98.4,C-17A Globemaster,,,,False,mode_s
ae07ce,2026-07-30 01:21:06.992491,RCH466,89-1190,7404,Unavailable,33.2,32.3,C-17A Globemaster,,,,False,mode_s
ae11e7,2026-07-30 01:21:06.992497,UNK C/S,79-0001,5405,23950,28.7,48.0,E-3G AWACS,,,,False,mode_s
ae0384,2026-07-30 01:21:06.992501,UNK C/S,59-1458,Unavailable,36000,25.0,-148.7,KC-135R Stratotanker,,,,False,mode_s
ae4f16,2026-07-30 01:21:06.992506,RCH748,10-0222,7423,35000,36.9,24.7,C-17A Globemaster,,,,False,mode_s
ae4f12,2026-07-30 01:22:07.418982,RCH584,10-0218,1310,2950,46.983543,-122.420876,C-17A Globemaster,165,255,-556,False,mlat
ae035c,2026-07-30 01:22:07.419007,UNK C/S,58-0062,0436,3875,47.634109,-117.58905,KC-135R Stratotanker,242,271,-677,False,mlat
ae01cb,2026-07-30 01:22:07.419023,TOPCT35,62-4135,4553,30000,44.526237,-100.791458,RC-135 Rivet Joint,154,395,128,False,adsb_icao
aed9a4,2026-07-30 01:22:07.419042,UNK C/S,,1614,2225,41.12384,-95.999786,E-6B TACAMO,356,144,-529,False,mlat
ae07ea,2026-07-30 01:22:07.419062,RCH797,95-0107,2246,34000,8.727905,-85.724083,C-17A Globemaster,315,458,,False,adsb_icao
ae038c,2026-07-30 01:22:07.419069,UNK C/S,62-3573,7122,23600,32.129234,-83.873993,KC-135R Stratotanker,277,288,-507,False,mlat
adfeb5,2026-07-30 01:22:07.419100,GORDO33,74-0787,3652,25000,39.288528,-83.467018,E-4B Nightwatch,104,538,0,False,adsb_icao
ae0654,2026-07-30 01:22:07.419107,UNK C/S,58-0071,6637,19950,32.064362,-82.752197,KC-135R Stratotanker,309,320,0,False,mlat
ae01d3,2026-07-30 01:22:07.419117,COBRA29,62-4129,7001,32000,40.677612,-80.596985,RC-135 Rivet Joint,251,496,64,False,adsb_icao
ae07ab,2026-07-30 01:22:07.419139,RCH433,60-0331,0713,38000,48.329407,-67.654587,KC-135R Stratotanker,246,409,-64,False,adsb_icao
ae04c4,2026-07-30 01:22:07.419146,UNK C/S,59-1475,0254,25000,50.516418,-2.865701,KC-135R Stratotanker,75,514,-64,False,mlat
ae10bf,2026-07-30 01:22:07.419154,RCH313,01-0196,0641,23625,48.552612,6.36707,C-17A Globemaster,27,458,-2624,False,adsb_icao
ae10bb,2026-07-30 01:22:07.419158,MOOSE66,01-0192,1140,11150,50.036549,7.964533,C-17A Globemaster,281,292,-1951,False,mlat
ae041f,2026-07-30 01:22:07.419165,UNK C/S,57-1488,5335,4225,31.960546,35.131451,KC-135R Stratotanker,137,258,0,False,mlat
