hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae1458,2026-07-16 01:14:02.829407,RCH241,06-6154,2602,22575,21.246628,-159.000244,C-17A Globemaster,269,391,,False,adsb_icao
ae1454,2026-07-16 01:14:02.829443,LAVA72,05-5150,Unavailable,2000,61.554886,-149.628891,C-17A Globemaster,165,202,-64,False,tisb_icao
ae07d9,2026-07-16 01:14:02.829450,LAVA71,93-0599,5131,1975,61.547104,-149.623489,C-17A Globemaster,175,209,64,False,adsb_icao
ae1462,2026-07-16 01:14:02.829459,BLINR57,06-6164,5201,500,38.255592,-121.93895,C-17A Globemaster,,,,False,mlat
ae0665,2026-07-16 01:14:02.829466,MAINE92,61-0299,0502,24000,39.516918,-120.366875,KC-135R Stratotanker,245,379,0,False,mlat
ae2fae,2026-07-16 01:14:02.829474,COHO75,08-8202,0374,11325,47.487614,-118.100212,C-17A Globemaster,68,279,,False,adsb_icao
c2afc7,2026-07-16 01:14:02.829487,CFC3688,177702,2622,11525,50.510056,-105.133377,C-17A Globemaster,33,374,1408,False,adsb_icao
ae065e,2026-07-16 01:14:02.829505,UNK C/S,60-0332,7313,32000,42.058315,-97.794609,KC-135R Stratotanker,268,506,0,False,mlat
ae1242,2026-07-16 01:14:02.829509,RCH232,04-4137,1305,35975,32.218544,-97.662224,C-17A Globemaster,293,438,17,False,mlat
ae43c1,2026-07-16 01:14:02.829517,UNK C/S,,4564,27000,42.294472,-97.359612,E-6B TACAMO,64,319,0,False,mlat
ae1238,2026-07-16 01:14:02.829525,RCH215,03-3127,3127,39000,38.06337,-96.11097,C-17A Globemaster,107,423,64,False,adsb_icao
ae11eb,2026-07-16 01:14:02.829540,SNTRY25,80-0138,2114,30025,37.912273,-86.867706,E-3G AWACS,260,440,-76,False,mlat
ae07de,2026-07-16 01:14:02.829551,RHINO81,93-0604,3070,26000,39.823471,-82.124893,C-17A Globemaster,254,477,,False,adsb_icao
ae0443,2026-07-16 01:14:02.829564,UNK C/S,00-9001,0301,1600,39.289963,-75.425926,C-32 AIR FORCE TWO,268,154,114,False,mlat
ae056e,2026-07-16 01:14:02.829568,RCH2130,86-0017,Unavailable,525,39.088158,-75.40554,C-5M Galaxy,350,278,-348,False,mlat
ae117d,2026-07-16 01:14:02.829573,RCH675,02-1111,1332,27350,43.346916,-72.981926,C-17A Globemaster,215,422,512,False,mlat
ae20c2,2026-07-16 01:14:02.829577,RCH535,07-7181,2106,29025,40.084084,-72.442535,C-17A Globemaster,54,486,0,False,adsb_icao
aec155,2026-07-16 01:14:02.829582,UNK C/S,,2401,20100,39.402428,-71.783958,E-6B TACAMO,84,430,-540,False,mlat
ae0676,2026-07-16 01:14:02.829586,RCH043,00-0171,Unavailable,33000,22.932192,-70.293221,C-17A Globemaster,133,430,,False,adsb_icao
ae04c8,2026-07-16 01:14:02.829618,UNK C/S,59-1500,1772,33000,44.902859,-67.696297,KC-135R Stratotanker,90,527,0,False,mlat
ae07fa,2026-07-16 01:14:02.829625,RCH115,97-0048,5614,35000,45.932678,-65.296928,C-17A Globemaster,54,521,-4,False,mlat
ae07f1,2026-07-16 01:14:02.829642,RCH347,96-0007,6015,16775,49.702896,9.155171,C-17A Globemaster,248,364,-2003,False,mlat
ae1196,2026-07-16 01:14:02.829650,MOOSE55,03-3113,7217,38000,49.482006,15.241445,C-17A Globemaster,289,383,0,False,mlat
ae11dc,2026-07-16 01:14:02.829659,UNK C/S,76-1605,3637,29050,24.815235,54.301113,E-3G AWACS,,,17,False,mlat
ae5f97,2026-07-16 01:14:02.829663,FLYER63,18-46044,1552,27500,24.607361,55.730923,KC-46A Pegasus,1,370,0,False,mlat
ae04b4,2026-07-16 01:14:02.829667,UNK C/S,57-1499,3435,22000,24.855143,57.727341,KC-135R Stratotanker,287,440,128,False,mlat
ae574d,2026-07-16 01:14:02.829680,FLYER62,19-46007,3651,Unavailable,26.8,50.0,KC-46A Pegasus,,,,False,mode_s
ae065f,2026-07-16 01:14:02.829685,UNK C/S,60-0346,Unavailable,Unavailable,24.2,54.8,KC-135R Stratotanker,,,,False,mode_s
ae07f5,2026-07-16 01:14:02.829689,RCH564,97-0043,7422,35000,35.7,28.2,C-17A Globemaster,,,,False,mode_s
ae145b,2026-07-16 01:14:02.829693,UNK C/S,06-6157,Unavailable,38000,55.3,-134.8,C-17A Globemaster,,,,False,mode_s
ae0261,2026-07-16 01:14:02.829697,UNK C/S,61-0310,Unavailable,34950,41.4,-108.5,KC-135R Stratotanker,,,,False,mode_s
ae1450,2026-07-16 01:14:02.829702,UNK C/S,05-5146,Unavailable,35000,45.6,-127.0,C-17A Globemaster,,,,False,mode_s
ae5e11,2026-07-16 01:14:02.829706,FLYER59,17-46036,1617,23000,28.9,48.4,KC-46A Pegasus,,,,False,mode_s
ae0392,2026-07-16 01:14:02.829712,UNK C/S,63-8880,Unavailable,25000,22.1,-158.5,KC-135R Stratotanker,,,,False,mode_s
ae63bc,2026-07-16 01:14:02.829716,FLYER55,20-46080,0467,23500,25.5,52.7,KC-46A Pegasus,,,,False,mode_s
ae0591,2026-07-16 01:14:02.829723,UNK C/S,58-0075,3425,22025,26.8,50.0,KC-135R Stratotanker,224,462,0,False,mode_s
896c3e,2026-07-16 01:14:02.829727,UAF1226,1229,3754,33000,34.1,27.3,C-17A Globemaster,,,,False,mode_s
ae0483,2026-07-16 01:14:02.829731,UNK C/S,60-0339,4254,28000,59.9,-145.4,KC-135R Stratotanker,,,,False,mode_s
ae1458,2026-07-16 01:15:03.234145,RCH241,06-6154,2602,23475,21.246002,-159.118393,C-17A Globemaster,269,398,,False,adsb_icao
ae1454,2026-07-16 01:15:03.234168,LAVA72,05-5150,Unavailable,2000,61.509018,-149.629669,C-17A Globemaster,185,144,0,False,tisb_icao
ae07d9,2026-07-16 01:15:03.234173,LAVA71,93-0599,5131,2000,61.501328,-149.628586,C-17A Globemaster,186,148,0,False,adsb_icao
ae1462,2026-07-16 01:15:03.234181,BLINR57,06-6164,5201,2475,38.217251,-121.943932,C-17A Globemaster,137,239,2385,False,mlat
ae0665,2026-07-16 01:15:03.234187,MAINE92,61-0299,0502,21050,39.474586,-120.488037,KC-135R Stratotanker,245,349,-5296,False,mlat
ae2fae,2026-07-16 01:15:03.234197,COHO75,08-8202,0374,12350,47.519531,-117.992546,C-17A Globemaster,66,288,,False,adsb_icao
ae0261,2026-07-16 01:15:03.234213,UNK C/S,61-0310,3301,34950,42.102062,-109.488892,KC-135R Stratotanker,,,0,False,mlat
c2afc7,2026-07-16 01:15:03.234219,CFC3688,177702,2622,13475,50.601608,-105.03833,C-17A Globemaster,33,396,2048,False,adsb_icao
ae065e,2026-07-16 01:15:03.234239,UNK C/S,60-0332,7313,32000,42.05545,-97.970474,KC-135R Stratotanker,269,490,0,False,mlat
ae1242,2026-07-16 01:15:03.234246,RCH232,04-4137,1305,35975,32.280102,-97.794533,C-17A Globemaster,296,450,-37,False,mlat
ae43c1,2026-07-16 01:15:03.234259,UNK C/S,,4564,27000,42.335575,-97.244873,E-6B TACAMO,67,326,0,False,mlat
ae1238,2026-07-16 01:15:03.234265,RCH215,03-3127,3127,39000,38.028625,-95.96698,C-17A Globemaster,106,426,,False,adsb_icao
ae11eb,2026-07-16 01:15:03.234282,SNTRY25,80-0138,2114,30025,37.88723,-87.02713,E-3G AWACS,260,455,0,False,mlat
ae07de,2026-07-16 01:15:03.234294,RHINO81,93-0604,3070,24825,39.788616,-82.291443,C-17A Globemaster,254,462,,False,adsb_icao
ae0443,2026-07-16 01:15:03.234309,UNK C/S,00-9001,0301,1550,39.285385,-75.447113,C-32 AIR FORCE TWO,146,201,-150,False,mlat
ae117d,2026-07-16 01:15:03.234316,RCH675,02-1111,1332,28450,43.252586,-73.072655,C-17A Globemaster,214,412,224,False,mlat
ae20c2,2026-07-16 01:15:03.234321,RCH535,07-7181,2106,29000,40.159744,-72.2948,C-17A Globemaster,56,489,,False,adsb_icao
aec155,2026-07-16 01:15:03.234326,UNK C/S,,2401,19600,39.416241,-71.646301,E-6B TACAMO,84,403,-500,False,mlat
ae04c8,2026-07-16 01:15:03.234331,UNK C/S,59-1500,1772,33000,44.902496,-67.500053,KC-135R Stratotanker,89,536,39,False,mlat
ae07fa,2026-07-16 01:15:03.234335,RCH115,97-0048,5614,35000,46.020771,-65.136292,C-17A Globemaster,56,524,0,False,mlat
ae07f1,2026-07-16 01:15:03.234347,RCH347,96-0007,6015,14875,49.668537,9.000322,C-17A Globemaster,253,369,-1629,False,mlat
ae1196,2026-07-16 01:15:03.234353,MOOSE55,03-3113,7217,38000,49.518501,15.07507,C-17A Globemaster,289,394,0,False,mlat
ae11dc,2026-07-16 01:15:03.234361,UNK C/S,76-1605,3637,29075,24.78134,54.393826,E-3G AWACS,100,376,125,False,mlat
ae5f97,2026-07-16 01:15:03.234366,FLYER63,18-46044,1552,27500,24.701862,55.679405,KC-46A Pegasus,311,400,0,False,mlat
ae04b4,2026-07-16 01:15:03.234371,UNK C/S,57-1499,3435,22000,24.852919,57.585796,KC-135R Stratotanker,246,446,0,False,mlat
ae574d,2026-07-16 01:15:03.234383,FLYER62,19-46007,3651,Unavailable,26.8,50.0,KC-46A Pegasus,,,,False,mode_s
ae07f5,2026-07-16 01:15:03.234388,RCH564,97-0043,7422,35000,35.2,31.2,C-17A Globemaster,,,,False,mode_s
ae145b,2026-07-16 01:15:03.234392,UNK C/S,06-6157,Unavailable,38000,55.3,-134.8,C-17A Globemaster,,,,False,mode_s
ae1450,2026-07-16 01:15:03.234398,UNK C/S,05-5146,2000,35000,44.7,-126.1,C-17A Globemaster,,,,False,mode_s
ae5e11,2026-07-16 01:15:03.234403,FLYER59,17-46036,1617,23000,28.9,48.4,KC-46A Pegasus,,,,False,mode_s
ae0392,2026-07-16 01:15:03.234409,UNK C/S,63-8880,6104,25000,22.2,-159.2,KC-135R Stratotanker,,,,False,mode_s
ae63bc,2026-07-16 01:15:03.234415,FLYER55,20-46080,0467,23500,26.3,51.1,KC-46A Pegasus,,,,False,mode_s
ae0591,2026-07-16 01:15:03.234421,UNK C/S,58-0075,3601,22025,29.0,48.3,KC-135R Stratotanker,268,464,0,False,mode_s
896c3e,2026-07-16 01:15:03.234426,UAF1226,1229,3754,33000,34.7,26.4,C-17A Globemaster,,,,False,mode_s
ae0483,2026-07-16 01:15:03.234430,UNK C/S,60-0339,4254,28000,60.0,-145.5,KC-135R Stratotanker,,,,False,mode_s
ae1458,2026-07-16 01:16:03.590010,RCH241,06-6154,2602,24450,21.245316,-159.237686,C-17A Globemaster,269,399,,False,adsb_icao
ae1454,2026-07-16 01:16:03.590033,LAVA72,05-5150,Unavailable,1700,61.468918,-149.638885,C-17A Globemaster,185,147,-896,False,tisb_icao
ae07d9,2026-07-16 01:16:03.590038,LAVA71,93-0599,5131,1650,61.460125,-149.638062,C-17A Globemaster,185,150,-960,False,adsb_icao
ae1462,2026-07-16 01:16:03.590045,BLINR57,06-6164,5201,2600,38.205982,-121.869469,C-17A Globemaster,68,232,-7,False,mlat
