hex,datetime,callsign,tail number,squawk,altitude,latitude,longitude,type,heading,ground speed,vertical rate,emergency,source
ae1457,2026-07-11 01:17:36.064523,TIGER11,05-5153,1200,825,20.375793,-156.776566,C-17A Globemaster,299,256,,False,adsb_icao
ae01d0,2026-07-11 01:17:36.064539,SNOOP39,62-4139,2620,825,61.243927,-149.898148,RC-135 Rivet Joint,80,160,-1088,False,adsb_icao
afead2,2026-07-11 01:17:36.064544,BOE117,23-46117,4615,3825,47.831726,-122.320793,KC-46A Pegasus,216,258,-1088,False,adsb_icao
ae1462,2026-07-11 01:17:36.064547,BLINR97,06-6164,6320,3975,38.501629,-121.838692,C-17A Globemaster,125,243,-1079,False,mlat
ae5faa,2026-07-11 01:17:36.064552,E96063,19-46063,7311,33000,32.020603,-120.159431,KC-46A Pegasus,,,76,False,mlat
43c1c6,2026-07-11 01:17:36.064560,RRR6103,ZZ176,7236,37000,49.269333,-109.158821,C-17A Globemaster,121,439,96,False,adsb_icao
ae574f,2026-07-11 01:17:36.064571,KANZA68,15-46009,1175,15675,37.470818,-97.676147,KC-46A Pegasus,282,357,4106,False,mlat
ae2fd7,2026-07-11 01:17:36.064586,BH600,168077,1041,24975,32.879379,-87.876724,E-2 Hawkeye,46,245,0,False,adsb_icao
adfeb8,2026-07-11 01:17:36.064593,SAM251,98-0002,3563,9000,36.387463,-86.228302,C-32 AIR FORCE TWO,255,256,,False,adsb_icao
ae1197,2026-07-11 01:17:36.064596,RCH828,03-3114,2506,37000,35.743771,-82.475098,C-17A Globemaster,64,446,0,False,mlat
ae2fac,2026-07-11 01:17:36.064600,RCH3212,08-8200,1147,30000,38.247528,-82.139671,C-17A Globemaster,257,379,77,False,mlat
ae0584,2026-07-11 01:17:36.064605,RCH2439,87-0039,3306,37000,31.808865,-77.189827,C-5M Galaxy,11,471,64,False,adsb_icao
ae1172,2026-07-11 01:17:36.064610,RCH183,02-1100,2640,31575,41.277626,-69.389702,C-17A Globemaster,47,503,474,False,mlat
ae4d67,2026-07-11 01:17:36.064614,RCH4200,10-0214,2524,28000,51.925674,4.73616,C-17A Globemaster,309,455,0,False,mlat
ae146d,2026-07-11 01:17:36.064616,RCH526,07-7175,3101,19025,49.854507,8.67783,C-17A Globemaster,276,405,-1512,False,mlat
ae1466,2026-07-11 01:17:36.064619,MOOSE70,06-6168,2241,36000,45.508518,22.245672,C-17A Globemaster,337,393,0,False,mlat
ae07fe,2026-07-11 01:17:36.064622,RCH532,98-0052,1170,31000,43.619682,23.822851,C-17A Globemaster,172,478,0,False,mlat
ae5f97,2026-07-11 01:17:36.064626,UNK C/S,18-46044,3274,16025,25.950768,53.08926,KC-46A Pegasus,,,0,False,mlat
ae0500,2026-07-11 01:17:36.064629,UNK C/S,59-1495,5431,30000,24.782745,55.109692,KC-135R Stratotanker,264,474,0,False,mlat
ae062c,2026-07-11 01:17:36.064632,UNK C/S,63-8874,0140,21000,24.668074,57.379848,KC-135R Stratotanker,304,392,0,False,mlat
af8403,2026-07-11 01:17:36.064638,FLYER43,22-46099,0471,17825,26.1,55.0,KC-46A Pegasus,,,,False,mode_s
ae07e0,2026-07-11 01:17:36.064641,X,94-0066,Unavailable,15000,43.8,-116.5,C-17A Globemaster,,,,False,mode_s
ae07b0,2026-07-11 01:17:36.064645,UNK C/S,61-0284,5345,22025,33.7,36.4,KC-135R Stratotanker,78,450,0,False,mode_s
ae1239,2026-07-11 01:17:36.064648,RCH104,04-4129,Unavailable,2400,46.7,-117.3,C-17A Globemaster,,,,False,mode_s
ae065d,2026-07-11 01:17:36.064653,UNK C/S,60-0320,Unavailable,25975,20.9,-154.1,KC-135R Stratotanker,,,,False,mode_s
ae1233,2026-07-11 01:17:36.064655,RCH207,03-3122,7401,29000,37.6,25.7,C-17A Globemaster,,,,False,mode_s
ae63c7,2026-07-11 01:17:36.064658,FLYER40,21-46091,3645,28000,28.1,48.3,KC-46A Pegasus,,,,False,mode_s
aef829,2026-07-11 01:17:36.064661,FLYER37,22-46113,3264,24000,25.5,55.7,KC-46A Pegasus,,,,False,mode_s
ae1457,2026-07-11 01:18:36.500952,TIGER11,05-5153,1200,800,20.409573,-156.84407,C-17A Globemaster,297,255,,False,adsb_icao
ae065d,2026-07-11 01:18:36.500971,UNK C/S,60-0320,Unavailable,25975,20.663048,-155.498749,KC-135R Stratotanker,,,103,False,mlat
afead2,2026-07-11 01:18:36.500979,BOE117,23-46117,4615,3025,47.775055,-122.382545,KC-46A Pegasus,215,252,64,False,adsb_icao
ae1462,2026-07-11 01:18:36.500983,BLINR97,06-6164,6320,2875,38.472363,-121.772552,C-17A Globemaster,120,227,-1114,False,mlat
ae5faa,2026-07-11 01:18:36.500988,E96063,19-46063,7311,33000,32.143597,-120.035301,KC-46A Pegasus,,,0,False,mlat
43c1c6,2026-07-11 01:18:36.500998,RRR6103,ZZ176,7236,36975,49.204273,-108.995216,C-17A Globemaster,121,450,32,False,adsb_icao
ae574f,2026-07-11 01:18:36.501011,KANZA68,15-46009,1175,18950,37.491291,-97.80175,KC-46A Pegasus,283,371,3030,False,mlat
ae2fd7,2026-07-11 01:18:36.501032,BH600,168077,1041,25000,32.928818,-87.814491,E-2 Hawkeye,46,265,-64,False,adsb_icao
